"ID"	"MN"	"H"	"C"	"O"	"N"	"S"	"P"	"Na"	"ME"	"Scores"	"NBP"	"Peptide"	"KEGG"
"8025"	"372.064393"	"21"	"12"	"9"	"0"	"1"	"1"	"0"	"373.0722047"	"-0.684622789"	"0"	"No Peptide Found"	"Non metabolites found"
"8026"	"372.067446"	"16"	"12"	"4"	"6"	"2"	"0"	"0"	"373.0747338"	"0.243740377"	"0"	"No Peptide Found"	"Non metabolites found"
"9638"	"372.071293"	"17"	"10"	"10"	"3"	"1"	"0"	"1"	"395.0605175"	"0.144366405"	"0"	"No Peptide Found"	"Non metabolites found"
"8027"	"372.082701"	"16"	"16"	"1"	"6"	"2"	"0"	"0"	"373.0898904"	"0.062924688"	"0"	"No Peptide Found"	"Non metabolites found"
"9647"	"372.083177"	"13"	"17"	"7"	"3"	"0"	"0"	"1"	"395.072612"	"0.326712774"	"0"	"No Peptide Found"	"Non metabolites found"
"8028"	"372.083869"	"20"	"11"	"10"	"2"	"1"	"0"	"0"	"373.09108"	"-0.157124511"	"0"	"No Peptide Found"	"Non metabolites found"
"8029"	"372.090881"	"21"	"15"	"5"	"2"	"1"	"1"	"0"	"373.0982571"	"-0.073824292"	"0"	"No Peptide Found"	"Non metabolites found"
"8030"	"372.093934"	"16"	"15"	"0"	"8"	"2"	"0"	"0"	"373.1012882"	"-0.058587827"	"0"	"No Peptide Found"	"Non metabolites found"
"8031"	"372.104618"	"21"	"10"	"9"	"4"	"0"	"1"	"0"	"373.1123461"	"1.618700083"	"0"	"No Peptide Found"	"Non metabolites found"
"9657"	"372.107678"	"21"	"11"	"9"	"3"	"1"	"0"	"1"	"395.09685"	"-0.012712847"	"0"	"No Peptide Found"	"Non metabolites found"
"9660"	"372.1117"	"21"	"16"	"7"	"1"	"1"	"0"	"1"	"395.1013525"	"0.444074479"	"0"	"No Peptide Found"	"Non metabolites found"
"8034"	"372.118537"	"25"	"13"	"10"	"0"	"0"	"1"	"0"	"373.1261511"	"-0.055577203"	"0"	"No Peptide Found"	"Non metabolites found"
"8035"	"372.120254"	"24"	"12"	"9"	"2"	"1"	"0"	"0"	"373.12766"	"-0.012712847"	"0"	"No Peptide Found"	"Non metabolites found"
"8036"	"372.127266"	"25"	"16"	"4"	"2"	"1"	"1"	"0"	"373.1344762"	"-0.269742827"	"0"	"No Peptide Found"	"Non metabolites found"
"8037"	"372.137163"	"29"	"14"	"7"	"0"	"1"	"1"	"0"	"373.144836"	"-0.271589931"	"0"	"No Peptide Found"	"Non metabolites found"
"8038"	"372.13888"	"28"	"13"	"6"	"2"	"2"	"0"	"0"	"373.1461179"	"-0.168520225"	"0"	"No Peptide Found"	"Non metabolites found"
"8040"	"372.154922"	"29"	"14"	"9"	"0"	"0"	"1"	"0"	"373.1626227"	"0.010561941"	"0"	"No Peptide Found"	"Non metabolites found"
"8041"	"372.164501"	"24"	"15"	"7"	"4"	"0"	"0"	"0"	"373.1721588"	"0.91386993"	"2"	"G1A1P1E1;A2P1D1"	"C17395"
"9678"	"372.169215"	"29"	"14"	"8"	"1"	"1"	"0"	"1"	"395.158308"	"0.19808514"	"0"	"No Peptide Found"	"Non metabolites found"
"8042"	"372.170177"	"29"	"18"	"6"	"0"	"0"	"1"	"0"	"373.1779439"	"-0.34227774"	"0"	"No Peptide Found"	"Non metabolites found"
"8043"	"372.17323"	"24"	"18"	"1"	"6"	"1"	"0"	"0"	"373.1803833"	"0.086215548"	"0"	"No Peptide Found"	"Non metabolites found"
"8044"	"372.175916"	"28"	"22"	"3"	"0"	"1"	"0"	"0"	"373.1836046"	"-0.624569764"	"0"	"No Peptide Found"	"C14955"
"8045"	"372.179756"	"24"	"19"	"4"	"4"	"0"	"0"	"0"	"373.1873818"	"1.072492628"	"1"	"A1P1W1"	"Non metabolites found"
"9681"	"372.18831"	"25"	"15"	"6"	"5"	"0"	"0"	"1"	"395.1777554"	"0.702225314"	"0"	"No Peptide Found"	"Non metabolites found"
"8046"	"372.189653"	"28"	"17"	"7"	"2"	"0"	"0"	"0"	"373.197425"	"0.132769946"	"0"	"No Peptide Found"	"Non metabolites found"
"8047"	"372.200886"	"28"	"16"	"6"	"4"	"0"	"0"	"0"	"373.2084507"	"1.276066088"	"4"	"P1K1E1;G1P1V1T1;G1S1P1L1;A1S1P1V1"	"C03326"
"8048"	"372.206562"	"33"	"19"	"5"	"0"	"0"	"1"	"0"	"373.21422"	"0.1426746"	"0"	"No Peptide Found"	"Non metabolites found"
"8049"	"372.20893"	"28"	"26"	"2"	"0"	"0"	"0"	"0"	"373.2165367"	"0.47891663"	"0"	"No Peptide Found"	"Non metabolites found"
"8050"	"372.212119"	"28"	"15"	"5"	"6"	"0"	"0"	"0"	"373.2196847"	"1.378587136"	"1"	"P1T1R1"	"Non metabolites found"
"8051"	"372.214805"	"32"	"19"	"7"	"0"	"0"	"0"	"0"	"373.2223529"	"-0.725059518"	"0"	"No Peptide Found"	"Non metabolites found"
"8052"	"372.219512"	"32"	"17"	"3"	"4"	"1"	"0"	"0"	"373.2266325"	"-0.16867352"	"0"	"No Peptide Found"	"Non metabolites found"
"8053"	"372.225006"	"33"	"12"	"5"	"6"	"0"	"1"	"0"	"373.2323529"	"0.884463304"	"0"	"No Peptide Found"	"Non metabolites found"
"8054"	"372.227374"	"28"	"19"	"2"	"6"	"0"	"0"	"0"	"373.2351852"	"0.003473961"	"0"	"No Peptide Found"	"Non metabolites found"
"8055"	"372.237271"	"32"	"17"	"5"	"4"	"0"	"0"	"0"	"373.2448056"	"1.062989966"	"3"	"G1V3;G1A1L2;A2V1L1"	"Non metabolites found"
"8056"	"372.238607"	"28"	"18"	"1"	"8"	"0"	"0"	"0"	"373.2462025"	"1.615277038"	"0"	"No Peptide Found"	"Non metabolites found"
"8059"	"372.248504"	"32"	"16"	"4"	"6"	"0"	"0"	"0"	"373.2560638"	"0.904129115"	"1"	"V2R1"	"Non metabolites found"
"8060"	"372.25119"	"36"	"20"	"6"	"0"	"0"	"0"	"0"	"373.2586856"	"0.105312563"	"0"	"No Peptide Found"	"C11989"
"8061"	"372.273656"	"36"	"18"	"4"	"4"	"0"	"0"	"0"	"373.2812707"	"1.11081662"	"1"	"L2K1"	"Non metabolites found"
"8063"	"372.2817"	"36"	"28"	"0"	"0"	"0"	"0"	"0"	"373.2893779"	"1.42452937"	"0"	"No Peptide Found"	"Non metabolites found"
"8072"	"372.989862"	"13"	"8"	"8"	"3"	"1"	"2"	"0"	"373.996954"	"0.098222095"	"0"	"No Peptide Found"	"Non metabolites found"
"8074"	"372.995601"	"12"	"12"	"5"	"3"	"2"	"1"	"0"	"374.0028376"	"0.316572157"	"0"	"No Peptide Found"	"Non metabolites found"
"9710"	"372.996699"	"15"	"5"	"11"	"2"	"0"	"3"	"1"	"395.9862615"	"2.555408883"	"0"	"No Peptide Found"	"Non metabolites found"
"8075"	"372.998105"	"12"	"8"	"10"	"3"	"1"	"1"	"0"	"374.0053567"	"0.034263001"	"0"	"No Peptide Found"	"Non metabolites found"
"8077"	"373.02631"	"11"	"10"	"5"	"7"	"2"	"0"	"0"	"374.0333564"	"0.423369092"	"0"	"No Peptide Found"	"Non metabolites found"
"8078"	"373.045723"	"16"	"8"	"8"	"5"	"1"	"1"	"0"	"374.052695"	"1.598866273"	"0"	"No Peptide Found"	"Non metabolites found"
"8079"	"373.046374"	"12"	"16"	"6"	"3"	"0"	"1"	"0"	"374.053574"	"-0.004110262"	"0"	"No Peptide Found"	"Non metabolites found"
"8082"	"373.064349"	"20"	"9"	"5"	"5"	"2"	"1"	"0"	"374.0714133"	"-0.149823919"	"0"	"No Peptide Found"	"Non metabolites found"
"8083"	"373.070875"	"20"	"10"	"8"	"3"	"1"	"1"	"0"	"374.078618"	"1.291242568"	"0"	"No Peptide Found"	"Non metabolites found"
"8084"	"373.077401"	"20"	"11"	"11"	"1"	"0"	"1"	"0"	"374.085086"	"0.234240138"	"0"	"No Peptide Found"	"C16698 , C19770 , C21027"
"9721"	"373.085168"	"20"	"10"	"7"	"4"	"2"	"0"	"1"	"396.0746129"	"-0.509032165"	"0"	"No Peptide Found"	"Non metabolites found"
"8085"	"373.08613"	"20"	"14"	"5"	"3"	"1"	"1"	"0"	"374.0933964"	"-1.349284868"	"0"	"No Peptide Found"	"C18761"
"8086"	"373.088634"	"20"	"10"	"10"	"3"	"0"	"1"	"0"	"374.0962945"	"0.5415237"	"0"	"No Peptide Found"	"Non metabolites found"
"8087"	"373.10726"	"24"	"11"	"7"	"3"	"1"	"1"	"0"	"374.1150156"	"0.708135236"	"0"	"No Peptide Found"	"Non metabolites found"
"8088"	"373.113786"	"24"	"12"	"10"	"1"	"0"	"1"	"0"	"374.1214792"	"1.275689505"	"0"	"No Peptide Found"	"Non metabolites found"
"8089"	"373.122515"	"24"	"15"	"4"	"3"	"1"	"1"	"0"	"374.1298353"	"-0.301733062"	"0"	"No Peptide Found"	"Non metabolites found"
"9737"	"373.128079"	"24"	"12"	"9"	"2"	"1"	"0"	"1"	"396.1171622"	"0.88488538"	"0"	"No Peptide Found"	"Non metabolites found"
"8091"	"373.148517"	"23"	"15"	"8"	"3"	"0"	"0"	"0"	"374.156215"	"-0.333196797"	"1"	"P1E2"	"Non metabolites found"
"8092"	"373.152539"	"23"	"20"	"6"	"1"	"0"	"0"	"0"	"374.1601487"	"-0.477835965"	"0"	"No Peptide Found"	"C12171"
"8093"	"373.158414"	"27"	"13"	"11"	"1"	"0"	"0"	"0"	"374.1660462"	"1.30998277"	"0"	"No Peptide Found"	"Non metabolites found"
"8094"	"373.165426"	"28"	"17"	"6"	"1"	"0"	"1"	"0"	"374.173096"	"-0.493432213"	"0"	"No Peptide Found"	"Non metabolites found"
"8095"	"373.173669"	"27"	"17"	"8"	"1"	"0"	"0"	"0"	"374.1812113"	"0.027798782"	"0"	"No Peptide Found"	"Non metabolites found"
"9746"	"373.18309"	"32"	"14"	"5"	"2"	"2"	"0"	"1"	"396.1726236"	"1.193226355"	"0"	"No Peptide Found"	"Non metabolites found"
"8096"	"373.184902"	"27"	"16"	"7"	"3"	"0"	"0"	"0"	"374.1924323"	"0.806007579"	"0"	"No Peptide Found"	"Non metabolites found"
"8097"	"373.196135"	"27"	"15"	"6"	"5"	"0"	"0"	"0"	"374.2036567"	"0.917409185"	"3"	"G2A2V1;G3A1L1;A5"	"Non metabolites found"
"8099"	"373.207368"	"27"	"14"	"5"	"7"	"0"	"0"	"0"	"374.2149185"	"0.420920817"	"1"	"G1A2R1"	"Non metabolites found"
"8100"	"373.210054"	"31"	"18"	"7"	"1"	"0"	"0"	"0"	"374.2176042"	"0.015961084"	"0"	"No Peptide Found"	"Non metabolites found"
"8102"	"373.221287"	"31"	"17"	"6"	"3"	"0"	"0"	"0"	"374.2288724"	"0.952577915"	"1"	"L2E1"	"Non metabolites found"
"8103"	"373.23252"	"31"	"16"	"5"	"5"	"0"	"0"	"0"	"374.240148"	"1.176953301"	"2"	"G1A1V1K1;G2L1K1"	"Non metabolites found"
"8105"	"373.240564"	"31"	"26"	"1"	"1"	"0"	"0"	"0"	"374.248262"	"1.024816175"	"0"	"No Peptide Found"	"C15370"
"8107"	"373.246439"	"35"	"19"	"6"	"1"	"0"	"0"	"0"	"374.2541068"	"0.060802035"	"0"	"No Peptide Found"	"Non metabolites found"
"8109"	"373.257672"	"35"	"18"	"5"	"3"	"0"	"0"	"0"	"374.2652887"	"1.475831848"	"0"	"No Peptide Found"	"Non metabolites found"
"8110"	"373.268905"	"35"	"17"	"4"	"5"	"0"	"0"	"0"	"374.2764808"	"0.818056201"	"1"	"V1K2"	"Non metabolites found"
"8112"	"373.276949"	"35"	"27"	"0"	"1"	"0"	"0"	"0"	"374.284524"	"1.395447874"	"0"	"No Peptide Found"	"Non metabolites found"
"8113"	"373.282824"	"39"	"20"	"5"	"1"	"0"	"0"	"0"	"374.290347"	"0.085928268"	"0"	"No Peptide Found"	"Non metabolites found"
"8119"	"373.908501"	"8"	"8"	"9"	"0"	"2"	"2"	"0"	"374.9164695"	"-1.620051716"	"0"	"No Peptide Found"	"Non metabolites found"
"8120"	"373.918461"	"6"	"7"	"10"	"2"	"3"	"0"	"0"	"374.9260117"	"-0.019384248"	"0"	"No Peptide Found"	"Non metabolites found"
"9766"	"373.94433"	"10"	"4"	"13"	"1"	"0"	"3"	"1"	"396.9339036"	"-0.437285542"	"0"	"No Peptide Found"	"Non metabolites found"
"8121"	"373.956969"	"7"	"6"	"11"	"4"	"1"	"1"	"0"	"374.963954"	"-0.737041765"	"0"	"No Peptide Found"	"Non metabolites found"
"9770"	"373.971199"	"13"	"5"	"12"	"1"	"1"	"2"	"1"	"396.9606544"	"-1.687219718"	"0"	"No Peptide Found"	"Non metabolites found"
"9771"	"373.980715"	"14"	"5"	"12"	"1"	"0"	"3"	"1"	"396.9702842"	"0.329666238"	"0"	"No Peptide Found"	"Non metabolites found"
"11569"	"373.985111"	"10"	"7"	"8"	"4"	"1"	"2"	"2"	"418.9564942"	"-0.019627668"	"0"	"No Peptide Found"	"Non metabolites found"
"8127"	"373.993354"	"11"	"7"	"10"	"4"	"1"	"1"	"0"	"375.00046"	"0.092613758"	"0"	"No Peptide Found"	"Non metabolites found"
"8129"	"374.010263"	"16"	"9"	"8"	"2"	"1"	"2"	"0"	"375.0178038"	"-1.578478223"	"0"	"No Peptide Found"	"Non metabolites found"
"8130"	"374.020874"	"10"	"16"	"7"	"2"	"1"	"0"	"0"	"375.028166"	"1.062104548"	"0"	"No Peptide Found"	"Non metabolites found"
"8131"	"374.022528"	"15"	"14"	"8"	"0"	"1"	"1"	"0"	"375.0303395"	"-0.945852641"	"0"	"No Peptide Found"	"Non metabolites found"
"8132"	"374.029739"	"15"	"8"	"9"	"4"	"1"	"1"	"0"	"375.0367743"	"-0.532240085"	"0"	"No Peptide Found"	"Non metabolites found"
"8133"	"374.031456"	"14"	"7"	"8"	"6"	"2"	"0"	"0"	"375.0387361"	"-0.497890173"	"0"	"No Peptide Found"	"Non metabolites found"
"8134"	"374.037132"	"19"	"10"	"7"	"2"	"2"	"1"	"0"	"375.04451"	"-1.00009827"	"0"	"No Peptide Found"	"Non metabolites found"
"8135"	"374.043658"	"19"	"11"	"10"	"0"	"1"	"1"	"0"	"375.05132"	"-0.157124511"	"0"	"No Peptide Found"	"Non metabolites found"
"8136"	"374.046711"	"14"	"11"	"5"	"6"	"2"	"0"	"0"	"375.0540118"	"0.095880479"	"0"	"No Peptide Found"	"Non metabolites found"
"8137"	"374.054104"	"18"	"13"	"3"	"4"	"3"	"0"	"0"	"375.0611429"	"-0.999295239"	"0"	"No Peptide Found"	"Non metabolites found"
"8139"	"374.061417"	"19"	"11"	"12"	"0"	"0"	"1"	"0"	"375.0690296"	"0.170956274"	"0"	"No Peptide Found"	"Non metabolites found"
"8140"	"374.063134"	"18"	"10"	"11"	"2"	"1"	"0"	"0"	"375.0703812"	"-0.420348891"	"0"	"No Peptide Found"	"Non metabolites found"
"8141"	"374.063785"	"14"	"18"	"9"	"0"	"0"	"0"	"0"	"375.0711175"	"-0.302758852"	"0"	"No Peptide Found"	"Non metabolites found"
"9779"	"374.067467"	"20"	"11"	"9"	"1"	"1"	"1"	"1"	"397.0570842"	"0.026199177"	"0"	"No Peptide Found"	"Non metabolites found"
"8142"	"374.070146"	"19"	"14"	"6"	"2"	"1"	"1"	"0"	"375.0774026"	"-0.181127566"	"0"	"No Peptide Found"	"Non metabolites found"
"8143"	"374.071863"	"18"	"13"	"5"	"4"	"2"	"0"	"0"	"375.079315"	"-0.500266253"	"0"	"No Peptide Found"	"Non metabolites found"
"9780"	"374.073206"	"19"	"15"	"6"	"1"	"2"	"0"	"1"	"397.0624914"	"-0.931846837"	"0"	"No Peptide Found"	"Non metabolites found"
"8144"	"374.076672"	"19"	"15"	"9"	"0"	"0"	"1"	"0"	"375.0843876"	"-0.220470596"	"0"	"No Peptide Found"	"Non metabolites found"
"8145"	"374.080043"	"23"	"12"	"9"	"0"	"1"	"1"	"0"	"375.087843"	"0.050621572"	"0"	"No Peptide Found"	"Non metabolites found"
"9787"	"374.083572"	"15"	"13"	"10"	"3"	"0"	"0"	"1"	"397.0729769"	"-0.353783939"	"0"	"No Peptide Found"	"Non metabolites found"
"8146"	"374.087905"	"19"	"14"	"8"	"2"	"0"	"1"	"0"	"375.0955845"	"0.075829945"	"0"	"No Peptide Found"	"Non metabolites found"
"8147"	"374.098351"	"18"	"16"	"1"	"6"	"2"	"0"	"0"	"375.1055242"	"0.029002796"	"0"	"No Peptide Found"	"Non metabolites found"
"8148"	"374.099519"	"22"	"11"	"10"	"2"	"1"	"0"	"0"	"375.10713"	"-0.028599094"	"0"	"No Peptide Found"	"Non metabolites found"
"8149"	"374.100855"	"18"	"12"	"6"	"6"	"1"	"0"	"0"	"375.1079996"	"0.142520802"	"0"	"No Peptide Found"	"Non metabolites found"
"8150"	"374.106531"	"23"	"15"	"5"	"2"	"1"	"1"	"0"	"375.1139389"	"-0.933880476"	"0"	"No Peptide Found"	"Non metabolites found"
"8151"	"374.109035"	"23"	"11"	"10"	"2"	"0"	"1"	"0"	"375.116765"	"0.959321881"	"0"	"No Peptide Found"	"Non metabolites found"
"9801"	"374.112095"	"23"	"12"	"10"	"1"	"1"	"0"	"1"	"397.1011716"	"-0.715903742"	"0"	"No Peptide Found"	"Non metabolites found"
"8152"	"374.118145"	"26"	"12"	"7"	"2"	"2"	"0"	"0"	"375.1255115"	"-0.390064388"	"0"	"No Peptide Found"	"Non metabolites found"
"8153"	"374.120268"	"23"	"10"	"9"	"4"	"0"	"1"	"0"	"375.1280062"	"0.32507355"	"0"	"No Peptide Found"	"Non metabolites found"
"8154"	"374.134187"	"27"	"13"	"10"	"0"	"0"	"1"	"0"	"375.1418793"	"0.004111926"	"0"	"No Peptide Found"	"Non metabolites found"
"9811"	"374.140237"	"28"	"13"	"7"	"1"	"1"	"1"	"1"	"397.1299052"	"-0.45072471"	"0"	"No Peptide Found"	"Non metabolites found"
"8155"	"374.142916"	"27"	"16"	"4"	"2"	"1"	"1"	"0"	"375.1501974"	"-0.051800551"	"0"	"No Peptide Found"	"Non metabolites found"
"8156"	"374.143766"	"22"	"14"	"8"	"4"	"0"	"0"	"0"	"375.151405"	"0.327318607"	"1"	"G1S1P1D1"	"Non metabolites found"
"8157"	"374.149442"	"27"	"17"	"7"	"0"	"0"	"1"	"0"	"375.1570538"	"-0.446929485"	"0"	"No Peptide Found"	"Non metabolites found"
"8159"	"374.155866"	"26"	"14"	"2"	"6"	"2"	"0"	"0"	"375.1634715"	"-0.45495126"	"0"	"No Peptide Found"	"Non metabolites found"
"8160"	"374.162392"	"26"	"15"	"5"	"4"	"1"	"0"	"0"	"375.1699934"	"1.464455781"	"2"	"G1P1V1C1;G1A1P1M1"	"Non metabolites found"
"8161"	"374.168918"	"26"	"16"	"8"	"2"	"0"	"0"	"0"	"375.1764091"	"-0.483222932"	"0"	"No Peptide Found"	"Non metabolites found"
"8162"	"374.170572"	"31"	"14"	"9"	"0"	"0"	"1"	"0"	"375.1782007"	"0.040419285"	"0"	"No Peptide Found"	"Non metabolites found"
"8163"	"374.180151"	"26"	"15"	"7"	"4"	"0"	"0"	"0"	"375.1877009"	"0.824427584"	"6"	"G1A1L1D1;A2V1D1;G1A1V1E1;G1P1T2;G2L1E1;A1S1P1T1"	"Non metabolites found"
"8164"	"374.185827"	"31"	"18"	"6"	"0"	"0"	"1"	"0"	"375.1935091"	"-0.944738778"	"0"	"No Peptide Found"	"Non metabolites found"
"8165"	"374.191384"	"26"	"14"	"6"	"6"	"0"	"0"	"0"	"375.1990716"	"1.294180938"	"2"	"A1E1R1;G4K1"	"Non metabolites found"
"8166"	"374.195406"	"26"	"19"	"4"	"4"	"0"	"0"	"0"	"375.2030431"	"1.003305833"	"2"	"G1L1W1;A1V1W1"	"Non metabolites found"
"8167"	"374.198777"	"30"	"16"	"4"	"4"	"1"	"0"	"0"	"375.20625"	"1.230163854"	"1"	"P1K1M1"	"Non metabolites found"
"8170"	"374.214032"	"30"	"20"	"1"	"4"	"1"	"0"	"0"	"375.2210256"	"-0.402669135"	"0"	"No Peptide Found"	"Non metabolites found"
"8172"	"374.216536"	"30"	"16"	"6"	"4"	"0"	"0"	"0"	"375.2241778"	"1.078449005"	"6"	"V1K1E1;L1D1K1;G1V2T1;G1S1V1L1;A1S1V2;A2T1L1"	"Non metabolites found"
"8175"	"374.227769"	"30"	"15"	"5"	"6"	"0"	"0"	"0"	"375.2353553"	"1.348047943"	"2"	"V1T1R1;S1L1R1"	"Non metabolites found"
"9835"	"374.240345"	"31"	"16"	"5"	"5"	"0"	"0"	"1"	"397.2296616"	"1.303928541"	"0"	"No Peptide Found"	"Non metabolites found"
"8177"	"374.252921"	"34"	"17"	"5"	"4"	"0"	"0"	"0"	"375.2604127"	"1.09736658"	"0"	"No Peptide Found"	"Non metabolites found"
"8178"	"374.260965"	"34"	"27"	"1"	"0"	"0"	"0"	"0"	"375.2686"	"-0.157124511"	"0"	"No Peptide Found"	"Non metabolites found"
"8179"	"374.26684"	"38"	"20"	"6"	"0"	"0"	"0"	"0"	"375.2743884"	"-0.378522433"	"0"	"No Peptide Found"	"Non metabolites found"
"8182"	"374.987816"	"9"	"9"	"4"	"7"	"3"	"0"	"0"	"375.9952189"	"-0.089381907"	"0"	"No Peptide Found"	"Non metabolites found"
"8183"	"375.011251"	"14"	"12"	"5"	"3"	"2"	"1"	"0"	"376.0185705"	"-1.032046262"	"0"	"No Peptide Found"	"Non metabolites found"
"8184"	"375.013755"	"14"	"8"	"10"	"3"	"1"	"1"	"0"	"376.0210952"	"-0.230782627"	"0"	"No Peptide Found"	"Non metabolites found"
"9847"	"375.035847"	"16"	"9"	"10"	"2"	"0"	"2"	"1"	"398.0254173"	"0.446912424"	"0"	"No Peptide Found"	"Non metabolites found"
"8185"	"375.047636"	"18"	"13"	"4"	"3"	"2"	"1"	"0"	"376.0550962"	"-0.247989129"	"0"	"No Peptide Found"	"Non metabolites found"
"8186"	"375.061373"	"18"	"8"	"8"	"5"	"1"	"1"	"0"	"376.0690609"	"-0.542593266"	"0"	"No Peptide Found"	"Non metabolites found"
"8187"	"375.065395"	"18"	"13"	"6"	"3"	"1"	"1"	"0"	"376.0724682"	"0.182278162"	"0"	"No Peptide Found"	"Non metabolites found"
"8188"	"375.071921"	"18"	"14"	"9"	"1"	"0"	"1"	"0"	"376.0796596"	"0.167227243"	"0"	"No Peptide Found"	"Non metabolites found"
"8189"	"375.084871"	"17"	"12"	"7"	"5"	"1"	"0"	"0"	"376.0919367"	"-0.201600044"	"0"	"No Peptide Found"	"Non metabolites found"
"8190"	"375.086525"	"22"	"10"	"8"	"3"	"1"	"1"	"0"	"376.094378"	"2.03853657"	"0"	"No Peptide Found"	"Non metabolites found"
"8191"	"375.093051"	"22"	"11"	"11"	"1"	"0"	"1"	"0"	"376.1007629"	"-0.539280781"	"0"	"No Peptide Found"	"Non metabolites found"
"8192"	"375.094768"	"21"	"10"	"10"	"3"	"1"	"0"	"0"	"376.1020371"	"0.593149172"	"0"	"No Peptide Found"	"Non metabolites found"
"9857"	"375.099101"	"23"	"11"	"8"	"2"	"1"	"1"	"1"	"398.088767"	"-0.159446747"	"0"	"No Peptide Found"	"Non metabolites found"
"9858"	"375.100818"	"22"	"10"	"7"	"4"	"2"	"0"	"1"	"398.09031"	"-0.157124511"	"0"	"No Peptide Found"	"Non metabolites found"
"8193"	"375.10178"	"22"	"14"	"5"	"3"	"1"	"1"	"0"	"376.1091724"	"-0.306222067"	"0"	"No Peptide Found"	"Non metabolites found"
"8194"	"375.104284"	"22"	"10"	"10"	"3"	"0"	"1"	"0"	"376.1115267"	"-0.341931545"	"0"	"No Peptide Found"	"Non metabolites found"
"8195"	"375.114045"	"21"	"19"	"5"	"1"	"1"	"0"	"0"	"376.1215753"	"-1.527450258"	"0"	"No Peptide Found"	"Non metabolites found"
"8196"	"375.119539"	"22"	"14"	"7"	"3"	"0"	"1"	"0"	"376.1271629"	"1.135682659"	"0"	"No Peptide Found"	"Non metabolites found"
"8197"	"375.123561"	"22"	"19"	"5"	"1"	"0"	"1"	"0"	"376.13123"	"0.32310436"	"0"	"No Peptide Found"	"Non metabolites found"
"8198"	"375.129985"	"21"	"16"	"0"	"7"	"2"	"0"	"0"	"376.1371875"	"-0.438080298"	"0"	"No Peptide Found"	"Non metabolites found"
"8199"	"375.138165"	"26"	"15"	"4"	"3"	"1"	"1"	"0"	"376.1454544"	"-0.143276973"	"0"	"No Peptide Found"	"Non metabolites found"
"8200"	"375.139015"	"21"	"13"	"8"	"5"	"0"	"0"	"0"	"376.14687"	"-0.010023319"	"2"	"G3A1D1;G4E1"	"Non metabolites found"
"8201"	"375.139882"	"25"	"14"	"3"	"5"	"2"	"0"	"0"	"376.147585"	"0.132769946"	"0"	"No Peptide Found"	"Non metabolites found"
"8202"	"375.146408"	"25"	"15"	"6"	"3"	"1"	"0"	"0"	"376.15386"	"0.467072837"	"1"	"P1E1M1"	"Non metabolites found"
"8203"	"375.164167"	"25"	"15"	"8"	"3"	"0"	"0"	"0"	"376.1717913"	"0.869831634"	"2"	"V1E2;L1D1E1"	"Non metabolites found"
"8204"	"375.174064"	"29"	"13"	"11"	"1"	"0"	"0"	"0"	"376.1817244"	"0.534220623"	"0"	"No Peptide Found"	"Non metabolites found"
"9875"	"375.176743"	"26"	"16"	"8"	"2"	"0"	"0"	"1"	"398.1663696"	"0.284014474"	"0"	"No Peptide Found"	"Non metabolites found"
"8205"	"375.179422"	"25"	"19"	"5"	"3"	"0"	"0"	"0"	"376.1871071"	"0.433797914"	"1"	"P2Y1"	"C21070"
"8206"	"375.182793"	"29"	"16"	"5"	"3"	"1"	"0"	"0"	"376.1902367"	"0.405337744"	"0"	"No Peptide Found"	"Non metabolites found"
"8207"	"375.184129"	"25"	"17"	"1"	"7"	"1"	"0"	"0"	"376.191407"	"0.255888671"	"0"	"No Peptide Found"	"Non metabolites found"
"8208"	"375.186633"	"25"	"13"	"6"	"7"	"0"	"0"	"0"	"376.1942947"	"0.590150032"	"1"	"G2S1R1"	"Non metabolites found"
"8209"	"375.189319"	"29"	"17"	"8"	"1"	"0"	"0"	"0"	"376.1969604"	"-0.012481118"	"0"	"No Peptide Found"	"Non metabolites found"
"8212"	"375.215807"	"29"	"20"	"4"	"3"	"0"	"0"	"0"	"376.2233289"	"1.294180938"	"1"	"P1L1F1"	"Non metabolites found"
"8214"	"375.219178"	"33"	"17"	"4"	"3"	"1"	"0"	"0"	"376.2264528"	"0.801060668"	"1"	"L2M1"	"Non metabolites found"
"8215"	"375.219829"	"29"	"25"	"2"	"1"	"0"	"0"	"0"	"376.2276551"	"1.153936066"	"0"	"No Peptide Found"	"Non metabolites found"
"8216"	"375.225704"	"33"	"18"	"7"	"1"	"0"	"0"	"0"	"376.2332269"	"0.19880501"	"0"	"No Peptide Found"	"Non metabolites found"
"8217"	"375.231062"	"29"	"24"	"1"	"3"	"0"	"0"	"0"	"376.2386209"	"1.135172411"	"0"	"No Peptide Found"	"Non metabolites found"
"8218"	"375.24817"	"33"	"16"	"5"	"5"	"0"	"0"	"0"	"376.255865"	"-0.017051441"	"1"	"T1K2"	"Non metabolites found"
"8219"	"375.256214"	"33"	"26"	"1"	"1"	"0"	"0"	"0"	"376.2639"	"1.098479947"	"0"	"No Peptide Found"	"Non metabolites found"
"8220"	"375.262089"	"37"	"19"	"6"	"1"	"0"	"0"	"0"	"376.2697525"	"0.457682985"	"0"	"No Peptide Found"	"Non metabolites found"
"8223"	"375.288577"	"37"	"22"	"2"	"3"	"0"	"0"	"0"	"376.29639"	"-0.157124511"	"0"	"No Peptide Found"	"Non metabolites found"
