"ID"	"MN"	"H"	"C"	"O"	"N"	"S"	"P"	"Na"	"ME"	"Scores"	"NBP"	"Peptide"	"KEGG"
"239"	"129.078979"	"11"	"6"	"2"	"1"	"0"	"0"	"0"	"130.0862914"	"-0.17391424"	"0"	"No Peptide Found"	"C00408 , C03969 , C05936 , C07500 , C13696"
"251"	"131.094629"	"13"	"6"	"2"	"1"	"0"	"0"	"0"	"132.1019429"	"0.986905741"	"1"	"L1"	"C00123 , C00407 , C01570 , C01933 , C02378 , C02486 , C06418 , C08263 , C16434 , C16439 , C16647 , C21092 , C21096"
"354"	"143.094629"	"13"	"7"	"2"	"1"	"0"	"0"	"0"	"144.1019547"	"0.171233687"	"0"	"No Peptide Found"	"C04114 , C10172"
"357"	"144.04226"	"8"	"6"	"4"	"0"	"0"	"0"	"0"	"145.0496"	"-0.997866688"	"0"	"No Peptide Found"	"C00922 , C01757 , C02295 , C02930 , C19821 , C19822 , C19826"
"364"	"145.073894"	"11"	"6"	"3"	"1"	"0"	"0"	"0"	"146.08122"	"-0.110783143"	"0"	"No Peptide Found"	"C02946 , C03239 , C03656 , C04076 , C05825"
"377"	"146.069143"	"10"	"5"	"3"	"2"	"0"	"0"	"0"	"147.07649"	"-0.18403396"	"1"	"G1A1"	"C00064 , C00303 , C00819 , C05100 , C16673 , C21029"
"521"	"154.05379"	"11"	"4"	"3"	"1"	"1"	"0"	"1"	"177.04286"	"0.349614576"	"0"	"No Peptide Found"	"Non metabolites found"
"533"	"159.065735"	"10"	"7"	"4"	"0"	"0"	"0"	"1"	"182.0551619"	"0.378190862"	"0"	"No Peptide Found"	"Non metabolites found"
"442"	"159.125929"	"17"	"8"	"2"	"1"	"0"	"0"	"0"	"160.1332671"	"0.507262758"	"0"	"No Peptide Found"	"Non metabolites found"
"447"	"160.084793"	"12"	"6"	"3"	"2"	"0"	"0"	"0"	"161.092105"	"-0.050043937"	"1"	"A2"	"C00993 , C03153 , C06442 , C10996 , C19929"
"449"	"161.05105"	"11"	"6"	"2"	"1"	"1"	"0"	"0"	"162.058395"	"0.005054197"	"0"	"No Peptide Found"	"Non metabolites found"
"456"	"162.052825"	"10"	"6"	"5"	"0"	"0"	"0"	"0"	"163.0601732"	"-0.899733364"	"0"	"No Peptide Found"	"C00478 , C01088 , C01989 , C02360 , C02488 , C02991 , C03652 , C03761 , C03827 , C03979 , C06158 , C06159 , C06474 , C06478 , C06485 , C11592 , C16390 , C17209 , C18028 , C20902"
"564"	"164.055899"	"9"	"5"	"5"	"1"	"0"	"0"	"1"	"187.0452833"	"-0.355491333"	"0"	"No Peptide Found"	"Non metabolites found"
"794"	"170.045645"	"9"	"3"	"4"	"2"	"0"	"1"	"2"	"215.0168379"	"-0.044714411"	"0"	"No Peptide Found"	"Non metabolites found"
"607"	"170.048705"	"11"	"4"	"4"	"1"	"1"	"0"	"1"	"193.0377175"	"0.230848504"	"0"	"No Peptide Found"	"Non metabolites found"
"487"	"170.105528"	"14"	"8"	"2"	"2"	"0"	"0"	"0"	"171.1128861"	"0.755005334"	"0"	"No Peptide Found"	"C07841"
"493"	"171.977292"	"5"	"2"	"7"	"0"	"0"	"1"	"0"	"172.9847742"	"1.208380521"	"0"	"No Peptide Found"	"Non metabolites found"
"821"	"172.061295"	"11"	"3"	"4"	"2"	"0"	"1"	"2"	"217.032465"	"-0.463737817"	"0"	"No Peptide Found"	"Non metabolites found"
"494"	"172.121178"	"16"	"8"	"2"	"2"	"0"	"0"	"0"	"173.1285618"	"0.432294407"	"0"	"No Peptide Found"	"Non metabolites found"
"502"	"174.050321"	"10"	"11"	"0"	"0"	"1"	"0"	"0"	"175.057778"	"-0.372031647"	"0"	"No Peptide Found"	"Non metabolites found"
"503"	"174.100443"	"14"	"7"	"3"	"2"	"0"	"0"	"0"	"175.107823"	"1.759790926"	"1"	"G1V1"	"C00437 , C01047"
"504"	"174.111676"	"14"	"6"	"2"	"4"	"0"	"0"	"0"	"175.1190505"	"-0.013637925"	"1"	"R1"	"C00062 , C00792 , C02385"
"513"	"175.084459"	"13"	"7"	"4"	"1"	"0"	"0"	"0"	"176.0918287"	"1.381642973"	"0"	"No Peptide Found"	"C10851"
"523"	"177.08235"	"15"	"7"	"2"	"1"	"1"	"0"	"0"	"178.0897346"	"2.117008684"	"0"	"No Peptide Found"	"C17217"
"525"	"178.04774"	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"179.0551075"	"0.055924359"	"0"	"No Peptide Found"	"C00198 , C00204 , C00273 , C00691 , C01040 , C01115 , C01216 , C02669 , C02692 , C02779 , C03107 , C03269 , C03383 , C03926 , C05394 , C05410 , C06892 , C16737 , C17577 , C19679 , C20251 , C20680 , C20903"
"645"	"178.071549"	"11"	"6"	"5"	"1"	"0"	"0"	"1"	"201.0609195"	"0.37694733"	"0"	"No Peptide Found"	"Non metabolites found"
"673"	"180.087199"	"13"	"6"	"5"	"1"	"0"	"0"	"1"	"203.0765625"	"0.037935464"	"0"	"No Peptide Found"	"Non metabolites found"
"535"	"181.073894"	"11"	"9"	"3"	"1"	"0"	"0"	"0"	"182.0812686"	"0.52506057"	"1"	"Y1"	"C00082 , C01536 , C03290 , C04368 , C06420 , C19579 , C19712 , C20807"
"543"	"183.029661"	"10"	"4"	"5"	"1"	"0"	"1"	"0"	"184.0371467"	"1.183730652"	"0"	"No Peptide Found"	"Non metabolites found"
"544"	"183.05653"	"13"	"5"	"4"	"1"	"1"	"0"	"0"	"184.0638924"	"0.435812071"	"0"	"No Peptide Found"	"C00919"
"545"	"183.066046"	"14"	"5"	"4"	"1"	"0"	"1"	"0"	"184.073495"	"-0.246378367"	"0"	"No Peptide Found"	"Non metabolites found"
"549"	"184.013677"	"9"	"4"	"6"	"0"	"0"	"1"	"0"	"185.02117"	"-0.740746765"	"0"	"No Peptide Found"	"C15556"
"550"	"184.034671"	"8"	"12"	"0"	"0"	"1"	"0"	"0"	"185.0417882"	"0.3447269"	"0"	"No Peptide Found"	"C20125"
"551"	"184.034671"	"8"	"12"	"0"	"0"	"1"	"0"	"0"	"185.0421484"	"0.035078453"	"0"	"No Peptide Found"	"C20125"
"708"	"184.064355"	"13"	"5"	"4"	"1"	"1"	"0"	"1"	"207.0533645"	"0.141347558"	"0"	"No Peptide Found"	"Non metabolites found"
"553"	"184.121178"	"16"	"9"	"2"	"2"	"0"	"0"	"0"	"185.1285491"	"1.087331449"	"0"	"No Peptide Found"	"Non metabolites found"
"554"	"184.157563"	"20"	"10"	"1"	"2"	"0"	"0"	"0"	"185.1649437"	"1.815204903"	"0"	"No Peptide Found"	"Non metabolites found"
"559"	"185.116427"	"15"	"8"	"2"	"3"	"0"	"0"	"0"	"186.1238386"	"1.053585339"	"0"	"No Peptide Found"	"C19047"
"563"	"185.992942"	"7"	"3"	"7"	"0"	"0"	"1"	"0"	"187.0004322"	"-1.530672605"	"0"	"No Peptide Found"	"C00197 , C00597 , C00631"
"566"	"186.050321"	"10"	"12"	"0"	"0"	"1"	"0"	"0"	"187.057818"	"-0.643329211"	"0"	"No Peptide Found"	"Non metabolites found"
"568"	"186.064058"	"10"	"7"	"4"	"2"	"0"	"0"	"0"	"187.07148"	"1.053555065"	"0"	"No Peptide Found"	"C13672"
"569"	"186.100443"	"14"	"8"	"3"	"2"	"0"	"0"	"0"	"187.1078278"	"1.284566126"	"1"	"A1P1"	"Non metabolites found"
"570"	"187.084459"	"13"	"8"	"4"	"1"	"0"	"0"	"0"	"188.0918427"	"-0.016349771"	"0"	"No Peptide Found"	"C03682 , C05548 , C11842 , C12988 , C21195"
"572"	"188.008592"	"9"	"3"	"7"	"0"	"0"	"1"	"0"	"189.01611"	"0.012712847"	"0"	"No Peptide Found"	"Non metabolites found"
"574"	"188.079708"	"12"	"7"	"4"	"2"	"0"	"0"	"0"	"189.08711"	"0.4060816"	"0"	"No Peptide Found"	"C20918 , C20920"
"575"	"188.116093"	"16"	"8"	"3"	"2"	"0"	"0"	"0"	"189.1234677"	"1.716253432"	"2"	"G1L1;A1V1"	"C02155 , C02727 , C03846 , C12989"
"577"	"189.036068"	"7"	"9"	"0"	"3"	"1"	"0"	"0"	"190.0433333"	"0.58745799"	"0"	"No Peptide Found"	"C18492"
"578"	"189.042594"	"7"	"10"	"3"	"1"	"0"	"0"	"0"	"190.0499614"	"-0.584397968"	"0"	"No Peptide Found"	"C01717 , C02172 , C14800 , C14802 , C16715 , C18621"
"581"	"189.100109"	"15"	"8"	"4"	"1"	"0"	"0"	"0"	"190.1074973"	"0.910186434"	"0"	"No Peptide Found"	"C02256 , C06326 , C10124 , C10132 , C11843"
"766"	"190.035164"	"7"	"6"	"6"	"1"	"0"	"0"	"1"	"213.0245348"	"0.026427864"	"0"	"No Peptide Found"	"Non metabolites found"
"595"	"190.077599"	"14"	"7"	"2"	"2"	"1"	"0"	"0"	"191.0849789"	"1.547850541"	"0"	"No Peptide Found"	"C11015 , C18645"
"606"	"191.069477"	"9"	"9"	"2"	"3"	"0"	"0"	"0"	"192.07684"	"0.730974362"	"0"	"No Peptide Found"	"C10897"
"798"	"192.050814"	"9"	"6"	"6"	"1"	"0"	"0"	"1"	"215.0401632"	"-0.004864738"	"0"	"No Peptide Found"	"Non metabolites found"
"802"	"192.087199"	"13"	"7"	"5"	"1"	"0"	"0"	"1"	"215.0765664"	"1.968655321"	"0"	"No Peptide Found"	"Non metabolites found"
"611"	"193.110279"	"15"	"11"	"2"	"1"	"0"	"0"	"0"	"194.1176371"	"1.67768924"	"0"	"No Peptide Found"	"C07577 , C07875 , C09460 , C09640 , C18418 , C18957"
"822"	"194.048705"	"11"	"6"	"4"	"1"	"1"	"0"	"1"	"217.0377769"	"-0.172067285"	"0"	"No Peptide Found"	"Non metabolites found"
"824"	"194.066464"	"11"	"6"	"6"	"1"	"0"	"0"	"1"	"217.0558491"	"-0.132660911"	"0"	"No Peptide Found"	"Non metabolites found"
"827"	"194.102849"	"15"	"7"	"5"	"1"	"0"	"0"	"1"	"217.09227"	"-0.161171282"	"0"	"No Peptide Found"	"Non metabolites found"
"616"	"195.029661"	"10"	"5"	"5"	"1"	"0"	"1"	"0"	"196.0371624"	"1.290547855"	"0"	"No Peptide Found"	"Non metabolites found"
"619"	"196.013677"	"9"	"5"	"6"	"0"	"0"	"1"	"0"	"197.0211581"	"0.259326323"	"0"	"No Peptide Found"	"Non metabolites found"
"856"	"196.082114"	"13"	"6"	"6"	"1"	"0"	"0"	"1"	"219.071455"	"0.580462578"	"0"	"No Peptide Found"	"Non metabolites found"
"621"	"196.121178"	"16"	"10"	"2"	"2"	"0"	"0"	"0"	"197.1285781"	"0.989887347"	"0"	"No Peptide Found"	"C13311"
"626"	"197.105194"	"15"	"10"	"3"	"1"	"0"	"0"	"0"	"198.1125674"	"0.222134547"	"0"	"No Peptide Found"	"C05588 , C08511 , C20371"
"1206"	"198.004175"	"5"	"3"	"6"	"2"	"0"	"1"	"2"	"242.9753756"	"0.256495544"	"0"	"No Peptide Found"	"Non metabolites found"
"1208"	"198.04056"	"9"	"4"	"5"	"2"	"0"	"1"	"2"	"243.011644"	"1.092398809"	"0"	"No Peptide Found"	"Non metabolites found"
"628"	"198.050321"	"10"	"13"	"0"	"0"	"1"	"0"	"0"	"199.0578102"	"-0.545494305"	"0"	"No Peptide Found"	"Non metabolites found"
"631"	"198.136828"	"18"	"10"	"2"	"2"	"0"	"0"	"0"	"199.1442191"	"1.475831848"	"0"	"No Peptide Found"	"C06185"
"632"	"198.173213"	"22"	"11"	"1"	"2"	"0"	"0"	"0"	"199.1805937"	"1.252028214"	"0"	"No Peptide Found"	"C19109"
"638"	"199.084459"	"13"	"9"	"4"	"1"	"0"	"0"	"0"	"200.09187"	"-0.440716658"	"0"	"No Peptide Found"	"C20941"
"639"	"199.132077"	"17"	"9"	"2"	"3"	"0"	"0"	"0"	"200.1394797"	"1.206551741"	"0"	"No Peptide Found"	"Non metabolites found"
"642"	"200.008592"	"9"	"4"	"7"	"0"	"0"	"1"	"0"	"201.0161007"	"-0.285267521"	"0"	"No Peptide Found"	"C00279 , C03109 , C03394 , C03604 , C21285 , C21286"
"644"	"200.029586"	"8"	"12"	"1"	"0"	"1"	"0"	"0"	"201.0370593"	"0.088460495"	"0"	"No Peptide Found"	"C21149"
"646"	"200.065971"	"12"	"13"	"0"	"0"	"1"	"0"	"0"	"201.0734617"	"-0.074747075"	"0"	"No Peptide Found"	"Non metabolites found"
"647"	"200.079708"	"12"	"8"	"4"	"2"	"0"	"0"	"0"	"201.0871076"	"1.226721789"	"0"	"No Peptide Found"	"C06659 , C17360"
"649"	"200.116093"	"16"	"9"	"3"	"2"	"0"	"0"	"0"	"201.1234833"	"1.323427814"	"0"	"No Peptide Found"	"Non metabolites found"
"651"	"201.100109"	"15"	"9"	"4"	"1"	"0"	"0"	"0"	"202.1074962"	"0.461773294"	"0"	"No Peptide Found"	"C20940"
"653"	"201.172879"	"23"	"11"	"2"	"1"	"0"	"0"	"0"	"202.1802753"	"-0.342748257"	"0"	"No Peptide Found"	"C19325"
"669"	"202.045236"	"10"	"12"	"1"	"0"	"1"	"0"	"0"	"203.0527287"	"-0.767864006"	"0"	"No Peptide Found"	"Non metabolites found"
"674"	"202.077599"	"14"	"8"	"2"	"2"	"1"	"0"	"0"	"203.0850267"	"0.907479272"	"0"	"No Peptide Found"	"Non metabolites found"
"675"	"202.095358"	"14"	"8"	"4"	"2"	"0"	"0"	"0"	"203.10275"	"0.566267229"	"1"	"S1P1"	"C06658 , C08271"
"676"	"202.131743"	"18"	"9"	"3"	"2"	"0"	"0"	"0"	"203.1391225"	"1.452635444"	"1"	"A1L1"	"Non metabolites found"
"681"	"203.079374"	"13"	"8"	"5"	"1"	"0"	"0"	"0"	"204.0867531"	"0.13066122"	"0"	"No Peptide Found"	"C12986"
"682"	"203.115759"	"17"	"9"	"4"	"1"	"0"	"0"	"0"	"204.1231865"	"1.020943225"	"0"	"No Peptide Found"	"Non metabolites found"
"926"	"203.946303"	"3"	"1"	"7"	"1"	"0"	"2"	"1"	"226.9356147"	"-0.040833024"	"0"	"No Peptide Found"	"Non metabolites found"
"688"	"204.003507"	"9"	"3"	"8"	"0"	"0"	"1"	"0"	"205.0109994"	"0.571580069"	"0"	"No Peptide Found"	"Non metabolites found"
"933"	"204.050814"	"9"	"7"	"6"	"1"	"0"	"0"	"1"	"227.0402254"	"-0.231159053"	"0"	"No Peptide Found"	"Non metabolites found"
"694"	"204.060886"	"12"	"12"	"1"	"0"	"1"	"0"	"0"	"205.0683796"	"-0.136177605"	"0"	"No Peptide Found"	"Non metabolites found"
"696"	"204.089878"	"12"	"11"	"2"	"2"	"0"	"0"	"0"	"205.0972782"	"0.554093801"	"1"	"W1"	"C00078 , C00525 , C00806 , C07839 , C10743 , C10968 , C14916"
"697"	"204.111008"	"16"	"8"	"4"	"2"	"0"	"0"	"0"	"205.1184575"	"0.093936814"	"1"	"S1V1"	"C03955 , C04210"
"699"	"204.954128"	"5"	"1"	"7"	"1"	"0"	"2"	"0"	"205.96172"	"-0.306659023"	"0"	"No Peptide Found"	"Non metabolites found"
"702"	"205.052113"	"11"	"6"	"3"	"3"	"1"	"0"	"0"	"206.0592218"	"-0.43540389"	"0"	"No Peptide Found"	"Non metabolites found"
"704"	"205.095024"	"15"	"8"	"5"	"1"	"0"	"0"	"0"	"206.1024029"	"0.023812061"	"0"	"No Peptide Found"	"C15480 , C15481 , C21046 , C21056"
"705"	"205.938144"	"4"	"1"	"8"	"0"	"0"	"2"	"0"	"206.9457511"	"-0.4816657"	"0"	"No Peptide Found"	"Non metabolites found"
"972"	"206.066464"	"11"	"7"	"6"	"1"	"0"	"0"	"1"	"229.0558286"	"0.083435827"	"0"	"No Peptide Found"	"Non metabolites found"
"976"	"206.102849"	"15"	"8"	"5"	"1"	"0"	"0"	"1"	"229.0922471"	"-1.032396853"	"0"	"No Peptide Found"	"Non metabolites found"
"711"	"206.13068"	"18"	"13"	"2"	"0"	"0"	"0"	"0"	"207.1380475"	"-0.573296162"	"0"	"No Peptide Found"	"C01588 , C02185"
"716"	"207.053159"	"9"	"10"	"4"	"1"	"0"	"0"	"0"	"208.0605295"	"0.351376775"	"0"	"No Peptide Found"	"C01252 , C05835 , C12466 , C14801"
"717"	"207.05653"	"13"	"7"	"4"	"1"	"1"	"0"	"0"	"208.063948"	"-0.733684937"	"0"	"No Peptide Found"	"C14876"
"719"	"207.067763"	"13"	"6"	"3"	"3"	"1"	"0"	"0"	"208.07485"	"-0.64233413"	"0"	"No Peptide Found"	"Non metabolites found"
"989"	"207.098098"	"14"	"7"	"5"	"2"	"0"	"0"	"1"	"230.0874693"	"0.443199655"	"0"	"No Peptide Found"	"Non metabolites found"
"1016"	"208.082114"	"13"	"7"	"6"	"1"	"0"	"0"	"1"	"231.0714758"	"-0.071725971"	"0"	"No Peptide Found"	"Non metabolites found"
"724"	"208.09469"	"16"	"8"	"6"	"0"	"0"	"0"	"0"	"209.10213"	"0.4060816"	"0"	"No Peptide Found"	"Non metabolites found"
"1022"	"208.118499"	"17"	"8"	"5"	"1"	"0"	"0"	"1"	"231.1079213"	"-0.196832087"	"0"	"No Peptide Found"	"Non metabolites found"
"725"	"208.14633"	"20"	"13"	"2"	"0"	"0"	"0"	"0"	"209.1537333"	"-0.081605112"	"0"	"No Peptide Found"	"C14236"
"726"	"208.157563"	"20"	"12"	"1"	"2"	"0"	"0"	"0"	"209.16495"	"-0.489511076"	"0"	"No Peptide Found"	"C10125"
"727"	"209.008926"	"8"	"5"	"6"	"1"	"0"	"1"	"0"	"210.0164157"	"-0.990274035"	"0"	"No Peptide Found"	"Non metabolites found"
"1039"	"209.095989"	"16"	"7"	"3"	"2"	"1"	"0"	"1"	"232.0850575"	"-0.015382792"	"0"	"No Peptide Found"	"Non metabolites found"
"729"	"209.105194"	"15"	"11"	"3"	"1"	"0"	"0"	"0"	"210.1125639"	"1.140245134"	"0"	"No Peptide Found"	"C01458 , C12231 , C14262 , C14334"
"1535"	"210.004175"	"5"	"4"	"6"	"2"	"0"	"1"	"2"	"254.9752514"	"-1.545249129"	"0"	"No Peptide Found"	"Non metabolites found"
"739"	"210.029327"	"11"	"6"	"6"	"0"	"0"	"1"	"0"	"211.0368307"	"-0.297105155"	"0"	"No Peptide Found"	"Non metabolites found"
"1542"	"210.04056"	"9"	"5"	"5"	"2"	"0"	"1"	"2"	"255.0117367"	"1.151457683"	"0"	"No Peptide Found"	"Non metabolites found"
"1058"	"210.04362"	"11"	"6"	"5"	"1"	"1"	"0"	"1"	"233.0326402"	"-0.055148803"	"0"	"No Peptide Found"	"Non metabolites found"
"1069"	"210.062246"	"15"	"7"	"2"	"1"	"2"	"0"	"1"	"233.0514676"	"-0.0619619"	"0"	"No Peptide Found"	"Non metabolites found"
"1079"	"210.080005"	"15"	"7"	"4"	"1"	"1"	"0"	"1"	"233.0690462"	"-0.255724846"	"0"	"No Peptide Found"	"Non metabolites found"
"1080"	"210.097764"	"15"	"7"	"6"	"1"	"0"	"0"	"1"	"233.0871794"	"1.196122026"	"0"	"No Peptide Found"	"Non metabolites found"
"741"	"210.136828"	"18"	"11"	"2"	"2"	"0"	"0"	"0"	"211.1442"	"1.411326192"	"0"	"No Peptide Found"	"Non metabolites found"
"1087"	"211.002484"	"6"	"4"	"6"	"2"	"1"	"0"	"1"	"233.991695"	"0.12441714"	"0"	"No Peptide Found"	"Non metabolites found"
"747"	"211.024576"	"10"	"5"	"6"	"1"	"0"	"1"	"0"	"212.0320657"	"-0.312676261"	"0"	"No Peptide Found"	"Non metabolites found"
"748"	"211.060961"	"14"	"6"	"5"	"1"	"0"	"1"	"0"	"212.0684443"	"0.925420907"	"0"	"No Peptide Found"	"Non metabolites found"
"750"	"211.120844"	"17"	"11"	"3"	"1"	"0"	"0"	"0"	"212.1282443"	"0.054883677"	"0"	"No Peptide Found"	"C06546 , C07056 , C07144 , C07513 , C11703"
"765"	"212.008592"	"9"	"5"	"7"	"0"	"0"	"1"	"0"	"213.0161173"	"-0.443746825"	"0"	"No Peptide Found"	"C17947 , C20959 , C20960"
"1111"	"212.034118"	"9"	"4"	"5"	"3"	"1"	"0"	"1"	"235.0233404"	"-0.49853423"	"0"	"No Peptide Found"	"Non metabolites found"
"767"	"212.044977"	"13"	"6"	"6"	"0"	"0"	"1"	"0"	"213.0524867"	"-0.440161306"	"0"	"No Peptide Found"	"Non metabolites found"
"1115"	"212.05927"	"13"	"6"	"5"	"1"	"1"	"0"	"1"	"235.048336"	"-0.277157166"	"0"	"No Peptide Found"	"Non metabolites found"
"769"	"212.065971"	"12"	"14"	"0"	"0"	"1"	"0"	"0"	"213.0734442"	"-0.04750955"	"0"	"No Peptide Found"	"Non metabolites found"
"771"	"212.10486"	"16"	"11"	"4"	"0"	"0"	"0"	"0"	"213.1122594"	"-0.024940246"	"0"	"No Peptide Found"	"C20790"
"772"	"212.116093"	"16"	"10"	"3"	"2"	"0"	"0"	"0"	"213.1234909"	"0.985195056"	"1"	"P2"	"C07827"
"774"	"212.152478"	"20"	"11"	"2"	"2"	"0"	"0"	"0"	"213.159876"	"1.332019222"	"0"	"No Peptide Found"	"C16836"
"779"	"212.994325"	"7"	"4"	"7"	"1"	"1"	"0"	"0"	"214.0018377"	"0.82278493"	"0"	"No Peptide Found"	"Non metabolites found"
"780"	"213.040226"	"12"	"5"	"6"	"1"	"0"	"1"	"0"	"214.0477249"	"0.487048786"	"0"	"No Peptide Found"	"Non metabolites found"
"1129"	"213.066403"	"8"	"12"	"2"	"2"	"0"	"0"	"1"	"236.0558686"	"-0.230938143"	"0"	"No Peptide Found"	"Non metabolites found"
"781"	"213.100109"	"15"	"10"	"4"	"1"	"0"	"0"	"0"	"214.1075473"	"-0.351878865"	"0"	"No Peptide Found"	"C11839 , C12819 , C17904 , C21198"
"782"	"213.111342"	"15"	"9"	"3"	"3"	"0"	"0"	"0"	"214.1187229"	"0.984134661"	"0"	"No Peptide Found"	"Non metabolites found"
"783"	"213.136494"	"19"	"11"	"3"	"1"	"0"	"0"	"0"	"214.1439525"	"0.554395331"	"0"	"No Peptide Found"	"C11844"
"796"	"214.024242"	"11"	"5"	"7"	"0"	"0"	"1"	"0"	"215.0317636"	"-1.710972982"	"0"	"No Peptide Found"	"C00672 , C00673 , C11437 , C16637"
"799"	"214.045236"	"10"	"13"	"1"	"0"	"1"	"0"	"0"	"215.0527413"	"-0.175783714"	"0"	"No Peptide Found"	"Non metabolites found"
"801"	"214.060627"	"15"	"6"	"6"	"0"	"0"	"1"	"0"	"215.0681429"	"0.097763688"	"0"	"No Peptide Found"	"Non metabolites found"
"803"	"214.095358"	"14"	"9"	"4"	"2"	"0"	"0"	"0"	"215.1027544"	"2.452588051"	"0"	"No Peptide Found"	"Non metabolites found"
"804"	"214.131743"	"18"	"10"	"3"	"2"	"0"	"0"	"0"	"215.1391382"	"1.128874342"	"1"	"P1V1"	"C01909"
"1150"	"215.033784"	"10"	"4"	"6"	"2"	"1"	"0"	"1"	"238.0230867"	"0.087922504"	"0"	"No Peptide Found"	"Non metabolites found"
"808"	"215.036463"	"9"	"7"	"3"	"3"	"1"	"0"	"0"	"216.04358"	"-0.463737817"	"0"	"No Peptide Found"	"Non metabolites found"
"809"	"215.055876"	"14"	"5"	"6"	"1"	"0"	"1"	"0"	"216.06329"	"0.548399325"	"0"	"No Peptide Found"	"C01233"
"810"	"215.079374"	"13"	"9"	"5"	"1"	"0"	"0"	"0"	"216.0868026"	"-1.035656113"	"0"	"No Peptide Found"	"C11711"
"811"	"215.090607"	"13"	"8"	"4"	"3"	"0"	"0"	"0"	"216.0980467"	"0.093688258"	"0"	"No Peptide Found"	"Non metabolites found"
"812"	"215.115759"	"17"	"10"	"4"	"1"	"0"	"0"	"0"	"216.1231656"	"0.081151543"	"0"	"No Peptide Found"	"C12027"
"814"	"215.188529"	"25"	"12"	"2"	"1"	"0"	"0"	"0"	"216.1959409"	"-1.016185608"	"0"	"No Peptide Found"	"Non metabolites found"
"816"	"216.003507"	"9"	"4"	"8"	"0"	"0"	"1"	"0"	"217.0109982"	"0.108176393"	"0"	"No Peptide Found"	"C03356 , C03393"
"820"	"216.024501"	"8"	"12"	"2"	"0"	"1"	"0"	"0"	"217.0319822"	"-0.040419285"	"0"	"No Peptide Found"	"C06722 , C21150"
"823"	"216.039892"	"13"	"5"	"7"	"0"	"0"	"1"	"0"	"217.0473467"	"0.125297584"	"0"	"No Peptide Found"	"C11434"
"825"	"216.060886"	"12"	"13"	"1"	"0"	"1"	"0"	"0"	"217.0683664"	"-0.330346262"	"0"	"No Peptide Found"	"Non metabolites found"
"826"	"216.074623"	"12"	"8"	"5"	"2"	"0"	"0"	"0"	"217.08204"	"0.729388183"	"0"	"No Peptide Found"	"C17359"
"828"	"216.111008"	"16"	"9"	"4"	"2"	"0"	"0"	"0"	"217.118399"	"0.584627033"	"1"	"P1T1"	"C15700"
"829"	"216.129634"	"20"	"10"	"1"	"2"	"1"	"0"	"0"	"217.13706"	"0.514861058"	"0"	"No Peptide Found"	"Non metabolites found"
"830"	"216.147393"	"20"	"10"	"3"	"2"	"0"	"0"	"0"	"217.1547959"	"1.484902343"	"1"	"V2"	"Non metabolites found"
"833"	"217.058639"	"11"	"8"	"6"	"1"	"0"	"0"	"0"	"218.06606"	"-0.461889123"	"0"	"No Peptide Found"	"C04690"
"835"	"217.095024"	"15"	"9"	"5"	"1"	"0"	"0"	"0"	"218.1024336"	"-0.026998159"	"0"	"No Peptide Found"	"Non metabolites found"
"836"	"217.106257"	"15"	"8"	"4"	"3"	"0"	"0"	"0"	"218.11372"	"0.705590301"	"1"	"G1A2"	"C15532"
"837"	"217.142642"	"19"	"9"	"3"	"3"	"0"	"0"	"0"	"218.15009"	"0.705590301"	"1"	"A1K1"	"C05341 , C15699"
"840"	"217.938144"	"4"	"2"	"8"	"0"	"0"	"2"	"0"	"218.9457861"	"0.688185765"	"0"	"No Peptide Found"	"Non metabolites found"
"1173"	"217.961953"	"5"	"2"	"7"	"1"	"0"	"2"	"1"	"240.9512909"	"0.100955293"	"0"	"No Peptide Found"	"Non metabolites found"
"848"	"218.019157"	"11"	"4"	"8"	"0"	"0"	"1"	"0"	"219.0266629"	"-1.153936066"	"0"	"No Peptide Found"	"Non metabolites found"
"854"	"218.040151"	"10"	"12"	"2"	"0"	"1"	"0"	"0"	"219.0476276"	"-0.277778151"	"0"	"No Peptide Found"	"C06721"
"857"	"218.090273"	"14"	"8"	"5"	"2"	"0"	"0"	"0"	"219.09766"	"0.349614576"	"1"	"A1E1"	"C03738 , C20957 , C20958"
"858"	"218.105528"	"14"	"12"	"2"	"2"	"0"	"0"	"0"	"219.1129336"	"1.253183681"	"0"	"No Peptide Found"	"C00978 , C02983 , C07371 , C16831 , C20130"
"859"	"218.126658"	"18"	"9"	"4"	"2"	"0"	"0"	"0"	"219.1340715"	"0.727705176"	"2"	"V1T1;S1L1"	"C04020"
"860"	"218.141913"	"18"	"13"	"1"	"2"	"0"	"0"	"0"	"219.1493358"	"1.279972258"	"0"	"No Peptide Found"	"C08309"
"866"	"219.110674"	"17"	"9"	"5"	"1"	"0"	"0"	"0"	"220.1180696"	"-0.222068638"	"0"	"No Peptide Found"	"C00864"
"1205"	"219.977603"	"7"	"2"	"7"	"1"	"0"	"2"	"1"	"242.9668998"	"0.127178962"	"0"	"No Peptide Found"	"Non metabolites found"
"871"	"220.016261"	"12"	"7"	"0"	"2"	"3"	"0"	"0"	"221.0236533"	"-0.174794885"	"0"	"No Peptide Found"	"Non metabolites found"
"878"	"220.03402"	"12"	"7"	"2"	"2"	"2"	"0"	"0"	"221.04148"	"-0.027485444"	"0"	"No Peptide Found"	"Non metabolites found"
