"Source"	"Target"	"Loss"
"17356"	"8202"	"E1"
"23670"	"8202"	"C1W1"
"21977"	"8205"	"M1V1"
"22969"	"8205"	"E1M1"
"18622"	"8208"	"G1P1"
"13732"	"8212"	"A1"
"15829"	"8212"	"C1"
"17477"	"8212"	"M1"
"17319"	"8214"	"K1"
"17757"	"8214"	"H1"
"21918"	"8214"	"M1P1"
"16433"	"8218"	"L1"
"19595"	"8218"	"S2"
"16530"	"8314"	"L1"
"17470"	"8317"	"E1"
"15735"	"8325"	"V1"
"16542"	"8325"	"L1"
"19147"	"8325"	"Y1"
"20323"	"8389"	"W1"
"20936"	"8389"	"C1P1"
"16591"	"8407"	"L1"
"17905"	"8407"	"H1"
"21671"	"8407"	"M1S1"
"12907"	"8409"	"G1"
"13915"	"8409"	"A1"
"17484"	"8409"	"K1"
"12981"	"8477"	"G1"
"20399"	"8590"	"W1"
"21454"	"8590"	"L1P1"
"22668"	"8590"	"F1P1"
"24327"	"8590"	"K1P2"
"15949"	"8686"	"V1"
"16742"	"8686"	"L1"
"17621"	"8686"	"K1"
"17757"	"8686"	"M1"
"16775"	"8830"	"L1"
"23289"	"8905"	"T1Y1"
"21318"	"8909"	"F1G1"
"21850"	"8909"	"A1F1"
"23266"	"8909"	"C2G1"
"16935"	"8955"	"G2"
"20936"	"8955"	"P2"
"16886"	"9001"	"L1"
"17905"	"9001"	"M1"
"14307"	"9005"	"A1"
"16119"	"9005"	"V1"
"16890"	"9005"	"L1"
"23826"	"9005"	"C1W1"
"18622"	"9056"	"G1S1"
"13430"	"9060"	"G1"
"16455"	"9148"	"C1"
"16119"	"9166"	"P1"
"16236"	"9166"	"V1"
"18022"	"9166"	"M1"
"16163"	"9194"	"P1"
"17905"	"9199"	"K1"
"18077"	"9199"	"M1"
"16297"	"9352"	"P1"
"16530"	"9352"	"T1"
"23963"	"9352"	"E1Y1"
"17352"	"9421"	"G2"
"17397"	"9421"	"D1"
"18847"	"9421"	"G1S1"
"22315"	"9421"	"H1S1"
"21203"	"9443"	"G1H1"
"22668"	"9443"	"C1M1"
"23444"	"9443"	"M2"
"17470"	"9480"	"D1"
"18569"	"9480"	"H1"
"16538"	"9487"	"V1"
"18278"	"9487"	"M1"
"16542"	"9493"	"V1"
"19509"	"9493"	"R1"
"20944"	"9537"	"W1"
"13915"	"9555"	"G1"
"14929"	"9555"	"A1"
"24757"	"9555"	"H2P1"
"16824"	"9596"	"C1"
"17477"	"9596"	"L1"
"23444"	"9596"	"K1M1"
"16538"	"9605"	"P1"
"19147"	"9605"	"F1"
"19815"	"9677"	"C1G1"
"15154"	"9825"	"A1"
"22668"	"9825"	"M1P1"
"16775"	"9838"	"V1"
"16886"	"9838"	"T1"
"17621"	"9838"	"L1"
"18522"	"9838"	"M1"
"24467"	"9838"	"H1W1"
"16840"	"9891"	"V1"
"18576"	"9891"	"M1"
"17235"	"10066"	"C1"
"17757"	"10066"	"L1"
"18522"	"10066"	"K1"
"22795"	"10066"	"M1V1"
"16840"	"10076"	"P1"
"16890"	"10192"	"P1"
"17809"	"10192"	"L1"
"19509"	"10192"	"F1"
"24809"	"10192"	"W2"
"18002"	"10325"	"D1"
"22088"	"10336"	"C2"
"17015"	"10352"	"P1"
"17138"	"10476"	"P1"
"18022"	"10486"	"L1"
"19190"	"10486"	"H1"
"21528"	"10634"	"W1"
"14975"	"10703"	"G1"
"17352"	"10703"	"P1"
"19815"	"10703"	"F1"
"22969"	"10715"	"M1P1"
"15033"	"10790"	"G1"
"16754"	"10790"	"S1"
"17397"	"10790"	"P1"
"18309"	"10790"	"D1"
"23573"	"10824"	"H1L1"
"17470"	"10884"	"P1"
"18278"	"10891"	"L1"
"21977"	"10891"	"P1V1"
"22969"	"10891"	"E1P1"
"17577"	"10896"	"V1"
"21628"	"10896"	"W1"
"17477"	"10897"	"P1"
"19955"	"10897"	"F1"
"18408"	"10965"	"D1"
"19483"	"10965"	"H1"
"19190"	"10989"	"M1"
"24192"	"10989"	"P1W1"
"17147"	"11298"	"S1"
"17905"	"11298"	"T1"
"18522"	"11298"	"L1"
"18009"	"11302"	"C1"
"16313"	"11392"	"A1"
"23926"	"11480"	"M2"
"17965"	"11525"	"V1"
"18077"	"11525"	"T1"
"19550"	"11525"	"M1"
"20326"	"11525"	"F1"
"24907"	"11525"	"K2L1"
"24757"	"11633"	"A1H2"
"18022"	"11635"	"V1"
"23573"	"11635"	"C1H1"
"18847"	"11674"	"D1"
"18847"	"11749"	"G2"
"22315"	"11749"	"G1H1"
"23385"	"11903"	"M1P1"
"23963"	"11978"	"E2"
"22668"	"12084"	"C1P1"
"23444"	"12084"	"M1P1"
"22166"	"12092"	"W1"
"23573"	"12092"	"C1M1"
"19001"	"12095"	"L1"
"24067"	"12095"	"M2"
"19955"	"12149"	"M1"
"19090"	"12254"	"L1"
"19147"	"12306"	"L1"
"24082"	"12401"	"K1M1"
"17015"	"12427"	"A1"
"18002"	"12555"	"S1"
"17138"	"12568"	"A1"
"23670"	"12568"	"C1M1"
"22509"	"12781"	"W1"
"22554"	"12854"	"W1"
"19509"	"12862"	"L1"
"16754"	"13109"	"G1"
"18408"	"13109"	"S1"
"19759"	"13109"	"D1"
"20784"	"13109"	"H1"
"20399"	"13120"	"K1"
"21528"	"13120"	"G1P1"
"22895"	"13120"	"P2"
"23385"	"13120"	"D1P1"
"23670"	"13120"	"E1P1"
"19001"	"13141"	"V1"
"23961"	"13141"	"E1L1"
"16840"	"13190"	"G1"
"19001"	"13292"	"P1"
"19090"	"13292"	"V1"
"20500"	"13292"	"K1"
"19147"	"13334"	"V1"
"19890"	"13436"	"L1"
"19090"	"13439"	"P1"
"23289"	"13642"	"T2"
"22895"	"13714"	"W1"
"24082"	"13714"	"K1L1"
"24327"	"13714"	"K2"
"17397"	"13835"	"G1"
"19500"	"13858"	"V1"
"21628"	"13858"	"F1"
"20897"	"13915"	"K1"
"17484"	"13919"	"G1"
"24082"	"14177"	"C1M1"
"22315"	"14243"	"C1G1"
"19890"	"14261"	"T1"
"23961"	"14261"	"E1P1"
"20500"	"14309"	"L1"
"24067"	"14573"	"M1P1"
"19890"	"14585"	"P1"
"24192"	"14651"	"H1P1"
"23385"	"14977"	"W1"
"18309"	"15087"	"G1"
"19759"	"15087"	"S1"
"20622"	"15236"	"C1"
"21787"	"15236"	"M1"
"20500"	"15291"	"V1"
"22315"	"15339"	"G1S1"
"24617"	"15362"	"M2"
"20500"	"15417"	"P1"
"22969"	"15471"	"Y1"
"24617"	"15540"	"K1M1"
"24067"	"15719"	"L1P1"
"24394"	"15719"	"H1P1"
"24617"	"15719"	"K2"
"23961"	"16310"	"P2"
"22514"	"16433"	"M1"
"22514"	"16591"	"K1"
"21671"	"16762"	"T1"
"24737"	"16775"	"M2"
"22668"	"16824"	"K1"
"23573"	"17235"	"R1"
"22915"	"17409"	"K1"
"23444"	"17409"	"F1"
"24160"	"17409"	"W1"
"20897"	"17484"	"A1"
"24180"	"17484"	"W1"
"22795"	"17965"	"L1"
"24394"	"17965"	"P2"
"22315"	"18002"	"P1"
"23826"	"18009"	"R1"
"24737"	"18522"	"M1V1"
"24907"	"18522"	"K1M1"
"23856"	"19442"	"K1"
"24160"	"20159"	"M1"
"23926"	"20353"	"L1"
"24189"	"20353"	"K1"
"23856"	"20622"	"C1"
"24327"	"20622"	"M1"
"24082"	"21454"	"P1"
"24160"	"21602"	"P1"
"24189"	"21602"	"V1"
"24327"	"21787"	"C1"
"24737"	"22795"	"K1"
"24617"	"22915"	"V1"
