"ID"	"Mass"	"Intensity.C1"	"Intensity.C2"	"Intensity.C3"	"Intensity.C4"	"Intensity.C5"	"Intensity.C6"	"Intensity.E15_1"	"Intensity.E15_2"	"Intensity.E15_3"	"Intensity.E15_4"	"Intensity.N1"	"Intensity.N2"	"Intensity.N3"	"Intensity.N4"	"Intensity.pY_C4"	"Intensity.pY_C5"	"Intensity.pY_C6"	"Intensity.pY_E5_1"	"Intensity.pY_E5_2"	"Intensity.pY_E5_3"	"Intensity.pY_E5_4"	"Intensity.pY_N1"	"Intensity.pY_N2"	"Intensity.pY_N3"	"Intensity.pY_N4"	"Intensity.pY_PV1"	"Intensity.pY_PV2"	"Intensity.pY_PV3"	"Intensity.pY_PV4"
44812	918.45995	"0"	"0"	"0"	"0"	"0"	"0"	"143320000"	0	271420000	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
121099	957.47673	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
31462	961.43677	"2120900000"	"2364900000"	"2562100000"	"2256100000"	"2138400000"	"1937500000"	"1787600000"	981490000	782840000	933240000	"2307200000"	"1630900000"	"1830400000"	1000300000	"2423900000"	"2206600000"	"1937500000"	626830000	569700000	605250000	"1186400000"	"2372700000"	"1630900000"	"1835500000"	1003300000	"1177800000"	"977160000"	895590000	555750000
74163	954.54983	"0"	"0"	"0"	"0"	"0"	"0"	"1206800000"	432510000	487640000	0	"226500000"	"0"	"0"	0	"253880000"	"0"	"0"	277850000	0	0	"1100600000"	"226500000"	"0"	"0"	0	"0"	"469590000"	0	41214000
50644	969.56475	"0"	"0"	"0"	"0"	"0"	"82023000"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"82023000"	0	0	21182000	"29326000"	"0"	"0"	"0"	0	"0"	"0"	0	0
5911	756.43815	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	95558000	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"124660000"	224030000	204780000
56765	714.37729	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"91381000"	"174670000"	"251710000"	0	"0"	"0"	"0"	0	0	0	"0"	"91381000"	"174670000"	"251710000"	0	"0"	"0"	0	0
27912	919.47633	"98452000"	"0"	"0"	"0"	"0"	"0"	"0"	43875000	103510000	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"199770000"	"232430000"	208090000	0
93708	804.43815	"0"	"0"	"0"	"11230000"	"23653000"	"5709400"	"55653000"	14203000	16271000	10513000	"0"	"0"	"0"	0	"7282100"	"23653000"	"5709400"	0	0	0	"0"	"0"	"0"	"0"	16435000	"20801000"	"15067000"	22791000	0
47337	930.49232	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"56513000"	"67935000"	"0"	71908000	"0"	"0"	"0"	0	17498000	0	"0"	"56513000"	"67935000"	"0"	71908000	"0"	"0"	0	0
102033	914.51853	"192560000"	"132630000"	"86264000"	"93462000"	"0"	"0"	"333640000"	0	429590000	473850000	"0"	"61865000"	"61430000"	0	"93462000"	"72926000"	"0"	96689000	0	546140000	"367960000"	"0"	"61865000"	"61430000"	0	"133510000"	"168090000"	437480000	134210000
95715	798.4348	"0"	"298580000"	"469750000"	"443360000"	"392330000"	"28704000"	"1970200000"	2271800000	1096500000	1033300000	"7951100000"	"4427300000"	"1832500000"	99374000	"443360000"	"392330000"	"61901000"	513170000	1234100000	2998900000	"2399000000"	"7951100000"	"4427300000"	"1832500000"	99374000	"1378900000"	"951890000"	438170000	566360000
109211	805.45587	"31180000"	"0"	"0"	"0"	"0"	"14846000"	"58374000"	67071000	53709000	0	"0"	"0"	"0"	0	"0"	"0"	"14846000"	39187000	113600000	37539000	"57765000"	"0"	"0"	"0"	0	"74621000"	"69906000"	0	68751000
5910	863.47527	"1227200000"	"0"	"479750000"	"0"	"0"	"0"	"197350000"	133390000	110010000	0	"0"	"0"	"32356000"	14612000	"0"	"0"	"40344000"	0	1064100000	1027400000	"263500000"	"0"	"0"	"32356000"	14612000	"0"	"0"	0	0
69288	871.50148	"38980000"	"32656000"	"129710000"	"447740000"	"60019000"	"76734000"	"8788000"	119370000	29578000	178220000	"11810000"	"35095000"	"110140000"	23938000	"447740000"	"60019000"	"81667000"	23584000	24652000	27406000	"361780000"	"11810000"	"35095000"	"110140000"	23938000	"54986000"	"57745000"	509560000	18081000
101514	942.52468	"75124000"	"83362000"	"24742000"	"26108000"	"14810000"	"0"	"177750000"	101430000	106910000	98398000	"0"	"0"	"0"	0	"12691000"	"5626900"	"0"	30146000	0	240600000	"168630000"	"0"	"0"	"0"	0	"91456000"	"37701000"	26502000	21433000
136060	816.49701	"44697000"	"107510000"	"42044000"	"15474000"	"26391000"	"78117000"	"169690000"	101760000	37318000	0	"41034000"	"23854000"	"31984000"	0	"15474000"	"26391000"	"78117000"	66862000	68916000	67652000	"56589000"	"41034000"	"23854000"	"31984000"	0	"59663000"	"62669000"	27142000	10821000
53792	911.52289	"0"	"0"	"0"	"0"	"26176000"	"0"	"57459000"	33015000	19560000	0	"0"	"355360000"	"565980000"	336430000	"0"	"26176000"	"0"	24349000	0	0	"0"	"0"	"355360000"	"565980000"	336430000	"0"	"0"	0	0
64575	844.48406	"0"	"34755000"	"1377600000"	"0"	"0"	"0"	"54845000"	0	14658000	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
144995	940.43242	"32823000"	"34290000"	"49438000"	"23434000"	"20296000"	"0"	"16623000"	0	0	0	"0"	"0"	"0"	23054000	"23434000"	"20296000"	"0"	0	0	0	"0"	"0"	"0"	"0"	23054000	"5230700"	"0"	13099000	0
127332	803.43888	"0"	"0"	"0"	"0"	"0"	"0"	"30132000"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	116940000
139568	848.46035	"132370000"	"119980000"	"84967000"	"1594700"	"117870000"	"0"	"175570000"	57776000	0	0	"111010000"	"149700000"	"16129000"	32170000	"1088400"	"117870000"	"0"	0	0	0	"283210000"	"111010000"	"149700000"	"16129000"	32170000	"82027000"	"0"	39140000	0
75964	852.51814	"0"	"5751900"	"5030500"	"0"	"0"	"0"	"594320000"	525670000	558010000	0	"1958600000"	"1265100000"	"1581900000"	0	"0"	"0"	"0"	747710000	659910000	0	"660330000"	"1958600000"	"1265100000"	"1587500000"	4540200	"659330000"	"590320000"	501620000	729850000
68979	957.53826	"1084000000"	"992060000"	"696150000"	"738680000"	"573100000"	"127910000"	"27818000"	43443000	28467000	43198000	"12971000"	"109600000"	"8413700"	5828200	"720940000"	"546300000"	"138440000"	32589000	8217500	6446200	"85936000"	"80810000"	"125480000"	"64838000"	0	"10549000"	"66814000"	188150000	28777000
81838	842.37451	"578470000"	"847410000"	"703520000"	"587420000"	"430960000"	"481370000"	"639040000"	592540000	318810000	311870000	"285300000"	"288660000"	"347460000"	279540000	"587420000"	"430960000"	"481370000"	416400000	308030000	290920000	"588360000"	"285300000"	"288660000"	"347460000"	279540000	"462170000"	"517050000"	364140000	487070000
57013	914.54368	"0"	"97241000"	"60361000"	"0"	"54125000"	"85408000"	"0"	0	0	75708000	"0"	"91420000"	"0"	164570000	"0"	"54125000"	"94329000"	0	0	0	"0"	"0"	"75557000"	"0"	221610000	"108380000"	"81498000"	180260000	0
122799	970.5699	"211350000"	"0"	"276710000"	"257750000"	"438630000"	"302740000"	"609970000"	490310000	382430000	203080000	"233330000"	"119040000"	"302750000"	110710000	"257750000"	"784280000"	"302740000"	209810000	0	207390000	"603970000"	"140570000"	"119040000"	"0"	110710000	"287510000"	"242500000"	0	0
130752	957.56073	"191650000"	"337910000"	"255830000"	"111150000"	"136830000"	"264270000"	"611970000"	568660000	403420000	194550000	"312940000"	"173180000"	"446350000"	0	"205130000"	"136830000"	"271850000"	277360000	496040000	333760000	"307980000"	"311480000"	"173180000"	"446350000"	0	"346430000"	"289550000"	98885000	276310000
18966	907.57425	"1199100000"	"2610900000"	"2820600000"	"2780900000"	"1747300000"	"1771800000"	"1296900000"	876670000	846450000	2.713e+09	"1472100000"	"1350400000"	"1601100000"	1123200000	"2780900000"	"1747300000"	"1780000000"	1801400000	1063100000	919030000	"1917600000"	"1472100000"	"1350400000"	"1601100000"	1117800000	"3936500000"	"5798700000"	951620000	1342400000
35213	947.48114	"1221400000"	"1363400000"	"1907500000"	"1620000000"	"1128200000"	"735570000"	"324900000"	197340000	237030000	236430000	"1361000000"	"603610000"	"221440000"	502850000	"1620000000"	"1128200000"	"732380000"	334010000	364350000	212720000	"529990000"	"1361000000"	"603610000"	"221440000"	502850000	"466860000"	"258060000"	466610000	110410000
31432	941.38005	"0"	"0"	"0"	"0"	"0"	"0"	"0"	15249000	11647000	0	"8443800"	"11430000"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"8443800"	"11430000"	"0"	0	"0"	"0"	0	0
135949	958.62154	"0"	"25175000"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
83176	891.42727	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"261160000"	"175040000"	"0"	0	"0"	"0"	"0"	0	49554000	0	"0"	"261160000"	"175040000"	"0"	0	"0"	"0"	0	0
27350	950.42463	"34631000"	"91866000"	"59869000"	"52913000"	"23261000"	"16835000"	"6227500"	0	0	0	"194970000"	"154830000"	"15743000"	12206000	"52913000"	"19903000"	"11055000"	3209000	3267300	0	"4470100"	"161990000"	"151750000"	"15743000"	9545900	"0"	"0"	0	0
14058	904.4688	"0"	"0"	"0"	"0"	"0"	"0"	"0"	101710000	92660000	0	"0"	"0"	"0"	83248000	"0"	"0"	"0"	0	0	52070000	"83938000"	"0"	"0"	"0"	83248000	"0"	"0"	0	165940000
73771	805.46979	"24031000"	"0"	"329890000"	"21400000"	"12740000"	"230890000"	"361920000"	180160000	114130000	88491000	"346890000"	"278620000"	"179960000"	187240000	"21400000"	"12740000"	"230890000"	171900000	146390000	0	"239740000"	"353210000"	"278450000"	"183710000"	190680000	"223680000"	"272540000"	87280000	90462000
140556	971.51886	"11305000000"	"12479000000"	"12303000000"	"12278000000"	"12375000000"	"9224200000"	"7578900000"	3631100000	2608300000	3247600000	"8216800000"	"7254800000"	"4753300000"	2353500000	"12269000000"	"12375000000"	"9224200000"	3589400000	4279500000	2608300000	"4389200000"	"8208900000"	"7255200000"	"4763200000"	2355200000	"6017500000"	"5351300000"	3851900000	3574600000
59428	873.47422	"871240000"	"1332200000"	"986350000"	"714210000"	"957610000"	"1016300000"	"1684600000"	2001500000	1169200000	939180000	"784920000"	"694850000"	"464830000"	365920000	"714210000"	"957610000"	"1016300000"	1244500000	2519300000	1537300000	"1381900000"	"784920000"	"694850000"	"464830000"	365920000	"1929800000"	"1911600000"	854660000	1080100000
135796	847.49159	"0"	"0"	"0"	"0"	"0"	"459880000"	"347800000"	362580000	327430000	0	"0"	"0"	"0"	0	"0"	"0"	"459880000"	0	0	0	"280900000"	"0"	"0"	"0"	0	"0"	"0"	0	0
125181	829.393	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
112804	870.49232	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	891860000	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"1180500000"	"0"	"0"	"0"	0	"0"	"0"	0	0
38919	838.49528	"0"	"0"	"0"	"0"	"0"	"0"	"28964000"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
33064	945.46549	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	6937700	0
72080	899.4865	"0"	"0"	"55530000"	"0"	"0"	"0"	"0"	76769000	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	19489000	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
94758	900.46649	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"32386000"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"32386000"	"0"	"0"	0	"0"	"0"	0	0
155	775.41882	"177030000"	"61628000"	"87329000"	"176940000"	"60703000"	"0"	"213620000"	175770000	117390000	133990000	"94711000"	"277010000"	"0"	0	"176940000"	"60703000"	"0"	75998000	53353000	93345000	"195240000"	"94711000"	"277010000"	"0"	0	"91628000"	"0"	27510000	0
132673	947.44476	"6806600000"	"8448400000"	"7952500000"	"7565300000"	"8227500000"	"3068800000"	"6139400000"	3576700000	3746100000	2647500000	"4938500000"	"3293500000"	"1495300000"	1328500000	"7565300000"	"8227500000"	"3099100000"	856840000	1759800000	1290600000	"3860200000"	"4938800000"	"3295300000"	"1499100000"	1304700000	"1569600000"	"1632100000"	2296500000	1488800000
80692	758.4538	"274550000"	"84637000"	"69190000"	"162370000"	"72455000"	"78505000"	"183520000"	179200000	261530000	265880000	"43596000"	"95025000"	"0"	0	"162370000"	"70004000"	"78505000"	102230000	72583000	136840000	"315750000"	"43596000"	"95025000"	"0"	0	"278890000"	"304270000"	237630000	413910000
63104	857.52222	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	322370000	"0"	"0"	"0"	0	0	143400000	"0"	"0"	"0"	"0"	322370000	"0"	"0"	0	0
25376	897.40798	"0"	"0"	"0"	"0"	"0"	"0"	"11056000"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
88003	939.48142	"1269600000"	"1087300000"	"864080000"	"818200000"	"1124200000"	"684930000"	"0"	1013600000	537680000	212020000	"1067900000"	"872560000"	"0"	775450000	"726910000"	"1124200000"	"684930000"	408500000	454490000	353120000	"1030700000"	"1067900000"	"872560000"	"0"	775450000	"284590000"	"315820000"	0	324300000
42536	866.39564	"0"	"4236600"	"3162400"	"195680000"	"11899000"	"126330000"	"185740000"	276990000	0	6740700	"0"	"0"	"0"	0	"199580000"	"11899000"	"126330000"	207820000	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
138200	957.52434	"498820000"	"0"	"674640000"	"725250000"	"283910000"	"0"	"667490000"	218420000	253930000	342740000	"323230000"	"304160000"	"0"	195530000	"725250000"	"283910000"	"0"	0	182280000	387170000	"345190000"	"323230000"	"304160000"	"0"	195530000	"339110000"	"244590000"	0	0
29871	848.39497	"0"	"0"	"0"	"0"	"0"	"42338000"	"186790000"	0	119890000	0	"0"	"0"	"0"	0	"0"	"0"	"42338000"	0	0	0	"0"	"0"	"0"	"0"	0	"46139000"	"3043100"	26042000	0
29361	957.53826	"230300000"	"284530000"	"256800000"	"88360000"	"196200000"	"155570000"	"116740000"	47802000	109390000	74279000	"201930000"	"186620000"	"121780000"	71217000	"180950000"	"196200000"	"155570000"	41448000	42177000	71624000	"227280000"	"192670000"	"168190000"	"121780000"	70855000	"87677000"	"14468000"	130640000	49518000
26817	963.43967	"0"	"0"	"0"	"0"	"0"	"0"	"86288000"	0	0	0	"3492800"	"0"	"71459000"	0	"0"	"0"	"0"	0	0	0	"0"	"3492800"	"0"	"71459000"	0	"0"	"0"	0	0
60882	928.42905	"36579000"	"120200000"	"73589000"	"128680000"	"0"	"49527000"	"262970000"	95755000	131950000	57349000	"226880000"	"98647000"	"35325000"	18580000	"128680000"	"0"	"49527000"	61790000	154460000	293250000	"243260000"	"224640000"	"114280000"	"142920000"	6203400	"0"	"0"	0	0
73456	953.57973	"454680000"	"543350000"	"95460000"	"102110000"	"503970000"	"30348000"	"484500000"	681690000	181900000	310790000	"484350000"	"354040000"	"469390000"	0	"102110000"	"485490000"	"30348000"	0	0	31066000	"262390000"	"512970000"	"354040000"	"454510000"	0	"0"	"0"	215300000	301120000
126602	787.48035	"0"	"0"	"0"	"0"	"0"	"0"	"49405000"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
45351	847.51674	"711920000"	"887340000"	"645870000"	"666090000"	"615280000"	"519370000"	"708520000"	408820000	484290000	397760000	"277790000"	"235790000"	"219620000"	153470000	"666090000"	"615280000"	"519370000"	344660000	245780000	174020000	"655690000"	"277790000"	"235790000"	"219620000"	162940000	"500900000"	"597240000"	352850000	282390000
10891	944.5291	"59094000"	"58095000"	"110230000"	"75681000"	"0"	"0"	"0"	0	29723000	63456000	"56436000"	"40798000"	"23549000"	31925000	"75681000"	"0"	"0"	0	84011000	65783000	"73089000"	"56436000"	"40798000"	"23549000"	31925000	"0"	"0"	0	0
74455	852.45276	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"35833000"	0	"0"	"0"	"0"	0	37637000	0	"0"	"0"	"0"	"35833000"	0	"62660000"	"75951000"	0	0
4856	884.46437	"340940000"	"623200000"	"773130000"	"585990000"	"651680000"	"306840000"	"408370000"	258760000	178230000	198840000	"339750000"	"635480000"	"125570000"	226800000	"585990000"	"653210000"	"306840000"	259220000	245770000	118670000	"166610000"	"339750000"	"604890000"	"125570000"	227620000	"188230000"	"237020000"	207080000	335610000
128801	967.50217	"0"	"0"	"174990000"	"0"	"0"	"1910600"	"156870000"	881160000	376170000	49658000	"0"	"0"	"0"	6914900	"0"	"0"	"1910600"	95617000	124660000	67530000	"72384000"	"0"	"0"	"0"	6914900	"0"	"0"	0	0
120662	920.53312	"192190000"	"215200000"	"443890000"	"286150000"	"330410000"	"309580000"	"427670000"	273600000	195380000	87588000	"416540000"	"305650000"	"237180000"	98444000	"286150000"	"330410000"	"309580000"	167240000	0	0	"0"	"416540000"	"305650000"	"23456000"	98444000	"249180000"	"204070000"	262210000	157200000
79734	931.52261	"1310300000"	"790090000"	"1141700000"	"1493900000"	"1382000000"	"1376200000"	"1761600000"	989290000	2673100000	2037700000	"1249300000"	"1614600000"	"651560000"	402640000	"1493900000"	"1382000000"	"1376200000"	304260000	670140000	1667800000	"6084900000"	"1249300000"	"1614600000"	"651560000"	402640000	"2718600000"	"3141700000"	5.35e+09	2324800000
121244	945.52837	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
140366	958.53351	"3648700000"	"3333000000"	"3760200000"	"3564200000"	"2573700000"	"2076900000"	"2684500000"	2631600000	3891300000	1817600000	"2817400000"	"2640400000"	"2307300000"	1298600000	"3553000000"	"2697900000"	"2076900000"	2326200000	1.13e+09	1471700000	"4260700000"	"2744100000"	"2371300000"	"2307300000"	1.264e+09	"2903200000"	"2784900000"	1894900000	2322600000
7465	875.43888	"0"	"0"	"0"	"0"	"0"	"0"	"0"	5016300	15931000	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"9201900"	"12474000"	0	12842000
16538	891.50657	"198250000"	"163750000"	"190730000"	"160670000"	"0"	"7001100"	"117940000"	0	178030000	108380000	"128780000"	"108500000"	"0"	0	"155450000"	"0"	"7001100"	96892000	140730000	96494000	"0"	"128780000"	"108500000"	"62171000"	0	"179270000"	"66239000"	83301000	70662000
129178	967.44984	"261250000"	"270380000"	"0"	"0"	"0"	"137100000"	"49855000"	40139000	0	10677000	"0"	"0"	"17362000"	5032400	"0"	"0"	"129030000"	51479000	211330000	72941000	"75518000"	"0"	"0"	"36046000"	0	"95142000"	"53784000"	38910000	15643000
98253	892.46543	"881240000"	"668070000"	"2349800000"	"2010700000"	"799800000"	"320660000"	"1835800000"	750060000	1110300000	617940000	"6577000000"	"7667400000"	"3006000000"	2660500000	"2010700000"	"804510000"	"320660000"	1197800000	609340000	1329200000	"1739800000"	"6577000000"	"7667400000"	"2982600000"	2633700000	"2054000000"	"0"	659460000	694570000
76052	813.496	"265450000"	"442590000"	"588360000"	"392630000"	"375820000"	"211970000"	"479820000"	329700000	228190000	211790000	"718800000"	"645390000"	"267500000"	3178400	"392630000"	"387380000"	"213510000"	287240000	155150000	315270000	"68614000"	"897370000"	"645390000"	"401740000"	99445000	"450500000"	"127990000"	281150000	253350000
4889	885.51713	"0"	"0"	"38886000"	"57469000"	"46342000"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"57469000"	"46342000"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
134327	961.49027	"0"	"748450000"	"0"	"0"	"972430000"	"0"	"1039400000"	1457400000	997510000	1445400000	"0"	"0"	"0"	0	"646410000"	"972430000"	"0"	534100000	457030000	0	"2419100000"	"0"	"0"	"0"	0	"0"	"966360000"	719670000	672380000
1973	962.44913	"451470000"	"226910000"	"36485000"	"75094000"	"22167000"	"214200000"	"997400000"	296720000	19865000	792700000	"0"	"0"	"166000000"	0	"26141000"	"145630000"	"177330000"	277870000	205280000	615820000	"3950200000"	"114070000"	"0"	"166000000"	0	"684640000"	"985340000"	3.858e+09	1.042e+09
16636	831.4338	"587710000"	"281450000"	"361850000"	"79929000"	"749450000"	"439820000"	"461770000"	197860000	304170000	326740000	"181150000"	"57262000"	"68880000"	7139700	"82425000"	"749630000"	"430920000"	122980000	148610000	200140000	"300940000"	"164030000"	"40891000"	"84022000"	7139700	"159290000"	"111170000"	230990000	84471000
78294	927.55016	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
4606	926.50077	"51399000"	"78514000"	"75628000"	"0"	"90423000"	"71427000"	"78863000"	110360000	0	0	"67583000"	"57832000"	"0"	0	"0"	"90423000"	"71427000"	68007000	0	0	"75766000"	"67583000"	"57832000"	"0"	0	"0"	"71150000"	0	0
140821	762.46398	"121610000"	"279560000"	"393360000"	"289240000"	"415220000"	"557740000"	"8059900"	310490000	352090000	5956700	"29858000"	"161660000"	"110520000"	271240000	"316990000"	"434290000"	"566010000"	7938900	223450000	110610000	"72305000"	"57023000"	"269210000"	"140450000"	310210000	"29438000"	"245010000"	222460000	205420000
47260	729.4021	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"220240000"	"0"	"0"	"0"	0	"0"	"0"	0	0
97719	948.45863	"0"	"0"	"0"	"17317000"	"22072000"	"20253000"	"0"	7378300	19001000	0	"31113000"	"31180000"	"0"	0	"40561000"	"22072000"	"20253000"	0	0	0	"0"	"31113000"	"31180000"	"0"	0	"28166000"	"13639000"	14666000	18070000
21347	908.3916	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"31029000"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"31029000"	"0"	0	"0"	"0"	0	0
3738	848.43922	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"664540000"	"454870000"	295740000	119240000
115800	875.46001	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
4573	971.49371	"0"	"0"	"0"	"0"	"0"	"0"	"11569000"	6450200	7024500	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
15301	772.39668	"0"	"315470000"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
31997	975.51378	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
37180	869.42832	"6569800000"	"5881000000"	"7384400000"	"5632400000"	"4748800000"	"3544300000"	"6400400000"	2937200000	1100500000	955510000	"62200000000"	"46455000000"	"35649000000"	2.9252e+10	"5633500000"	"4748800000"	"3540200000"	2783200000	1954700000	1706300000	"5244200000"	"62209000000"	"46428000000"	"35652000000"	2.9281e+10	"2865200000"	"2869000000"	2831700000	1.944e+09
30865	898.48723	"0"	"0"	"0"	"0"	"0"	"30616000"	"51618000"	0	0	30735000	"300510000"	"289400000"	"77050000"	0	"0"	"0"	"30616000"	0	0	118190000	"0"	"300510000"	"289400000"	"77050000"	0	"0"	"0"	0	0
30913	914.51853	"53446000"	"196680000"	"152490000"	"118930000"	"77308000"	"120050000"	"374780000"	2.91e+08	392800000	369640000	"139740000"	"92604000"	"39228000"	0	"118930000"	"77308000"	"120050000"	212940000	144030000	368390000	"342290000"	"139740000"	"92604000"	"39228000"	0	"562940000"	"624620000"	397120000	474550000
90156	783.48544	"298470000"	"214250000"	"213680000"	"165380000"	"229100000"	"104630000"	"93329000"	78995000	65094000	171640000	"0"	"0"	"78815000"	214210000	"165380000"	"229100000"	"0"	115190000	0	0	"0"	"0"	"0"	"78815000"	214210000	"125410000"	"164210000"	106070000	0
135954	958.5699	"0"	"0"	"1930300000"	"548760000"	"1117600000"	"0"	"0"	983870000	813560000	212540000	"678540000"	"456130000"	"646210000"	510980000	"545990000"	"1117600000"	"0"	548920000	0	0	"942990000"	"678540000"	"456130000"	"646210000"	510980000	"8377200"	"6727800"	391330000	231770000
107566	891.45626	"0"	"0"	"0"	"0"	"0"	"0"	"28310000"	45673000	20773000	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
11351	947.48585	"0"	"0"	"124250000"	"0"	"0"	"0"	"21104000"	59899000	0	0	"167690000"	"176280000"	"0"	0	"0"	"0"	"0"	39261000	61784000	0	"40175000"	"167690000"	"176280000"	"0"	0	"0"	"0"	0	23928000
75248	973.52328	"567690000"	"577700000"	"798420000"	"426650000"	"353880000"	"606150000"	"840390000"	261560000	343700000	161580000	"10309000000"	"11185000000"	"12177000000"	8.772e+09	"421900000"	"346490000"	"606150000"	423180000	399230000	464800000	"155770000"	"10303000000"	"11186000000"	"12154000000"	8.772e+09	"540220000"	"519860000"	327150000	171300000
126262	716.40685	"52628000"	"53750000"	"0"	"93543000"	"34387000"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"93543000"	"34387000"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"37206000"	0	0
45517	777.42323	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
94547	834.44872	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"27416000"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"27416000"	"0"	0	"0"	"0"	0	0
66491	875.4865	"593360000"	"637450000"	"172680000"	"848300000"	"475690000"	"744940000"	"552280000"	557020000	362950000	99054000	"813300000"	"559960000"	"892110000"	789880000	"871410000"	"476070000"	"744940000"	337120000	432800000	296320000	"651470000"	"813300000"	"740380000"	"947100000"	7.6e+08	"342500000"	"390520000"	56408000	4157200
