ID	MI	H	C	O	N	S	P	MN	ERROR
54	111,0087892	4	5	3	0	0	0	112,016045	-0,186471756
68	117,0193506	6	4	4	0	0	0	118,02661	-0,146129699
79	124,991415	6	2	4	0	1	0	125,998681	-0,084005777
80	125,024425	6	6	3	0	0	0	126,031695	-0,051989844
86	129,0193454	6	5	4	0	0	0	130,02661	-0,092234238
92	130,9986167	4	4	5	0	0	0	132,005875	-0,138932784
93	131,0349956	8	5	4	0	0	0	132,04226	-0,092341752
95	133,0142577	6	4	5	0	0	0	134,021525	-0,069165522
97	133,0506442	10	5	4	0	0	0	134,05791	-0,080420511
99	135,0451614	8	8	2	0	0	0	136,05243	-0,058498952
105	143,0349933	8	6	4	0	0	0	144,04226	-0,068514707
108	145,0142546	6	5	5	0	0	0	146,021525	-0,042064832
122	147,0299046	8	5	5	0	0	0	148,037175	-0,04148816
124	147,0662786	12	6	4	0	0	0	148,07356	0,03331831
132	149,045553	10	5	5	0	0	0	150,052825	-0,030192113
139	152,995833	7	3	5	0	0	1	154,003112	0,016340314
144	154,9986127	4	6	5	0	0	0	156,005875	-0,091613731
151	157,0142482	6	6	5	0	0	0	158,021525	0,001910655
152	157,0506326	10	7	4	0	0	0	158,05791	0,005730636
158	159,0298992	8	6	5	0	0	0	160,037175	-0,004401688
163	161,0455517	10	6	5	0	0	0	162,052825	-0,019870155
166	163,0248076	8	5	6	0	0	0	164,03209	0,03619081
168	163,0400706	8	9	3	0	0	0	164,047345	-0,012880269
173	165,0404676	10	5	6	0	0	0	166,04774	-0,024842393
177	169,014248	6	7	5	0	0	0	170,021525	0,00295833
178	169,1234025	18	10	2	0	0	0	170,13068	0,005912842
180	171,0064	9	3	6	0	0	1	172,013677	0,002923867
181	172,0615217	11	7	4	1	0	0	173,068809	0,062768243
185	173,009164	6	6	6	0	0	0	174,01644	-0,00289002
187	173,0455468	10	7	5	0	0	0	174,052825	0,009824003
189	174,07718	13	7	4	1	0	0	175,084459	0,014361446
192	175,0248138	8	6	6	0	0	0	176,03209	-0,001714043
195	175,061195	12	7	5	0	0	0	176,068475	0,019993008
201	177,040459	10	6	6	0	0	0	178,04774	0,025417918
207	179,0349808	8	9	4	0	0	0	180,04226	0,015080852
209	179,038353	12	6	4	0	1	0	180,045631	0,008378093
211	179,05611	12	6	6	0	0	0	180,06339	0,019546945
213	179,0575509	8	7	2	4	0	0	180,064726	-0,566298695
216	181,0506281	10	9	4	0	0	0	182,05791	0,029825911
217	181,0540037	14	6	4	0	1	0	182,061281	0,004418571
220	184,061545	11	8	4	1	0	0	185,068809	-0,067912072
221	185,081935	14	9	4	0	0	0	186,08921	-0,008104519
223	185,1183148	18	10	3	0	0	0	186,125595	0,019987217
225	186,040791	9	7	5	1	0	0	187,048074	0,034938573
230	187,0248044	8	7	6	0	0	0	188,03209	0,048656645
233	187,0360405	8	6	5	2	0	0	188,043323	0,032079378
235	187,0611931	12	8	5	0	0	0	188,068475	0,028867558
236	187,13399	20	10	3	0	0	0	188,141245	-0,114890953
239	188,0353141	7	10	3	1	0	0	189,042594	0,01808171
241	188,0564379	11	7	5	1	0	0	189,063724	0,051048502
242	188,0928261	15	8	4	1	0	0	189,100109	0,034025752
246	189,0040754	6	6	7	0	0	0	190,011355	0,016401762
249	189,0404521	10	7	6	0	0	0	190,04774	0,06030455
253	189,0768379	14	8	5	0	0	0	190,084125	0,056061861
255	190,0720773	13	7	5	1	0	0	191,079374	0,106275462
263	191,0197167	8	6	7	0	0	0	192,027005	0,061773724
264	191,0206692	12	7	2	0	2	0	192,027872	-0,385822271
267	191,02273	9	5	4	2	0	1	192,029995	-0,060202263
270	191,056104	12	7	6	0	0	0	192,06339	0,049723612
281	193,0176022	10	6	5	0	1	0	194,024896	0,089629123
286	193,02883	10	5	4	2	1	0	194,036129	0,116562885
289	193,0353646	10	6	7	0	0	0	194,042655	0,072007526
290	193,036338	14	7	2	0	2	0	194,043522	-0,47918462
291	193,03671	6	7	3	4	0	0	194,043991	0,023311628
295	193,0506215	10	10	4	0	0	0	194,05791	0,062159858
296	193,0539924	14	7	4	0	1	0	194,061281	0,062676763
297	193,0717471	14	7	6	0	0	0	194,07904	0,084942509
302	194,039465	9	8	1	3	1	0	195,046633	-0,559164913
312	194,9968589	8	5	6	0	1	0	196,004161	0,131284149
313	195,0298912	8	9	5	0	0	0	196,037175	0,037430158
314	195,0332487	12	6	5	0	1	0	196,040546	0,106648471
322	195,0510096	12	6	7	0	0	0	196,058305	0,096897721
323	195,0520033	16	7	2	0	2	0	196,059172	-0,552673429
327	195,06629	12	10	4	0	0	0	196,07356	-0,033322007
329	195,1026498	16	11	3	0	0	0	196,109945	0,095846972
339	197,0091454	6	8	6	0	0	0	198,01644	0,091873899
340	197,0455275	10	9	5	0	0	0	198,052825	0,106574344
349	198,0771633	13	9	4	1	0	0	199,084459	0,096931912
353	198,9917779	8	4	7	0	1	0	199,999076	0,108547187
354	199,0248	8	8	6	0	0	0	200,03209	0,067830738
356	199,0376821	13	5	6	0	0	1	200,044977	0,092444798
357	199,0434155	12	9	3	0	1	0	200,050716	0,120576694
358	199,0611748	12	9	5	0	0	0	200,068475	0,119058863
359	199,0975624	16	10	4	0	0	0	200,10486	0,105978182
360	199,969268	7	3	5	1	2	0	200,976566	0,107516509
363	200,0564248	11	8	5	1	0	0	201,063724	0,113467975
364	200,0928058	15	9	4	1	0	0	201,100109	0,133438063
366	200,1291969	19	10	3	1	0	0	201,136494	0,102933496
368	201,0226567	10	8	4	0	1	0	202,029981	0,237784086
369	201,0404417	10	8	6	0	0	0	202,04774	0,108435882
372	201,0768075	14	9	5	0	0	0	202,084125	0,203902141
373	201,1132167	18	10	4	0	0	0	202,12051	0,08353503
375	202,0720709	13	8	5	1	0	0	203,079374	0,131636185
376	203,00195	8	7	5	0	1	0	204,009246	0,096058181
378	203,0197006	8	7	7	0	0	0	204,027005	0,137425068
379	203,02054	12	8	2	0	2	0	204,027872	0,27337128
382	203,0560858	12	8	6	0	0	0	204,06339	0,136415494
384	203,0924725	16	9	5	0	0	0	204,099775	0,128020484
386	203,1077313	16	13	2	0	0	0	204,11503	0,109301588
388	204,0302065	7	10	4	1	0	0	205,037509	0,127432095
389	204,0335775	11	7	4	1	1	0	205,04088	0,12742999
390	204,0513351	11	7	6	1	0	0	205,058639	0,134279917
392	204,087724	15	8	5	1	0	0	205,095024	0,11514655
395	205,017605	10	7	5	0	1	0	206,024896	0,070725628
397	205,0288244	10	6	4	2	1	0	206,036129	0,137053881
398	205,0329533	10	11	2	0	1	0	206,040151	-0,384328612
400	205,0353483	10	7	7	0	0	0	206,042655	0,147291654
403	205,0717383	14	8	6	0	0	0	206,07904	0,122883812
409	206,0458554	9	10	4	1	0	0	207,053159	0,131524104
410	206,0492267	13	7	4	1	1	0	207,05653	0,130065989
412	206,0822452	13	11	3	1	0	0	207,089544	0,108209213
413	206,9370838	5	1	8	0	1	1	207,944278	-0,397705579
417	206,9968606	8	6	6	0	1	0	208,004161	0,115460675
418	207,0121172	8	10	3	0	1	0	208,019416	0,107723151
420	207,0298638	8	10	5	0	0	0	208,037175	0,167608641
421	207,033245	12	7	5	0	1	0	208,040546	0,118338468
424	207,0509979	12	7	7	0	0	0	208,058305	0,147789655
426	207,0873874	16	8	6	0	0	0	208,09469	0,126033734
427	208,0284976	11	6	5	1	1	0	209,035795	0,100466994
433	208,9761266	6	5	7	0	1	0	209,983426	0,109581883
434	209,0125079	10	6	6	0	1	0	210,019811	0,127265095
444	209,0455203	10	10	5	0	0	0	210,052825	0,13489883
445	209,0488848	14	7	5	0	1	0	210,056196	0,165989856
447	209,0666477	14	7	7	0	0	0	210,073955	0,14732142
449	209,0819084	14	11	4	0	0	0	210,08921	0,120048632
450	209,0852726	18	8	4	0	1	0	210,092581	0,152569307
454	210,040796	9	9	5	1	0	0	211,048074	0,00714147
456	210,0771524	13	10	4	1	0	0	211,084459	0,143280673
458	210,9893654	8	9	2	0	2	0	211,996572	-0,331296428
460	211,001286	9	5	7	0	0	1	212,008592	0,139809555
461	211,0247832	8	9	6	0	0	0	212,03209	0,14358501
462	211,0281683	12	6	6	0	1	0	212,035461	0,076766997
464	211,0611835	12	10	5	0	0	0	212,068475	0,071069434
467	211,0645385	16	7	5	0	1	0	212,071846	0,146874485
471	211,0975528	16	11	4	0	0	0	212,10486	0,145430372
472	211,1339633	20	12	3	0	0	0	212,141245	0,024628912
473	212,0564092	11	9	5	1	0	0	213,063724	0,180612287
476	212,0928089	15	10	4	1	0	0	213,100109	0,11127203
478	212,1291933	19	11	3	1	0	0	213,136494	0,114081409
482	213,00738	10	5	7	0	1	0	214,014726	0,326279668
487	213,0768374	14	10	5	0	0	0	214,084125	0,052093881
488	213,1132033	18	11	4	0	0	0	214,12051	0,141708703
490	214,0356839	9	8	6	1	0	0	215,042989	0,133622561
492	214,0485648	14	5	6	1	0	1	215,055876	0,162112717
494	214,07207	13	9	5	1	0	0	215,079374	0,128461394
496	214,1448366	21	11	3	1	0	0	215,152144	0,144294843
499	214,9689	8	4	6	0	2	0	215,976232	0,258176814
500	214,9961947	9	4	8	0	0	1	216,003507	0,166514547
501	215,0019382	8	8	5	0	1	0	216,009246	0,145580062
506	215,056082	12	9	6	0	0	0	216,06339	0,1464734
510	215,0924744	16	10	5	0	0	0	216,099775	0,112044819
511	215,10369	16	9	4	2	0	0	216,111008	0,192930172
512	215,12886	20	11	4	0	0	0	216,13616	0,109236843
513	215,165242	24	12	3	0	0	0	216,172545	0,123161141
516	216,05133	11	8	6	1	0	0	217,058639	0,150427193
518	216,087714	15	9	5	1	0	0	217,095024	0,155029614
526	216,9812024	6	7	6	0	1	0	217,988511	0,147939061
534	217,071722	14	9	6	0	0	0	218,07904	0,191181015
535	217,08296	14	8	5	2	0	0	218,090273	0,168138457
536	217,1081105	18	10	5	0	0	0	218,115425	0,175027977
537	217,119365	18	9	4	2	0	0	218,126658	0,075995058
538	218,0128382	9	7	5	1	1	0	219,020145	0,138982622
540	218,04923	13	8	4	1	1	0	219,05653	0,107773816
541	218,0669839	13	8	6	1	0	0	219,074289	0,131152345
542	218,1033673	17	9	5	1	0	0	219,110674	0,138466435
544	218,9968533	8	7	6	0	1	0	220,004161	0,14246778
546	219,033236	12	8	5	0	1	0	220,040546	0,152944802
550	219,0509967	12	8	7	0	0	0	220,058305	0,145171654
552	219,0774656	12	11	3	2	0	0	220,084793	0,232337854
553	219,0873791	16	9	6	0	0	0	220,09469	0,157014953
554	219,102643	16	13	3	0	0	0	220,109945	0,116383795
559	220,0284803	11	7	5	1	1	0	221,035795	0,173613858
561	220,046246	11	7	7	1	0	0	221,053554	0,143151706
564	220,061505	11	11	4	1	0	0	221,068809	0,124965048
565	220,0648613	15	8	4	1	1	0	221,07218	0,191761609
566	220,0826307	15	8	6	1	0	0	221,089939	0,144491164
568	220,976065	6	6	7	0	1	0	221,983426	0,382394209
570	221,0125506	10	7	6	0	1	0	222,019811	-0,072846547
571	221,02381	10	6	5	2	1	0	222,031044	-0,192287013
573	221,0302598	10	7	8	0	0	0	222,03757	0,152467788
576	221,0489015	14	8	5	0	1	0	222,056196	0,081429939
579	221,0666477	14	8	7	0	0	0	222,073955	0,13932448
581	221,067915	10	9	3	4	0	0	222,075291	0,450087726
582	221,0852759	18	9	4	0	1	0	222,092581	0,129361832
583	221,1030363	18	9	6	0	0	0	222,11034	0,123019553
584	221,1182832	18	13	3	0	0	0	222,125595	0,159643037
585	222,0077549	9	6	6	1	1	0	223,01506	0,128824312
592	222,9319967	5	1	9	0	1	1	223,939193	-0,35975109
598	223,0247886	8	10	6	0	0	0	224,03209	0,11164677
599	223,028148	12	7	6	0	1	0	224,035461	0,163656446
603	223,0459085	12	7	8	0	0	0	224,05322	0,156918344
604	223,0472115	8	8	4	4	0	0	224,054556	0,304868099
605	223,061178	12	11	5	0	0	0	224,068475	0,09190303
607	223,0823	16	8	7	0	0	0	224,089605	0,127755525
608	223,1339325	20	13	3	0	0	0	224,141245	0,161338053
609	224,03151	7	8	5	3	0	0	225,038572	-0,957455518
610	224,0386317	11	10	3	1	1	0	225,045965	0,25352764
616	225,0074212	10	6	7	0	1	0	226,014726	0,125773614
617	225,0404274	10	10	6	0	0	0	226,04774	0,160415596
618	225,0438144	14	7	6	0	1	0	226,051111	0,089315933
620	225,0516621	10	9	5	2	0	0	226,058973	0,152853769
623	225,080183	18	8	5	0	1	0	226,087496	0,162164406
625	225,113175	18	12	4	0	0	0	226,12051	0,259869218
626	226,012202	10	5	7	1	0	1	227,019491	0,055306745
627	226,0356794	9	9	6	1	0	0	227,042989	0,146437037
630	226,072066	13	10	5	1	0	0	227,079374	0,139336081
632	226,1448292	21	12	3	1	0	0	227,152144	0,169360465
638	226,9866803	8	5	8	0	1	0	227,993991	0,150669611
639	226,9961667	9	5	8	0	0	1	228,003507	0,281061936
641	227,0196713	8	9	7	0	0	0	228,027005	0,251960481
642	227,0560783	12	10	6	0	0	0	228,06339	0,155027757
643	227,0673225	12	9	5	2	0	0	228,074623	0,105695515
644	227,0713291	12	14	3	0	0	0	228,078645	0,173513729
646	227,0924646	16	11	5	0	0	0	228,099775	0,149278379
648	227,1036919	16	10	4	2	0	0	228,111008	0,174369658
649	227,128851	20	12	4	0	0	0	228,13616	0,143090564
650	227,2016368	28	14	2	0	0	0	228,20893	0,073502986
652	228,0005383	11	5	5	1	2	0	229,007866	0,224560823
653	228,0335757	11	9	4	1	1	0	229,04088	0,121911857
654	228,0513258	11	9	6	1	0	0	229,058639	0,160928659
656	228,0877189	15	10	5	1	0	0	229,095024	0,125390339
659	228,1604863	23	12	3	1	0	0	229,167794	0,136745833
662	228,96599	6	4	9	0	1	0	229,973256	-0,045858341
663	228,9666312	10	5	4	0	3	0	229,974123	0,940310806
664	228,9755694	7	4	9	0	0	1	229,982772	-0,322741959
666	229,0023222	10	5	8	0	1	0	230,009641	0,18471425
667	229,0118433	11	5	8	0	0	1	230,019157	0,162436988
670	229,0353383	10	9	7	0	0	0	230,042655	0,175518735
671	229,0465664	10	8	6	2	0	0	230,053888	0,196903153
673	229,0717278	14	10	6	0	0	0	230,07904	0,155846358
674	229,082948	14	9	5	2	0	0	230,090273	0,211713662
676	229,0982091	14	13	2	2	0	0	230,105528	0,185073434
681	229,1081096	18	11	5	0	0	0	230,115425	0,169788811
685	229,1444981	22	12	4	0	0	0	230,15181	0,154487648
687	229,96207	9	4	4	1	3	0	230,969372	0,11088784
690	229,99893	5	5	4	5	1	0	231,006226	0,084782996
691	230,0128356	9	8	5	1	1	0	231,020145	0,143035476
692	230,0305953	9	8	7	1	0	0	231,037904	0,13998136
695	230,04922	13	9	4	1	1	0	231,05653	0,14562099
696	230,0669743	13	9	6	1	0	0	231,074289	0,16603858
697	230,0717545	13	7	2	5	1	0	231,078996	-0,152126476
699	230,1033603	17	10	5	1	0	0	231,110674	0,161666453
700	230,10813	17	8	1	5	1	0	231,115381	-0,110817479
705	230,1397452	21	11	4	1	0	0	231,147059	0,162075412
706	230,94607	8	4	5	0	3	0	231,953388	0,1796956
708	230,98155	8	4	9	0	1	0	231,988906	0,344183216
709	230,982275	12	5	4	0	3	0	231,989773	0,958947121
710	230,990545	8	7	3	2	2	0	231,997635	-0,807393006
711	230,9911056	9	4	9	0	0	1	231,998422	0,172733894
712	230,9968521	8	8	6	0	1	0	232,004161	0,140261632
715	231,0274994	13	5	8	0	0	1	232,034807	0,134615991
719	231,033092	12	9	5	0	1	0	232,040546	0,768287617
720	231,0387255	13	4	7	2	0	1	232,04604	0,164474564
721	231,0509963	12	9	7	0	0	0	232,058305	0,139363154
727	231,0873758	16	10	6	0	0	0	232,09469	0,163141728
728	231,10262	16	14	3	0	0	0	232,109945	0,209863436
734	231,9413383	7	3	5	1	3	0	232,948637	0,095713847
738	232,0284853	11	8	5	1	1	0	233,035795	0,14308586
743	232,061487	11	12	4	1	0	0	233,068809	0,196068687
745	232,0826225	15	9	6	1	0	0	233,089939	0,172352383
760	232,925362	6	3	6	0	3	0	233,932653	0,062251697
761	232,9761179	6	7	7	0	1	0	233,983426	0,135636202
762	232,9883175	10	7	1	2	3	0	233,995526	-0,291860212
764	232,997188	10	4	9	0	1	0	234,004556	0,392708448
765	233,0067413	11	4	9	0	0	1	234,014072	0,232611242
766	233,0125008	10	8	6	0	1	0	234,019811	0,144627413
767	233,030263	10	8	8	0	0	0	234,03757	0,130884271
768	233,03177	6	9	4	4	0	0	234,038906	-0,602922446
772	233,048835	14	9	5	0	1	0	234,056196	0,362584818
773	233,0666442	14	9	7	0	0	0	234,073955	0,147168185
774	233,0778714	14	8	6	2	0	0	234,085188	0,172045475
780	234,007749	9	7	6	1	1	0	235,01506	0,147430994
782	234,017261	10	7	6	1	0	1	235,024576	0,164517752
786	234,0618921	13	8	7	1	0	0	235,069204	0,151242025
798	234,9319963	5	2	9	0	1	1	235,939193	-0,339672877
799	234,9499329	8	6	0	2	4	0	235,957032	-0,755055053
801	234,9917586	8	7	7	0	1	0	235,999076	0,174048627
804	235,0281451	12	8	6	0	1	0	236,035461	0,167639469
806	235,0459033	12	8	8	0	0	0	236,05322	0,171030393
810	235,0645255	16	9	5	0	1	0	236,071846	0,187182612
812	235,07243	12	11	4	2	0	0	236,079708	0,006381012
813	235,075755	16	8	4	2	1	0	236,083079	0,202062482
814	235,0822986	16	9	7	0	0	0	236,089605	0,127189484
815	235,1186835	20	10	6	0	0	0	236,12599	0,127595118
818	236,0233921	11	7	6	1	1	0	237,03071	0,175406312
820	236,0564095	11	11	5	1	0	0	237,063724	0,160978446
821	236,0597782	15	8	5	1	1	0	237,067095	0,17071944
823	236,0775424	15	8	7	1	0	0	237,084854	0,14867994
824	236,0927892	15	12	4	1	0	0	237,100109	0,183402434
825	236,9476379	7	2	9	0	1	1	237,954843	-0,301332489
830	237,0074131	10	7	7	0	1	0	238,014726	0,15358167
832	237,040442	10	11	6	0	0	0	238,04774	0,090701814
833	237,0437952	14	8	6	0	1	0	238,051111	0,165792121
837	237,0615583	14	8	8	0	0	0	238,06887	0,148484617
838	237,0630232	10	9	4	4	0	0	238,070206	-0,3952537
841	237,0979448	18	9	7	0	0	0	238,105255	0,142135333
842	237,1496025	22	14	3	0	0	0	238,156895	0,067467956
846	238,0356711	9	10	6	1	0	0	239,042989	0,173923482
847	238,039045	13	7	6	1	1	0	239,04636	0,161738146
848	238,0471623	9	9	5	3	0	0	239,054222	-0,910744725
850	238,0655	13	10	2	3	1	0	239,072848	0,300337422
851	238,0720568	13	11	5	1	0	0	239,079374	0,170956615
852	238,0931586	17	8	7	1	0	0	239,100504	0,289382444
855	238,9866743	8	6	8	0	1	0	239,993991	0,168210187
857	239,0165488	12	6	4	2	2	0	240,02385	0,103340114
858	239,019665	8	10	7	0	0	0	240,027005	0,265668447
859	239,0230783	12	7	7	0	1	0	240,030376	0,088694357
860	239,0395856	8	12	0	4	1	0	240,046967	0,438839256
861	239,0560784	12	11	6	0	0	0	240,06339	0,146827452
862	239,0594419	16	8	6	0	1	0	240,066761	0,178198326
864	239,0673017	12	10	5	2	0	0	240,074623	0,187394894
870	239,9971955	7	9	5	1	1	0	241,004495	0,095834444
871	240,0335748	11	10	4	1	1	0	241,04088	0,119566592
872	240,051321	11	10	6	1	0	0	241,058639	0,172879669
875	240,0877153	15	11	5	1	0	0	241,095024	0,134117631
876	240,1604816	23	13	3	1	0	0	241,167794	0,149483356
877	240,966616	10	6	4	0	3	0	241,974123	0,956563126
879	240,981199	6	9	6	0	1	0	241,988511	0,147314375
881	240,99997	10	10	3	0	2	0	242,007137	-0,454357109
882	241,0023231	10	6	8	0	1	0	242,009641	0,171782547
883	241,0118419	11	6	8	0	0	1	242,019157	0,16015808
885	241,038635	14	7	7	0	1	0	242,046026	0,475027357
886	241,046577	10	9	6	2	0	0	242,053888	0,143125845
887	241,0482067	15	7	7	0	0	1	242,055542	0,243934549
888	241,0717009	14	11	6	0	0	0	242,07904	0,259673713
890	241,0829768	14	10	5	2	0	0	242,090273	0,081714598
891	241,0846317	19	8	6	0	0	1	242,091927	0,077980908
892	241,1081181	18	12	5	0	0	0	242,115425	0,126084499
893	241,1193491	18	11	4	2	0	0	242,126658	0,134373271
894	241,1444988	22	13	4	0	0	0	242,15181	0,143897104
895	241,2172679	30	15	2	0	0	0	242,22458	0,147584769
899	242,0306	9	9	7	1	0	0	243,037904	0,113621984
901	242,0669798	13	10	6	1	0	0	243,074289	0,13508656
902	242,078214	13	9	5	3	0	0	243,085522	0,130123217
903	242,0798594	18	7	6	1	0	1	243,087176	0,165647789
904	242,1033552	17	11	5	1	0	0	243,110674	0,174718738
905	242,1761376	25	13	3	1	0	0	243,183444	0,123463842
906	242,991118	9	5	9	0	0	1	243,998422	0,113172848
907	242,9968517	8	9	6	0	1	0	244,004161	0,134981155
909	243,017975	12	6	8	0	1	0	244,025291	0,162539391
910	243,0275071	13	6	8	0	0	1	244,034807	0,096285388
913	243,044487	12	9	4	2	1	0	244,051779	0,063774329
914	243,0509833	12	10	7	0	0	0	244,058305	0,185969178
915	243,0622256	12	9	6	2	0	0	244,069538	0,147698782
916	243,0637767	17	7	7	0	0	1	244,071192	0,571043216
917	243,0662478	12	14	4	0	0	0	244,07356	0,146873517
921	243,0873771	16	11	6	0	0	0	244,09469	0,149740373
924	243,0985633	16	10	5	2	0	0	244,105923	0,342247895
925	243,1237648	20	12	5	0	0	0	244,131075	0,13861251
929	244,014616	7	6	4	5	1	0	245,021876	-0,067618905
931	244,0284798	11	9	5	1	1	0	245,035795	0,158588022
932	244,0462433	11	9	7	1	0	0	245,053554	0,140137356
934	244,061498	11	13	4	1	0	0	245,068809	0,141357795
936	244,0826216	15	10	6	1	0	0	245,089939	0,167566183
937	244,0874052	15	8	2	5	1	0	245,094646	-0,146259104
941	244,1302643	19	10	4	3	0	0	245,137557	0,066358012
942	244,155402	23	12	4	1	0	0	245,162709	0,124920423
946	244,94309	6	4	8	0	2	0	245,950412	0,1857574
948	244,9615688	10	5	5	0	3	0	245,969038	0,78665339
950	244,9789056	7	7	4	2	1	1	245,986416	0,954775172
952	245,0067535	11	5	9	0	0	1	246,014072	0,171423817
954	245,0124741	10	9	6	0	1	0	246,019811	0,246518
956	245,023795	10	8	5	2	1	0	246,031044	-0,11223401
957	245,0302145	10	9	8	0	0	0	246,03757	0,322409115
958	245,033616	14	6	8	0	1	0	246,040941	0,197931987
961	245,0431429	15	6	8	0	0	1	246,050457	0,153442344
962	245,0447031	14	5	7	2	1	0	246,052174	0,793324007
968	245,0487583	14	10	5	0	1	0	246,056196	0,657827834
971	245,0778769	14	9	6	2	0	0	246,085188	0,141179594
972	245,0819055	14	14	4	0	0	0	246,08921	0,114247507
975	245,0931247	14	13	3	2	0	0	246,100443	0,170547391
976	245,1030306	18	11	6	0	0	0	246,11034	0,134229248
982	246,0077613	9	8	6	1	1	0	247,01506	0,090241047
983	246,0302843	9	6	4	5	1	0	247,037526	-0,141446022
984	246,0441648	13	9	5	1	1	0	247,051445	0,01503795
990	246,0618998	13	9	7	1	0	0	247,069204	0,112573287
992	246,077155	13	13	4	1	0	0	247,084459	0,111753555
994	246,0982733	17	10	6	1	0	0	247,105589	0,159285936
996	246,1169015	21	11	3	1	1	0	247,124215	0,150335041
997	246,93199	5	3	9	0	1	1	247,939193	-0,297652896
999	246,9772191	12	5	5	0	3	0	247,984688	0,779018611
1000	246,98333	9	8	5	0	1	1	247,990833	0,9170651
1004	246,9917611	8	8	7	0	1	0	247,999076	0,155470749
1005	246,9945667	9	7	4	2	1	1	248,002066	0,90204332
1006	247,02248	13	5	9	0	0	1	248,029722	-0,139663422
1007	247,0248917	8	12	6	0	0	0	248,03209	-0,316567388
1011	247,0403693	16	9	0	2	3	0	248,047561	-0,343263853
1015	247,0571642	12	8	7	2	0	0	248,064453	0,049786046
1018	247,0822898	16	10	7	0	0	0	248,089605	0,156627956
1019	247,0935292	16	9	6	2	0	0	248,100838	0,130719715
1022	247,1186727	20	11	6	0	0	0	248,12599	0,165102834
1023	247,155044	24	12	5	0	0	0	248,162375	0,220509309
1028	248,041126	11	8	8	1	0	0	249,048469	0,26810063
1029	248,0459321	11	6	4	5	1	0	249,053176	-0,131427289
1030	248,05643	11	12	5	1	0	0	249,063724	0,070548459
1032	248,0775481	15	9	7	1	0	0	249,084854	0,118511315
1035	248,9476408	7	3	9	0	1	1	249,954843	-0,298456422
1037	248,9655872	10	7	0	2	4	0	249,972682	-0,729820272
1039	248,97105	6	7	8	0	1	0	249,978341	0,0582397
1041	249,0008886	10	7	4	2	2	0	250,0082	0,140160123
1042	249,0074108	10	8	7	0	1	0	250,014726	0,155417037
1043	249,0251652	10	8	9	0	0	0	250,032485	0,173877979
1044	249,03085	14	7	0	4	3	0	250,038059	-0,271050829
1045	249,040625	10	12	6	0	0	0	250,04774	-0,648488995
1048	249,0436677	14	9	6	0	1	0	250,051111	0,669761612
1049	249,049264	10	15	0	2	1	0	250,056469	-0,287091876
1050	249,05504	14	8	5	2	1	0	250,062344	0,110417348
1051	249,0591567	14	13	3	0	1	0	250,066366	-0,269815489
1052	249,0615557	14	9	8	0	0	0	250,06887	0,151769687
1055	249,0801752	18	10	5	0	1	0	250,087496	0,177854348
1056	249,0979495	18	10	7	0	0	0	250,105255	0,116420054
1057	249,1132093	18	14	4	0	0	0	250,12051	0,097144578
1058	249,13432	22	11	6	0	0	0	250,14164	0,174604576
1061	249,9792821	10	3	8	1	1	1	250,986477	-0,326427158
1063	250,0390476	13	8	6	1	1	0	251,04636	0,143577554
1065	250,0568004	13	8	8	1	0	0	251,064119	0,16836172
1066	250,0720825	13	12	5	1	0	0	251,079374	0,059982702
1067	250,0931905	17	9	7	1	0	0	251,100504	0,14794483
1068	250,9269074	5	2	10	0	1	1	251,934108	-0,302478613
1069	250,9353349	5	5	4	2	2	1	251,942837	0,899035591
1071	250,9448452	8	6	1	2	4	0	251,951947	-0,696169397
1072	250,963205	9	3	9	0	1	1	251,970493	0,045823449
1074	251,01971	8	11	7	0	0	0	252,027005	0,073699387
1076	251,0230663	12	8	7	0	1	0	252,030376	0,132258745
1077	251,0408183	12	8	9	0	0	0	252,048135	0,160133296
1078	251,0465617	16	7	0	4	3	0	252,053709	-0,514645832
1079	251,056078	12	12	6	0	0	0	252,06339	0,141402651
1080	251,0594486	16	9	6	0	1	0	252,066761	0,142994
1083	251,077205	16	9	8	0	0	0	252,08452	0,153339265
1084	251,0958283	20	10	5	0	1	0	252,103146	0,164080756
1085	251,103656	16	12	4	2	0	0	252,111008	0,300672553
1086	251,1135942	20	10	7	0	0	0	252,120905	0,136591551
1092	252,0183164	11	7	7	1	1	0	253,025625	0,127371678
1093	252,0264254	7	9	6	3	0	0	253,033487	-0,85268909
1095	252,0513262	11	11	6	1	0	0	253,058639	0,144018265
1096	252,0547024	15	8	6	1	1	0	253,06201	0,123385899
1098	252,062548	11	10	5	3	0	0	253,069872	0,188445255
1102	252,0991988	15	11	4	3	0	0	253,106257	-0,865929722
1108	252,9425585	7	2	10	0	1	1	253,949758	-0,304417034
1112	252,9509792	7	5	4	2	2	1	253,958487	0,914405587
1113	252,9520765	8	2	10	0	0	2	253,959274	-0,31231222
1114	252,9604965	10	6	1	2	4	0	253,967597	-0,695761294
1120	253,0023271	10	7	8	0	1	0	254,009641	0,147824706
1122	253,0353406	10	11	7	0	0	0	254,042655	0,149781427
1123	253,0387098	14	8	7	0	1	0	254,046026	0,156892966
1124	253,046575	10	10	6	2	0	0	254,053888	0,1442422
1127	253,0564721	14	8	9	0	0	0	254,063785	0,14384139
1129	253,0717292	14	12	6	0	0	0	254,07904	0,135534678
1131	253,0928569	18	9	8	0	0	0	254,10017	0,144610935
1133	253,1114856	22	10	5	0	1	0	254,118796	0,133933059
