ID	MI	H	C	O	N	S	P	MN	ERROR
4544	360,0089138	15	11	1	5	4	0	361,015944	-0,684150195
4545	360,02407	15	9	12	1	1	0	361,0315	0,4263602
4546	360,0338013	16	9	12	1	0	1	361,041016	-0,171650579
4547	360,06189	15	11	7	5	1	0	361,069221	0,151362844
4548	360,0652691	19	8	7	5	2	0	361,072592	0,128865508
4549	360,0983689	19	12	6	5	1	0	361,105606	-0,109414559
4550	360,1017254	23	9	6	5	2	0	361,108977	-0,069147132
4551	360,1088392	19	18	7	1	0	0	361,116154	0,106356723
4552	360,1122357	23	15	7	1	1	0	361,119525	0,035544473
4556	360,1412024	23	14	8	3	0	0	361,148517	0,105791828
4558	360,1775862	27	15	7	3	0	0	361,184902	0,10911283
4559	360,192955	27	19	4	3	0	0	361,200157	-0,206833627
4562	360,9482845	8	6	12	2	0	2	361,955252	-0,85607905
4563	360,9550625	14	9	7	0	4	0	361,962239	-0,277042873
4565	360,9725011	14	9	9	0	3	0	361,979998	0,610572453
4566	360,9814521	14	12	3	2	4	0	361,988727	-0,004432361
4567	360,9848596	10	16	6	0	2	0	361,991882	-0,703908134
4568	361,0013867	11	10	7	4	1	1	362,008609	-0,15013795
4570	361,0079967	11	11	10	2	0	1	362,015135	-0,382817151
4571	361,0178574	15	9	13	0	0	1	362,025032	-0,282257586
4572	361,0262606	15	12	7	2	1	1	362,033761	0,620176108
4575	361,0583404	18	11	2	6	3	0	362,065337	-0,77522158
4578	361,0906183	23	11	11	0	0	1	362,097802	-0,256999266
4579	361,0947363	22	12	1	6	3	0	362,101722	-0,805329474
4580	361,1122183	22	12	3	6	2	0	362,119481	-0,038215269
4581	361,1139954	22	15	10	0	0	0	362,1213	0,077814757
4583	361,1364634	22	13	8	4	0	0	362,143766	0,072271844
4584	361,14456	22	23	4	0	0	0	362,15181	-0,073377824
4585	361,1503725	26	16	9	0	0	0	362,157685	0,09968146
4586	361,18086	26	24	3	0	0	0	362,188195	0,161968689
4587	361,1867668	30	17	8	0	0	0	362,19407	0,073922969
4588	361,223159	34	18	7	0	0	0	362,230455	0,053983247
4589	362,003655	14	11	5	3	2	1	363,011251	0,882586995
4590	362,0223	17	9	10	1	2	0	363,029391	-0,512399637
4592	362,029545	10	13	6	5	0	1	363,036872	0,139491358
4593	362,041185	13	10	8	5	1	0	363,048486	0,067671854
4594	362,048845	17	12	6	3	2	0	363,055879	-0,669799574
4595	362,0507036	14	10	8	5	0	1	363,058002	0,060488762
4596	362,0550338	17	13	9	1	1	0	363,062405	0,261562377
4597	362,0776205	17	11	7	5	1	0	363,084871	-0,071807812
4598	362,0840918	17	12	10	3	0	0	363,091397	0,079263349
4599	362,0980993	26	10	5	3	2	1	363,105151	-0,620826621
4600	362,10264	21	13	7	3	1	0	363,110023	0,294115416
4601	362,1204921	21	13	9	3	0	0	363,127782	0,037004256
4603	362,1754556	29	15	5	3	1	0	363,182793	0,168150516
4604	362,927816	10	6	8	2	2	2	363,935384	0,803189375
4605	362,936145	9	6	10	2	2	1	363,943627	0,566214984
4606	362,9374075	13	7	5	2	4	1	363,944494	-0,523506521
4608	362,9881823	16	9	9	0	3	0	363,995648	0,521228818
4611	362,99984	14	7	11	2	0	2	364,007287	0,469696956
4612	363,0005825	20	9	3	2	5	0	364,007748	-0,305784727
4614	363,0055392	13	11	8	2	1	1	364,013026	0,579329667
4615	363,009012	17	8	8	2	2	1	364,016397	0,298890562
4616	363,0153833	17	9	11	0	1	1	364,022923	0,725037619
4617	363,0180927	12	16	8	0	1	0	364,025291	-0,215416307
4618	363,023356	13	11	10	2	0	1	364,030785	0,420082988
4619	363,0246662	20	10	8	0	3	0	364,032033	0,248743366
4620	363,0334998	17	9	13	0	0	1	364,040682	-0,25975571
4621	363,03484	13	10	9	4	0	1	364,042018	-0,271323895
4623	363,0419268	17	12	7	2	1	1	364,049411	0,572109902
4624	363,0496745	13	14	6	4	0	1	364,057273	0,886930184
4625	363,0543702	16	17	7	0	1	0	364,061676	0,080704159
4626	363,0568888	16	13	12	0	0	0	364,06418	0,040489521
4627	363,0602678	20	10	12	0	1	0	364,067551	0,018454236
4628	363,0697787	21	10	12	0	0	1	364,077067	0,032500639
4629	363,074014	20	11	2	6	3	0	364,080987	-0,835918413
4630	363,1063212	25	11	11	0	0	1	364,113452	-0,401260044
4631	363,110357	24	12	1	6	3	0	364,117372	-0,720167253
4632	363,1119608	24	15	8	0	1	0	364,119191	-0,127508898
4633	363,1296283	24	15	10	0	0	0	364,13695	0,124473441
4634	363,148355	28	16	7	0	1	0	364,155576	-0,152830125
4635	363,1660431	28	16	9	0	0	0	364,173335	0,042404844
4636	363,2387998	36	18	7	0	0	0	364,246105	0,079011377
4637	363,96578	15	8	7	1	4	0	364,973138	0,2239221
4638	363,9925294	15	11	3	3	4	0	364,999626	-0,494241157
4642	364,01026	15	11	5	3	3	0	365,017385	-0,416197233
4645	364,0492738	19	8	9	3	2	0	365,056274	-0,758963771
4646	364,0531925	19	13	7	1	2	0	365,060296	-0,475205508
4647	364,0568998	15	10	8	5	1	0	365,064136	-0,110696994
4648	364,060241	19	7	8	5	2	0	365,067507	-0,028841381
4649	364,0650446	20	9	12	1	0	1	365,072316	-0,014008486
4650	364,0707918	19	13	9	1	1	0	365,078055	-0,036531358
4651	364,077335	24	9	6	3	2	1	365,084416	-0,536974116
4652	364,081955	19	12	8	3	1	0	365,089288	0,155184816
4653	364,0932947	19	11	7	5	1	0	365,100521	-0,137876769
4654	364,1185367	23	13	7	3	1	0	365,125673	-0,385039595
4655	364,1248929	23	14	10	1	0	0	365,132199	0,081290783
4656	364,1514143	23	17	6	3	0	0	365,158687	-0,01043522
4658	364,1877545	27	18	5	3	0	0	365,195072	0,112579281
4659	364,8898651	8	5	7	2	3	2	365,89689	-0,6895236
4664	364,9435533	12	6	8	2	2	2	365,951034	0,559538273
4665	364,9530626	15	7	5	2	4	1	365,960144	-0,53458958
4666	364,9941023	14	11	6	2	3	0	366,001401	0,060822897
4668	365,0030208	14	14	0	4	4	0	366,01013	-0,458352581
4669	365,0042794	16	8	12	0	0	2	366,011704	0,405748503
4670	365,0052275	20	9	7	0	2	2	366,012571	0,183558981
4671	365,007985	14	6	10	4	2	0	366,015138	-0,338348877
4673	365,0127773	18	12	3	2	4	0	366,020027	-0,073422093
4674	365,01557	16	7	11	2	0	2	366,022937	0,247934568
4675	365,01625	22	9	3	2	5	0	366,023398	-0,352039246
4676	365,01774	11	14	8	2	0	1	366,025305	0,79037192
4677	365,0211965	15	11	8	2	1	1	366,028676	0,556131779
4678	365,022675	11	12	4	6	1	1	366,030012	0,165743101
4679	365,0314478	19	9	11	0	1	1	366,038573	-0,414485008
4680	365,0337533	14	16	8	0	1	0	366,040941	-0,243265235
4681	365,03743	10	13	9	4	0	0	366,044781	0,204088619
4682	365,0393628	18	9	13	0	1	0	366,046816	0,484057153
4683	365,0410236	14	10	9	4	1	0	366,048152	-0,40570799
4684	365,047665	15	14	4	4	1	1	366,055164	0,609509075
4685	365,0491163	19	9	13	0	0	1	366,056332	-0,166552958
4688	365,0575928	19	12	7	2	1	1	366,065061	0,525122345
4689	365,0660647	18	12	9	2	1	0	366,073304	-0,101899375
4691	365,0725544	18	13	12	0	0	0	366,07983	-0,002465263
4692	365,074698	18	15	3	4	2	0	366,082033	0,160241153
4693	365,0757773	22	10	12	0	1	0	366,083201	0,4032038
4694	365,085434	23	10	12	0	0	1	366,092717	0,017804052
4695	365,0896723	22	11	2	6	3	0	366,096637	-0,854037487
4696	365,0989989	18	16	8	2	0	0	366,106318	0,116680668
4697	365,1089867	22	14	11	0	0	0	366,116215	-0,132015393
4698	365,1259829	26	12	1	6	3	0	366,133022	-0,650186964
4699	365,1275698	26	15	8	0	1	0	366,134841	-0,014515475
4700	365,1354332	22	17	7	2	0	0	366,142703	-0,018349356
4701	365,145296	26	15	10	0	0	0	366,1526	0,07531248
4702	365,1639268	30	16	7	0	1	0	366,171226	0,062163858
4703	365,181699	30	16	9	0	0	0	366,188985	0,026014447
4705	365,998562	14	10	6	3	2	1	367,006166	0,894811458
4710	366,035928	19	8	11	1	0	2	367,043338	0,364718163
4711	366,0372102	17	10	4	5	3	0	367,044268	-0,597480596
4713	366,05236	17	14	1	5	3	0	367,059523	-0,310065028
4714	366,053615	21	9	10	1	2	0	367,060691	-0,54773427
4715	366,0565905	22	8	7	3	2	1	367,063681	-0,508118415
4716	366,062132	21	12	4	3	3	0	367,06942	0,031415431
4717	366,0725483	17	10	8	5	1	0	367,079786	-0,105989931
4721	366,1194365	21	17	8	1	0	0	367,126719	0,016388095
4722	366,1222233	22	16	5	3	0	1	367,129709	0,57139356
4723	366,12294	25	14	8	1	1	0	367,13009	-0,345512477
4724	366,1306937	21	16	7	3	0	0	367,137952	-0,049709028
4725	366,1405419	25	14	10	1	0	0	367,147849	0,083574458
4726	366,16694	25	17	6	3	0	0	367,174337	0,329084762
4727	366,1769453	29	15	9	1	0	0	367,184234	0,033317225
4729	366,8946823	5	4	12	2	2	1	367,902157	0,540209228
4732	366,90335	13	7	5	0	5	1	367,910417	-0,570995385
4733	366,9054446	10	5	7	2	3	2	367,91254	-0,493587904
4735	366,9133087	9	5	9	2	3	1	367,920783	0,539091629
4738	366,9228133	10	5	9	2	2	2	367,930299	0,570146835
4742	366,928885	12	7	9	0	4	0	367,936419	0,70177037
4743	366,92963	10	6	12	0	1	2	367,936825	-0,222113483
4747	366,9419585	6	6	7	6	1	2	367,949394	0,433310848
4748	366,9448827	10	10	9	0	1	2	367,95208	-0,215836276
4751	367,0072977	13	11	12	0	0	1	368,014467	-0,29209237
4752	367,0108906	17	8	12	0	1	1	368,017838	-0,89670444
4753	367,013165	12	15	9	0	1	0	368,020206	-0,641666767
4754	367,0184287	13	10	11	2	0	1	368,0257	-0,014168226
4755	367,0196792	20	9	9	0	3	0	368,026948	-0,020979802
4756	367,020825	22	9	7	0	2	2	368,028221	0,325594497
4758	367,023598	16	6	10	4	2	0	368,030788	-0,235679724
4759	367,0247727	18	6	8	4	1	2	368,032061	0,032150417
4760	367,0284223	20	12	3	2	4	0	368,035677	-0,059395949
4761	367,0312	18	7	11	2	0	2	368,038587	0,301064233
4762	367,0324219	16	9	4	6	3	0	368,039517	-0,494234511
4763	367,0346725	20	13	6	0	3	0	368,042203	0,692032234
4764	367,0368463	17	11	8	2	1	1	368,044326	0,553622585
4765	367,03823	13	12	4	6	1	1	368,045662	0,42366141
4766	367,03894	16	10	7	4	2	0	368,046043	-0,472702112
4767	367,039735	20	11	2	4	4	0	368,04691	-0,276536893
4768	367,0462884	18	11	8	2	0	2	368,053842	0,754945083
4769	367,0494123	16	16	8	0	1	0	368,056591	-0,26644921
4770	367,0518108	16	12	13	0	0	0	368,059095	0,020977965
4771	367,0539105	16	14	4	4	2	0	368,061298	0,302407803
4772	367,055021	20	9	13	0	1	0	368,062466	0,459059032
4773	367,0567033	16	10	9	4	1	0	368,063802	-0,484394058
4774	367,05804	21	8	10	2	1	1	368,065456	0,380048744
4775	367,0587267	17	16	8	0	0	1	368,066107	0,282788456
4776	367,0647044	21	9	13	0	0	1	368,071982	0,002996747
4777	367,0661133	17	10	9	4	0	1	368,073318	-0,195605128
4779	367,070055	17	15	7	2	0	1	368,07734	0,023156342
4780	367,0881829	20	13	12	0	0	0	368,09548	0,056117303
4781	367,1053085	24	11	2	6	3	0	368,112287	-0,811756831
4782	367,1068328	24	14	9	0	1	0	368,114106	-0,008989209
4784	367,1246626	24	14	11	0	0	0	368,131865	-0,201838837
4786	367,139705	24	18	8	0	0	0	368,14712	0,377240451
4787	367,1431792	28	15	8	0	1	0	368,150491	0,096147766
4788	367,16097	28	15	10	0	0	0	368,16825	0,009532604
4789	367,2159333	36	17	6	0	1	0	368,223261	0,139427482
4790	367,2312529	36	21	3	0	1	0	368,238516	-0,03648927
4798	368,0143082	16	10	6	3	2	1	369,021816	0,628507777
4799	368,0228092	15	10	8	3	2	0	369,030059	-0,072549856
4803	368,040234	12	12	7	5	0	1	369,047437	-0,199706466
4804	368,04487	15	15	8	1	1	0	369,05184	-0,832779588
4805	368,0498944	16	10	10	3	0	1	369,057334	0,443146242
4809	368,0565254	19	15	2	3	3	0	369,06394	0,375213965
4811	368,059326	19	11	7	3	2	0	369,066444	-0,430637283
4812	368,065684	19	12	10	1	1	0	369,07297	0,02581061
4815	368,0882347	19	10	8	5	1	0	369,095436	-0,204298883
4816	368,0987015	19	16	9	1	0	0	369,105984	0,016299976
4818	368,10091	19	18	0	5	2	0	369,108187	0,001358323
4819	368,10156	20	15	6	3	0	1	369,108974	0,373538077
4820	368,1198245	23	13	11	1	0	0	369,127114	0,035314587
4823	368,146395	23	16	7	3	0	0	369,153602	-0,188783631
4824	368,1562081	27	14	10	1	0	0	369,163499	0,03911383
4830	368,9090275	8	5	13	0	1	2	369,91609	-0,58008915
4833	368,920366	8	4	12	2	1	2	369,927323	-0,866041309
4838	368,9715367	12	9	8	2	1	2	369,978963	0,405993212
4839	368,9995935	16	7	13	0	0	2	370,006619	-0,680218014
4840	369,01307	11	13	9	2	0	1	370,02022	-0,342806404
4841	369,0235975	19	12	7	0	2	1	370,030984	0,29808383
4842	369,0285654	14	15	9	0	1	0	370,035856	0,038208423
4843	369,031395	15	14	6	2	1	1	370,038846	0,472859274
4845	369,0343456	18	14	0	4	4	0	370,04143	-0,520548026
4846	369,035715	20	8	12	0	0	2	370,043004	0,033872059
4848	369,04269	15	13	5	4	1	1	370,050079	0,304842688
4849	369,0441313	22	12	3	2	4	0	370,051327	-0,218944053
4850	369,0486618	19	6	10	4	1	1	370,055954	0,042541813
4851	369,0538372	15	12	4	6	1	1	370,061312	0,53731969
4853	369,05773	14	14	10	2	0	0	370,064848	-0,429472289
4854	369,0584375	18	15	5	2	2	0	370,065715	0,002709598
4856	369,060455	15	13	7	4	0	1	370,067838	0,288570525
4857	369,06115	18	11	10	2	1	0	370,068219	-0,562237766
4858	369,061885	20	11	8	2	0	2	370,069492	0,895512968
4859	369,0625775	18	20	3	0	2	0	370,069737	-0,317019509
4860	369,0674502	18	12	13	0	0	0	370,074745	0,04958443
4861	369,070998	23	12	5	2	2	1	370,078602	0,887362354
4862	369,0717821	15	12	6	6	0	1	370,079071	0,033597799
4863	369,0737856	18	19	2	2	2	0	370,08097	-0,249543659
4865	369,07525	19	9	6	6	1	1	370,082442	-0,228950652
4868	369,0815953	19	10	9	4	0	1	370,088968	0,260646904
4870	369,0972886	22	12	9	2	1	0	370,104604	0,105392256
4871	369,1020589	22	10	5	6	2	0	370,109311	-0,066106382
4872	369,1038465	22	13	12	0	0	0	370,11113	0,018964852
4875	369,140224	26	14	11	0	0	0	370,147515	0,039280464
4876	369,1778825	26	16	6	4	0	0	370,185236	0,208571498
4878	369,9406317	11	5	12	1	1	2	370,947724	-0,497917979
4879	369,950195	6	6	10	5	1	1	370,957303	-0,455466922
4880	369,9851467	14	6	13	1	1	1	370,992352	-0,192440195
4881	369,99487	15	6	13	1	0	2	371,001868	-0,752713705
4882	370,00931	17	11	7	1	3	0	371,016717	0,352693704
4883	370,018905	18	11	7	1	2	1	371,026233	0,139182058
4884	370,028425	19	11	7	1	1	2	371,035749	0,1283685
4886	370,0333243	14	14	9	1	0	1	371,040621	0,054589675
4889	370,0721774	21	15	2	3	3	0	371,07959	0,367765961
4890	370,0730012	22	12	8	1	1	1	371,080377	0,268325366
4891	370,0742935	18	13	4	5	1	1	371,081713	0,386408749
4892	370,08134	21	12	10	1	1	0	371,08862	0,00945738
4893	370,084985	18	19	5	1	0	1	371,092261	-0,001351041
4894	370,0990853	21	12	12	1	0	0	371,106379	0,046474039
4896	370,114294	21	16	9	1	0	0	371,121634	0,171568594
4897	370,150733	25	17	8	1	0	0	371,158019	0,025665219
4898	370,1619659	25	16	7	3	0	0	371,169252	0,025934593
4906	370,916085	11	5	11	0	1	3	371,923497	0,365311605
4907	370,9334575	13	6	10	0	3	1	371,94085	0,312724456
4908	370,9424265	13	9	4	2	4	1	371,949579	-0,334283793
4909	370,9602346	13	9	6	2	3	1	371,967338	-0,466627052
4910	370,969985	8	10	4	6	3	0	371,976917	-0,928647421
4911	370,9775895	13	9	8	2	2	1	371,985097	0,622678735
4912	370,9871127	14	9	8	2	1	2	371,994613	0,603255093
4914	371,0139791	17	10	7	2	2	1	372,021482	0,610219223
4916	371,02311	12	18	7	0	1	0	372,030376	-0,028300125
4918	371,0288267	16	11	12	0	1	0	372,036251	0,398351639
4920	371,0352544	16	18	1	2	3	0	372,042476	-0,147964398
4921	371,06206	16	15	11	0	0	0	372,069265	-0,192690176
4922	371,0654155	20	12	11	0	1	0	372,072636	-0,150916809
4924	371,0740029	20	15	5	2	2	0	372,081365	0,230681696
4926	371,0830858	20	12	13	0	0	0	372,090395	0,088120419
4928	371,119465	24	13	12	0	0	0	372,12678	0,103740169
4929	371,1281333	24	16	6	2	1	0	372,135509	0,267293057
4930	371,134744	24	17	9	0	0	0	372,142035	0,039069367
4931	371,1380659	28	14	9	0	1	0	372,145406	0,171364769
4932	371,1588489	29	13	8	2	0	1	372,166155	0,079750214
4933	371,2299667	32	17	5	4	0	0	372,237271	0,07488619
4934	371,2438716	36	20	6	0	0	0	372,25119	0,112863803
4935	371,9466843	12	5	12	1	2	1	372,953858	-0,276383774
4936	371,9561413	13	5	12	1	1	2	372,963374	-0,117755833
4937	371,991812	16	9	5	3	3	1	372,998972	-0,313179034
4938	372,0717903	19	10	10	3	1	0	373,079118	0,137607834
4939	372,0748964	20	9	7	5	1	1	373,082108	-0,174427278
4940	372,076195	19	15	8	1	1	0	373,08314	-0,890947337
4941	372,0813084	20	10	10	3	0	1	373,088634	0,131960387
4942	372,0863885	16	16	4	5	0	1	373,093992	0,878827398
4943	372,1016617	23	10	6	5	2	0	373,108977	0,104272568
4944	372,1047738	19	14	9	3	0	0	373,112132	0,219561768
4945	372,1107185	23	13	0	7	3	0	373,117706	-0,776651169
4947	372,13476	23	14	5	5	1	0	373,141991	-0,12226755
4948	372,1413063	23	15	8	3	0	0	373,148517	-0,176814588
4950	372,1663825	27	17	8	1	0	0	373,173669	0,026869702
4951	372,188794	27	15	6	5	0	0	373,196135	0,173299116
4952	372,2139732	31	17	6	3	0	0	373,221287	0,100211166
4955	372,9014333	8	8	9	0	2	2	373,908501	-0,559933801
4956	372,9491072	15	6	10	0	3	1	373,9565	0,311838697
4957	372,9580565	15	9	4	2	4	1	373,965229	-0,27885181
4958	372,9847992	15	6	14	0	1	1	373,992018	-0,154698017
4959	372,98739	10	13	11	0	1	0	373,994386	-0,752036714
4960	372,9943202	16	6	14	0	0	2	374,001534	-0,168099103
4961	373,0056633	14	14	8	0	2	0	374,013012	0,193562707
4962	373,0709467	18	14	8	2	1	0	374,078389	0,444419293
4963	373,0775881	18	15	11	0	0	0	374,084915	0,135092525
4964	373,092153	22	11	10	2	1	0	374,099519	0,239887057
4965	373,0987089	22	12	13	0	0	0	374,106045	0,159743224
4966	373,1017192	23	11	10	2	0	1	374,109035	0,105333194
4967	373,1139756	22	16	10	0	0	0	374,1213	0,128378986
4968	373,131115	26	14	0	6	3	0	374,138107	-0,762467148
4969	373,1351119	26	13	12	0	0	0	374,14243	0,111487753
4970	373,150355	26	17	9	0	0	0	374,157685	0,143373821
4971	373,1689948	30	18	6	0	1	0	374,176311	0,106386105
4972	373,1728402	26	15	7	4	0	0	374,180151	0,091914505
4973	373,186743	30	18	8	0	0	0	374,19407	0,135320973
4974	373,2092191	30	16	6	4	0	0	374,216536	0,108250262
4975	373,217305	30	26	2	0	0	0	374,22458	-0,004019106
4976	373,99505	14	9	11	1	1	1	375,002522	0,522733918
4977	374,0405274	21	11	7	1	3	0	375,048017	0,569724035
4978	374,0550759	17	14	9	1	1	0	375,062405	0,140620983
4979	374,057996	18	13	6	3	1	1	375,065395	0,327489216
4980	374,0776611	17	12	7	5	1	0	375,084871	-0,178037928
4981	374,085025	21	14	5	3	2	0	375,092264	-0,1002446
4982	374,0870752	18	12	7	5	0	1	375,094387	0,094363048
4984	374,1140177	21	13	6	5	1	0	375,121256	-0,102107919
4985	374,1172914	25	10	6	5	2	0	375,124627	0,157971823
4986	374,1221219	26	12	10	1	0	1	375,129436	0,100501933
4987	374,127837	25	16	7	1	1	0	375,135175	0,164382288
4988	374,13172	21	13	8	5	0	0	375,139015	0,049447823
4990	374,1568494	25	15	8	3	0	0	375,164167	0,109846968
4992	374,9283996	13	5	11	0	3	1	375,935765	0,237111883
4996	374,96472	14	8	7	2	2	2	375,971769	-0,606724115
4997	374,9881546	16	10	9	0	3	0	375,995648	0,578417936
4998	374,9971025	13	9	14	0	0	1	376,004297	-0,218668404
4999	375,0005013	12	17	6	0	2	0	376,007532	-0,65546622
5000	375,0027557	12	13	11	0	1	0	376,010036	0,010133259
5001	375,0054955	13	12	8	2	1	1	376,013026	0,677322949
5002	375,01428	12	12	10	2	1	0	376,021269	-0,766638061
5003	375,0180325	12	17	8	0	1	0	376,025291	-0,047997694
5005	375,0246776	20	11	8	0	3	0	376,032033	0,210386111
5006	375,0333919	17	10	13	0	0	1	376,040682	0,036263436
5007	375,0419269	17	13	7	2	1	1	376,049411	0,553537805
5008	375,06025	20	11	12	0	1	0	376,067551	0,065322834
5009	375,0698914	21	11	12	0	0	1	376,077067	-0,269016601
5010	375,074	20	12	2	6	3	0	376,080987	-0,771848284
5011	375,081075	21	10	11	2	0	1	376,0883	-0,137303667
5014	375,0933925	20	15	11	0	0	0	376,100565	-0,277264359
5015	375,09653	24	12	11	0	1	0	376,103936	0,345244344
5016	375,106242	25	12	11	0	0	1	376,113452	-0,177283138
5017	375,1103908	24	13	1	6	3	0	376,117372	-0,787235544
5018	375,1143329	24	12	13	0	0	0	376,121695	0,22819704
5019	375,1157092	20	13	9	4	0	0	376,123031	0,120762723
5021	375,129629	24	16	10	0	0	0	376,13695	0,118625646
5022	375,160211	24	24	4	0	0	0	376,16746	-0,073302022
5023	375,1647417	24	22	0	4	1	0	376,172167	0,3966256
5024	375,166064	28	17	9	0	0	0	376,173335	-0,014660175
5025	375,1846558	32	18	6	0	1	0	376,191961	0,07649566
5026	375,202338	32	18	8	0	0	0	376,20972	0,281181538
5027	375,9317722	8	6	10	3	2	1	376,938876	-0,459392081
5029	375,99153	11	11	8	3	2	0	376,998759	-0,126332649
5030	376,00051	11	14	2	5	3	0	377,007488	-0,793882532
5031	376,0288367	16	9	13	1	0	1	377,035931	-0,484537542
5032	376,0569044	15	11	8	5	1	0	377,064136	-0,119396838
5033	376,0662667	16	11	8	5	0	1	377,073652	0,28931063
5035	376,0918867	23	11	11	1	1	0	377,099185	0,057964555
5036	376,0931033	19	12	7	5	1	0	377,100521	0,375438809
5037	376,09964	19	13	10	3	0	0	377,107047	0,346982397
5038	376,101454	24	11	11	1	0	1	377,108701	-0,078436289
5039	376,1137825	28	11	5	3	2	1	377,120801	-0,685963102
5040	376,1361288	23	14	9	3	0	0	377,143432	0,070984934
5041	376,1514133	23	18	6	3	0	0	377,158687	-0,007443811
5042	376,1547529	27	15	6	3	1	0	377,162058	0,076032531
5045	376,9265531	13	4	12	0	1	3	377,934062	0,616565362
5047	376,93695	11	3	13	2	2	1	377,944022	-0,542531346
5050	376,99517	15	9	12	0	1	1	378,002188	-0,685685647
5051	377,003861	18	10	9	0	3	0	378,011298	0,425724902
5052	377,0127796	15	9	14	0	0	1	378,019947	-0,289380195
5053	377,0212136	15	12	8	2	1	1	378,028676	0,49307546
5054	377,0337259	14	17	8	0	1	0	378,040941	-0,16285018
5055	377,0490835	19	10	13	0	0	1	378,056332	-0,074260894
5056	377,0532852	18	11	3	6	3	0	378,060252	-0,821369993
5057	377,07748	18	12	8	4	1	0	378,084537	-0,582108822
5058	377,07898	23	10	9	2	1	1	378,086191	-0,173703693
5060	377,0819433	18	10	4	8	2	0	378,089244	0,064177028
5062	377,088625	18	11	7	6	1	0	378,09577	-0,34872451
5063	377,089275	14	19	5	4	0	0	378,096421	-0,346072015
5064	377,0901825	23	9	8	4	1	1	378,097424	-0,092816002
5065	377,0921467	26	16	4	0	3	0	378,099323	-0,265717617
5066	377,1201414	22	14	10	2	0	0	378,127448	0,079815407
5067	377,1300038	26	12	13	0	0	0	378,137345	0,171558848
5068	377,1453148	26	16	10	0	0	0	378,1526	0,023068031
5069	377,150045	26	14	6	4	1	0	378,157307	-0,038446238
5070	377,1639	30	17	7	0	1	0	378,171226	0,13124266
5071	377,180379	26	22	0	4	1	0	378,187817	0,428176914
5072	377,181686	30	17	9	0	0	0	378,188985	0,059652946
5074	377,2180577	34	18	8	0	0	0	378,22537	0,09490531
5075	377,9388671	11	6	8	3	2	2	378,946283	0,368842585
5076	378,00304	14	16	4	1	2	1	379,010188	-0,339944471
5077	378,0161045	13	14	2	5	3	0	379,023138	-0,642830169
5078	378,0567933	18	17	5	1	1	1	379,064332	0,69354611
5079	378,0712074	21	10	12	1	1	0	379,07845	-0,089665657
5080	378,0726176	17	11	8	5	1	0	379,079786	-0,285923989
5081	378,0807179	22	10	12	1	0	1	379,087966	-0,07511624
5084	378,1089679	21	12	7	5	1	0	379,116171	-0,194123971
5086	378,167072	25	18	6	3	0	0	379,174337	-0,03040984
5087	378,2034143	29	19	5	3	0	0	379,210722	0,082495282
5088	378,9592448	14	7	8	2	2	2	379,966684	0,429333582
5089	378,9687779	17	8	5	2	4	1	379,975794	-0,687128318
5091	378,9831163	16	9	10	0	3	0	379,990563	0,449096322
5092	378,984595	12	10	6	4	3	0	379,991899	0,072562311
5093	378,9861	17	8	7	2	3	1	379,993553	0,465716072
5094	378,9868941	12	6	11	4	2	0	379,994403	0,613213441
5095	378,9883525	14	6	9	4	1	2	379,995676	0,12401435
5097	378,995815	18	8	7	2	2	2	380,003069	-0,059367414
5098	378,9973167	12	12	12	0	1	0	380,004951	0,944069117
5099	379,0107477	17	9	12	0	1	1	380,017838	-0,491279186
5100	379,0194926	20	10	9	0	3	0	380,026948	0,472007163
5101	379,0284425	17	9	14	0	0	1	380,035597	-0,321875684
5103	379,0496817	22	9	8	2	1	2	380,057213	0,672206945
5104	379,0552667	20	10	13	0	1	0	380,062466	-0,203664274
5105	379,0647735	21	10	13	0	0	1	380,071982	-0,179388899
5106	379,06896	20	11	3	6	3	0	380,075902	-0,882425971
5107	379,0790225	22	8	9	4	0	2	380,086205	-0,247969467
5109	379,08487	24	10	9	2	2	0	380,092325	0,470870589
5110	379,0864071	20	11	5	6	2	0	380,093661	-0,059617018
5111	379,087175	16	19	3	4	1	0	380,094312	-0,367989371
5114	379,1012381	25	11	12	0	0	1	380,108367	-0,389342061
5116	379,1053356	24	12	2	6	3	0	380,112287	-0,857546039
5117	379,1148133	20	17	8	2	0	0	380,121968	-0,321274809
5118	379,1431785	28	16	8	0	1	0	380,150491	0,094950928
5119	379,1609825	28	16	10	0	0	0	380,16825	-0,02373662
5120	379,1973517	32	17	9	0	0	0	380,204635	0,017932615
5122	379,233738	36	18	8	0	0	0	380,24102	0,014502929
5125	379,996864	16	11	4	3	3	1	381,004057	-0,219738704
5126	380,0317587	15	14	2	5	3	0	381,038788	-0,650472375
5128	380,0613079	16	10	9	5	0	1	381,068567	-0,045782089
5129	380,0656741	19	13	10	1	1	0	381,07297	0,051043807
5130	380,07226	24	9	7	3	2	1	381,079331	-0,54068695
5132	380,0881794	19	11	8	5	1	0	381,095436	-0,052356274
5133	380,09323	23	17	1	3	3	0	381,100325	-0,477514653
5135	380,1198833	23	14	11	1	0	0	381,127114	-0,120488318
5136	380,1463394	23	17	7	3	0	0	381,153602	-0,036564867
5137	380,1562315	27	15	10	1	0	0	381,163499	-0,023674477
5139	380,9211254	12	6	7	2	3	2	381,92819	-0,55628345
5142	380,94804	15	7	6	2	4	1	381,955059	-0,675945659
