ID	Mass	C1_1682_POS.asc	C1_1686_POS.asc	C1_1690_POS.asc	C1_1696_POS.asc	C1_1697_POS.asc	C1_1700_POS.asc	C1_1710_POS.asc	C1_1713_POS.asc	C1_1718_POS.asc	C1_1729_POS.asc	C1_1730_POS.asc	D4_1687_POS.asc	D4_1688_POS.asc	D4_1694_POS.asc	D4_1704_POS.asc	D4_1706_POS.asc	D4_1720_POS.asc	D4_1725_POS.asc	D4_1726_POS.asc	D4_1732_POS.asc	D4_1733_POS.asc	D4_1683_POS.asc	D4_1685_POS.asc	D4_1689_POS.asc	D4_1691_POS.asc	D4_1692_POS.asc	D4_1693_POS.asc	D4_1699_POS.asc	D4_1701_POS.asc	D4_1702_POS.asc	D4_1703_POS.asc	D4_1707_POS.asc	D4_1708_POS.asc	D4_1714_POS.asc	D4_1715_POS.asc	D4_1719_POS.asc	D4_1727_POS.asc	D4_1731_POS.asc	C2_1684_POS.asc	C2_1711_POS.asc	C2_1712_POS.asc	C2_1716_POS.asc	C2_1717_POS.asc	C2_1721_POS.asc	C2_1722_POS.asc	C2_1724_POS.asc	C2_1728_POS.asc	1723_POS_UNKNOWN.asc	D3_1695_POS.asc	D3_1698_POS.asc	D3_1709_POS.asc
920	229.992052889	1	1	1	1	1	11361008	1	1	8809853.1	5050946.8	17758210	1	15010248	1	1	1	1	1	1	1	1	1	1	1	4795037.9	1	1	1	1	8160620.9	1	1	1	1	1	4716951.6	30093224	1	1	1	1	1	1	1	1	1	1	1	1	1	1
921	229.993397846	1	1	14173246	1	8086504.5	7596531.8	5824229.2	1	6812160.8	7878982.5	1	5174421.9	1	1	1	1	1	1	13135977	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4903362.3	1	7056404.3	1	7737842.3	1	7792600	6535673.4	1	1	1	1	1	1
922	229.994917256	8198110	5501541.7	9418819.2	9021518.3	6176365	5763128.1	8236777.6	5144220.6	7784708.7	1	10415626	11389978	6464976.8	1	5255167.1	6894361.1	5648378.4	11924607	11286893	13437156	1	7419424.9	5074422.4	1	5135142	5275440.8	8572887.3	4852226.8	1	7893621.4	4592823.5	4689795.2	7574651.8	8384272.8	10376314	6399647.6	1	11202246	11132494	26205208	9709513.9	20643831	11790903	18861276	14437374	9696648.2	7515129.8	15735601	6816591.2	1	1
923	230.006944	1	1	1	4966257.4	1	1	1	1	1	1	1	1	1	1	1	5875258.7	1	1	1	1	1	1	1	1	4641931	1	1	1	7039781	1	6189400.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6614126.5	5240291.2	1
924	230.019237784	5876518	19159718	9375114.7	14712085	1	9523515.1	11628078	11322594	1	1	1	12165472	31009812	62105837	1	1	1	7293374.8	6662830.8	6084647.1	1	1	11847482	4629998.7	23687792	13164150	20665887	21951299	9011271.6	43343807	1	24909004	5473857.2	24883796	1	34812902	1	15465228	16611727	13578842	5342729.7	5801915.5	19358072	1	1	5219787.2	4534584.8	14542198	24507023	41512579	22228315
925	230.0305188	72338503	33642692	23997356	30069557	17475663	14832474	12023375	38847746	7878118.7	13894571	37112948	26857344	62147634	92451084	136780650	13599866	60193501	46769373	45572301	98431814	152553850	1	19656281	18272907	39589522	26634390	39938112	27552096	132516710	127603680	135551260	91213038	118174430	126090870	246109660	84354054	30687239	49307437	64766894	79634553	34650663	144412250	37291926	63215430	56674915	47800810	83693142	148941210	46245548	75100833	77433209
926	230.033686692	1	1	4850868.3	6221118.7	8529239.4	1	4930007.2	1	1	7203763.9	1	1	5629243.4	1	9711217.5	1	5923302.3	1	1	1	1	6167056.9	5560929.9	1	1	4651294.9	5028937.3	1	4725616.3	1	1	4710776	5447785.8	6408316.5	7443684.7	1	1	1	4864310.9	5093441.8	5382575.9	4729827.8	5942430.8	1	4873580	4615410.6	4631006.3	6692765.7	1	1	1
927	230.040186857	8481379.9	8066270	1	1	1	1	1	1	25507969	1	15216274	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21070723	5140095.1	1	1	1	22593167	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
928	230.041728828	1	6794209.8	4824780.4	5399638.4	1	1	1	4742306.2	1	1	1	7011999.8	1	15919916	8120968.9	10417816	10020477	9164794.1	10447339	1	20254098	1	9419127.5	6192167.4	13704884	8038582.3	13888097	9388413.9	23601543	22866947	7350328.4	10056464	7143168.1	26409619	9090554.9	17225254	1	1	1	1	1	1	1	4933607.1	1	1	6463602.7	1	4685641.7	1	1
929	230.051527429	8265605.6	32303356	1	6370674.6	1	1	6393738.3	5798846.3	22078112	1	9972147.4	1	6780268.3	24859463	1	5688754.1	13359384	38851860	31353094	7124864.4	35095977	1	21140626	11793344	24908497	1	50383997	18952600	44147619	57521185	1	1	21600540	97910446	33182230	36939842	34884668	15207273	1	5918514.3	1	1	28543951	7010436.2	1	9566755.9	4994445.5	1	9420386.8	5787479.6	1
930	230.05312025	1	1	6637037.8	1	5995277.1	7778648.8	7083918.7	7088962.4	1	8030697	7358648	10277313	1	1	8544810	1	1	1	8858378	1	1	1	1	1	1	4773334.3	1	1	1	1	1	1	1	1	1	1	1	8274413.1	1	1	6738786.9	5215259.3	1	6897544.5	7261219.6	1	1	1	1	1	1
931	230.055566	1	1	1	1	1	1	4538133.2	1	1	1	1	1	1	1	4858225.6	1	1	1	1	1	1	1	1	1	1	1	4775113.9	1	1	1	1	12070970	5748903.3	1	1	1	1	1	1	6821820.3	1	9624738	1	1	5788330.1	1	1	7582683.8	1	7377377.8	1
932	230.066738667	7759282.7	9652260.5	8445462	1	6275507.1	8740030.6	8772533.3	1	7654602.1	7192078.2	13090529	6548583.7	1	4853233.7	7737042.4	1	1	5952828.2	7016494.9	1	4935373.6	1	1	5432550.3	1	1	6328746.5	5305535.9	1	1	1	8447707.3	6283591	1	5202239.6	1	1	1	1	7866586.3	9855878.7	9436353	5321847.6	8563633	6610889.9	7883853.8	4935091.6	9620475.4	1	1	1
933	230.072831	7464389.1	6583349	1	7016880.1	1	5690063.3	1	1	1	1	1	5521144.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6066976.9	9423083.4	1	8170193.7	1	11597763	1	1	1	1	1	6167310.9	1
934	230.074548118	7388362.1	6053177.2	1	10568629	1	9098196.1	1	1	1	1	1	5656573.6	1	1	5522408.9	1	1	1	1	1	1	1	1	1	6458646.6	1	1	4976340.1	6502372.6	1	1	1	1	1	1	1	1	1	7402021.4	31828208	1	27813592	6649357.1	26105800	10582240	1	1	15688209	1	9062163.2	1
935	230.076646353	289166540	325089600	85507123	468341690	99502798	511706070	352248530	321814920	97312998	347280940	333946110	297001480	108766390	142870930	343370740	62371830	104506210	432550230	410244430	121029570	75524581	24035853	75810007	38295295	284147490	44055322	112662730	138667480	153738220	172192880	221845910	121898360	188810080	162156280	202520150	145712270	114191480	101362610	333777960	2439653600	221884060	2202881800	294269970	1905154000	965853930	311032430	155094730	1298614800	119905060	550253340	309529080
936	230.079994	1	1	1	1	1	5882340.5	1	1	1	1	4933639.4	6053389.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10038528	1	15848166	4896283.6	15350743	1	1	1	7108129.6	1	1	1
937	230.112743524	18642235	1	9747868.9	5946659.7	1	1	1	4711276.3	1	1	1	1	5241877.4	1	1	1	1	1	1	4899497.9	7411259.7	1	1	6155352.9	1	4918657.6	6746673.7	4741433.3	6170448.1	1	1	35664358	1	1	13003966	1	1	1	1	5115607.2	4805376.2	7286083.1	8151155.7	4656953.6	11843405	1	1	18328189	1	1	1
938	230.126678167	1	1	5386053.5	5718603.9	1	1	1	1	1	1	6943636.3	1	1	5798681	1	1	1	4549338.5	1	1	1	1	1	1	1	1	4851418.4	1	4813176	1	5482914.4	4657552.7	4657520.4	1	1	1	1	1	1	1	1	5468010.3	1	5717474.4	1	1	1	1	1	1	1
939	230.134059556	1	1	1	1	1	5357561.7	1	1	1	5133509.3	1	1	1	1	8528791	1	1	1	5507812.5	1	1	1	1	5157774.3	1	5694141.8	1	1	1	1	6416439	1	1	1	1	1	1	6149205.4	1	1	1	1	1	1	1	1	1	1	1	6064430.4	1
940	230.137899319	61259141	15639010	19029735	18454125	13462391	23594628	11665280	14937141	24090510	12626640	15109558	7092403	7887451.3	6338104.6	9413794.9	10103452	20076553	1	1	13930352	8635255.9	20071614	12875392	29012888	5965270.2	12953801	10809980	21371003	9824919.4	14640424	44327489	58467890	21586960	13712799	19356419	11209019	1	4667872.7	10401745	14119323	12583490	23378314	19187895	27435140	59319188	7667473.8	30708588	27238084	12924613	9153464.1	1
941	230.1516765	13487022	5122310.4	6334991.6	6296980.1	1	1	1	5032796	4643892.4	1	8170975.5	1	1	1	6221515.3	1	4462383.1	1	1	5599638.4	5151769.3	1	1	6732730.5	1	9924592.6	6545700.9	4818335.5	5649086.7	4890961.6	11160935	7174619.8	6414391.1	1	8187176.3	4920418	1	1	5473269.8	1	1	6156592.8	1	1	4735163.1	1	4686992.6	7024362.4	1	7113436.1	1
942	230.154098167	10495413	1	6900246.9	7082395.6	1	1	1	5760611.1	1	1	7122918.6	1	1	1	5681106.3	1	4885046.1	1	1	6524317	5803295	1	1	7604672.7	1	7675639.1	5084843.6	6113061.5	7064773.2	4637400.8	10542702	5877858.6	1	1	7343406.9	4910953.7	1	1	4769020.6	1	1	1	4476258.4	1	4785858.1	1	1	7333617.4	1	5571426.8	1
943	230.163080316	7485648	1	1	5006837.4	1	1	5483462.7	1	1	4637204.5	1	4880891	7616672.4	1	1	1	1	6422586	1	8529590	1	1	1	4879958.5	1	7223312.9	1	1	1	4767093.2	9938310.5	9404286.2	6307799.7	6564070.1	1	1	1	1	1	1	1	1	6059771.2	5519054.6	1	1	1	7579530.9	14774791	1	1
944	230.965124	1	1	8424306.1	1	1	11596673	8746935.4	1	9612925.1	5809065.7	4901357.8	11334908	1	1	1	1	1	1	13159088	1	1	1	1	1	8736682.4	1	6883597.4	1	1	1	1	1	1	1	1	1	1	6212782.5	1	5945063.9	10818258	7891507.2	1	20975650	10472141	10583557	5024340.7	1	4791618.6	1	1
945	230.971612333	28553016	21035159	134393480	22901224	7018620.2	8299539.8	7270089.7	8095374.1	9935247.4	12342204	13597058	37974031	22732391	26760032	134092350	10050163	14359848	6909338.7	1	20111235	61086290	39940656	17811072	130317260	37512638	30768422	23601952	23252249	21205466	12318745	29364038	37927954	24980818	99571904	14335995	15580835	1	10638785	11291311	9199737.1	1	32177350	11829380	6625588.9	17131744	7650582.5	11658726	9191165.1	12599380	187391040	96973655
946	230.973527333	4854078.1	1	1	1	1	1	5261262.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9089731.6	1	1	1	1	6867551.8	1	1	1	1	1	5190888.9	1	11167942	1	1	1	1	1	1	1	1	1	1	1	1	1
947	230.981268783	5999188.6	7894193	9522338.4	1	1	1	1	6650537.8	1	9019861.9	5094302.7	1	1	7323515.9	4885912.4	1	7779139.3	1	1	1	7701609	1	12839834	7838175.8	1	6645057.7	5522365.8	1	1	4928695.2	1	13238831	4696429.3	1	1	12971712	1	1	1	1	1	5705184.7	1	1	7634427.5	1	7066239	5080600.1	4880109	1	1
948	230.98857525	1	1	1	1	4633772.1	8001731.1	1	1	6730942.4	1	17329589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5598850.5	1	1	1	1	1	1	1	1	1	1	8065895.5	1	5274565.3	1	6016302.1	1	1	1
949	231.023243333	1	1	1	1	1	1	1	1	1	1	5899293.6	5030948.2	1	1	1	1	1	6360355.6	9033550.2	6177043.7	1	1	1	1	5916763.8	1	7319738.5	1	1	1	1	1	6404325.2	1	1	1	1	1	4887356.1	1	8928364.3	1	5189904.5	11937999	4662515.6	8160422.7	1	1	5863260.2	1	1
950	231.029813231	4846758.2	5051827.8	1	1	1	1	1	1	1	1	1	1	4888232.4	7580292.2	1	1	1	1	1	1	1	1	1	1	1	9315022	5696974.1	1	6679424.3	8030667.9	7935208	1	7219832.6	1	1	6181708.3	1	1	1	1	1	1	1	1	1	1	1	1	7460589.6	14908377	1
951	231.033858118	1	1	1	1	1	1	1	1	1	1	1	1	1	6058511.4	10095604	1	5494486.8	1	1	5112881.5	10276328	1	1	1	1	1	1	1	9838732.3	6543192.1	9513971.4	5858767.1	8451331.7	7181807.1	16012968	4748760.8	1	1	1	6292003.5	1	8596087	1	1	1	1	6048392.7	8050861.9	1	1	1
952	231.037420111	1	1	7341897	8377768.3	6049843.3	1	1	6402635.2	1	1	4933959.9	1	1	1	1	1	7670752.8	1	1	6608186.9	1	1	1	1	1	11225316	5157285.4	1	1	5456739.7	1	5780697.6	1	1	1	1	1	9560703.4	1	1	1	6224001.4	5383862.5	10788090	8105628.4	1	6486161.7	6542008.3	1	1	1
953	231.040991917	10609672	6251345.3	1	1	1	1	1	1	1	4801402.3	1	1	1	7747747.8	5920264.9	5393968.5	1	1	1	5834309.7	7522809.7	1	6585536.4	1	1	10273262	6025967.1	1	4684704.3	5432302.6	9389575.1	13063397	1	5704067.4	1	4845484.5	1	4955017.9	9094508.7	5632438.9	1	9013899.3	1	1	9338022.9	1	5534043.8	1	1	4926518	1
954	231.050752936	18074149	4832107.7	10024561	8938447.5	5403161.2	10806129	15245229	8260465.8	9369707	4946580.8	8265328.6	13763316	5703619.9	12280384	14639909	6710603.1	1	18552173	12266649	11254625	7631633	1	4841179.4	1	8347823.8	6165259.6	10093580	6201323.4	20087484	33410060	9677602.5	12016130	16857652	8739742.8	18374359	11276425	14914047	15903910	7545991.6	15079250	13445558	9892007.3	14096475	18159906	8548290.8	63728883	7543220.7	6915038.4	17998117	10691344	1
955	231.056559455	7601206	7702395.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4670869.4	1	1	16081521	1	1	1	5941534.5	1	1	1	1	8452812.8	5146909.7	1	1	1	1	5918694.5	1	1	5055543	1	1	1	5029624.5	1	1	1	1	1	1	1	5473823	1
956	231.08000166	26827900	28170682	7523783.6	40205093	9924266.4	46282435	29632001	30380230	9339068.4	29903078	29191369	26581320	8314773.1	15007890	28559228	5884570.9	9881944.8	37078971	34314217	9907890.6	6521175.9	1	8151980.7	1	25194249	1	10042979	11195705	15665168	12325478	18111860	10106716	14064776	14207473	15737895	13222878	1	9682426.8	31110871	211637150	16677124	184154620	25025707	157574010	80487958	27687236	15284993	112198960	10389618	49107293	27804796
957	231.081804417	5106433.7	7717823.2	1	10257194	7014318.8	4660296.8	5554181.3	5346827.7	4762049.3	6222826.2	10686158	1	5184986.4	4911127.3	1	1	7040605.8	9317823.8	1	1	1	1	1	14663134	1	7298148.2	1	6895677.9	1	1	1	1	6356109.7	1	7822892.8	1	1	1	1	1	1	1	5866799.4	13719422	1	6503881	5705350.2	14714678	1	1	1
958	231.087124	1	1	1	1	1	1	5055124.9	1	1	1	4804702.6	1	1	1	1	6963630.3	1	6538958	1	1	1	1	1	1	5794591.4	1	1	1	1	6386043.7	1	1	1	1	1	1	1	14499599	1	1	1	1	1	8554126.5	6970411.1	4897623.9	1	1	1	1	1
959	231.121950667	5812857.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4843715.1	1	1	1	5359784.8	1	1	8559336.8	5279836	1	1	1	1	1	1	1	1	1	4692722.2	1	1	1	1	1	1	1	1	1
960	231.141339714	7086132.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5489012.3	1	1	1	1	1	1	5856159	6918166.6	1	1	1	1	1	1	1	5217737.3	4680744	1	1	1	8023238.3	1	1	1	1	1	1
961	231.1470748	105793860	46554223	186220690	62050281	44228197	37646207	32287425	30397832	26547319	40717726	72108436	12116234	50848849	102174030	94050371	31825746	47457046	41417838	11650976	57010031	98431995	1	17927783	35293571	54268887	14884385	31178027	56600812	76326864	51657012	101866800	41419304	101377860	62028462	70603233	54673569	117425910	95623101	34156431	25114714	42036663	102988470	100876130	58747970	48430807	100021760	57199025	63679985	82673187	23217677	35113265
962	231.799781419	1	1	49606698	1	18238855	28647082	19409433	37446890	41571220	23356586	10039121	13305714	1	1	8559063.7	26685519	8099658.6	1	33171354	5705370.5	1	1	18689413	1	22645675	8503944.6	24376524	1	1	7705616.5	1	16020470	4663065.4	5796069	1	1	1	10401575	4688786.1	12109918	1	14844934	7964245	14708203	7739695.9	12830497	10473572	1	1	1	1
963	231.837770829	4901218.8	4753720	15493276	7301080.1	7936881.3	1	5488518.1	15509849	7367678.7	8936467.3	9184708.7	1	6919396.6	15837945	12862537	7914680.1	7987637.7	8464807.1	1	18822405	1	1	8844272.2	1	7453984.5	8846583.6	17530686	18804769	9782929.1	15637894	7723451.6	17731690	9442310.8	11067729	7013474.7	8894080.4	1	9539734.1	22586620	9878215.3	1	15285364	7696060.9	5987806.2	5987229.1	9606539	11449289	6855591.2	7750478	1	1
964	231.8472862	60635520	46300114	127670460	99708916	84559372	105500460	50362018	264328560	130608150	84973870	115749350	27647485	53478400	66628884	84383846	209599190	61931217	40763329	51978268	59537184	51075747	9760820.4	97237003	7337587.9	116274240	7099155.5	92650843	24118331	88543148	93460899	194460890	104716940	78989090	161329770	32576893	151521440	1	48553905	147386130	49988577	29365513	90600079	54173399	49679482	65353401	65885606	181317860	43950530	77270375	49625419	92619934
965	231.876447824	1	1	30548240	4945995	8825693.8	11100290	9557494.3	28776905	18791019	13482367	7535162.6	7584593.5	1	5466087.1	7369788	20933922	6358819.6	1	10441581	5012850.7	1	1	17452636	1	15232152	6158696.2	12374194	1	1	9106429.9	5877288.1	11343329	1	5513662.9	1	8079346.2	1	7378182.2	7798374.5	6182705.7	1	8926179	6560038.7	8348370.4	7765261.1	10510840	14956334	1	1	1	1
966	231.936216273	1	1	1	1	1	1	11178915	1	1	1	5978352.2	6665471.7	1	12350482	51994991	1	1	9487791.6	8934160.6	31906844	1	1	9786116.2	1	35590480	1	1	1	7435437.1	8109750.4	9915856.4	1	15186467	8030312.8	1	6461602.3	1	1	5803531.5	13835991	1	18833295	1	7135878.5	1	1	1	6599617.3	1	4801078.5	1
967	231.951478074	12660923	5635437.2	4663153.7	6393384.4	1	4644437.2	1	1	10292541	1	13700895	1	20147494	5672892.8	5308059.9	1	1	7500760.7	1	1	5126817.6	1	1	1	9933183.6	1	1	1	15934169	6376710.4	30277115	1	12409678	10164884	8116383.9	10891470	1	5931746.1	4835766	1	1	1	1	1	4973542.3	1	5727476.1	6845933.1	19176573	11326048	1
968	231.952986857	1	1	1	1	6109493.7	1	1	7239335.6	1	1	5810595.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7718365.5	6446826.6	1	1	4919890.8	1	1	5962066.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
969	231.965309556	1	1	1	1	1	1	1	1	1	1	1	1	1	8874084.2	1	4708375	1	1	1	1	1	1	6384085.2	1	1	1	4717629.8	1	5678593.1	1	7439393.6	1	1	1	1	4694518.6	1	5168778.7	1	1	1	1	1	1	1	1	1	1	1	9649028.4	1
970	231.972415429	1	1	1	1	1	5699984.7	1	1	1	1	11671391	1	25733473	1	1	1	1	1	1	1	1	17445797	1	1	1	1	1	1	1	1	1	1	5159306.4	1	1	1	20814617	1	1	1	1	5209975.2	1	1	1	1	1	1	1	1	1
971	231.978223574	32132876	49527094	50378305	47544695	32894844	79358113	33371165	44385009	10749832	46793369	66761585	19413882	1	8300681.8	15414252	11594298	21548613	44296481	28961156	79800466	1	66366902	84179322	17158594	113419730	71439505	46555877	1	18140454	17657145	28484166	49445914	20739740	23774688	5314666.9	27859484	30654248	222585140	31177856	133422410	77621866	366109700	47034430	218828290	374675510	156012310	47949371	24503098	20576965	6704614.9	1
972	231.986221647	8314147.4	6217803	5125081.4	8727182.5	9495698.4	4780088.3	1	5403144.5	8074911	5369903.5	8155529.4	1	7674759.8	10055584	8626180.4	9598800.8	7183707	1	1	14163625	6072438.8	1	8862864.3	1	8514794.6	1	12461821	7245487.7	8991549.6	7178833.8	8139356.9	7529266.4	12884147	7166199.1	6736897	8023603.8	1	5244487	1	1	1	5431070.9	10963284	1	1	1	6063184.4	1	6815833.9	1	1
973	231.998524	8282697	7361644.2	1	1	1	1	1	1	1	1	1	1	1	8921539.5	1	4691187.4	1	1	1	1	1	1	1	6199221.3	1	8346572.1	1	6448080.5	7909473	5357944	5547391.2	6088664.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4924276.7	1	6320861	1
974	231.999147333	1	1	1	1	1	1	1	1	1	1	1	5504696	1	1	1	1	1	5276505.1	10488510	4957773.6	1	1	1	1	1	1	4878243.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4967504.5	1	1	1	1	1
975	232.00904307	1	6469257.1	25846942	10512594	34285523	32784633	35530870	15034699	38172127	17405679	37157839	27527125	1	1	13158473	10086288	10171036	18560371	45139417	23942889	1	1	9632976.5	5831952.2	17016113	12617451	18779457	5263852.5	6379135.7	15026072	7425436.9	11325048	13775093	7712567.8	6674752.9	4660855.1	1	18032010	8950740.8	40366497	76110525	34486368	16425618	35800675	26429581	45566829	12005005	26818451	5493910.9	1	1
976	232.011329263	1	4708751.1	5557284.3	1	4624985.2	5747839.5	1	7097937.5	1	1	1	1	1	1	8102991.4	1	5791906.5	1	1	1	1	1	1	1	4779576.7	10492402	7857480.1	1	1	5799583.8	5652643.7	7250047.6	1	4893118.7	1	5452797.6	1	5786256.3	4776666.9	1	1	1	1	1	1	1	6238866.4	4555673	1	1	1
977	232.013689714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5533498.1	1	5045405.8	1	1	1	1	5154809.2	1	7214247	1	6615046.7	1	1	1	1	1	1	1	1	1	1	8404127.2	1	1	1	1	1	1	5249541.4	1
978	232.028625739	6586531.9	5165246.9	1	1	1	1	1	1	1	1	1	1	5977087.5	8136473.6	10647939	1	4958547.6	1	1	6823744.7	12244574	1	1	1	1	1	1	1	10284471	9968341.1	11492308	6188853.4	9108269.1	6528367.9	19025272	4844208.3	1	1	4680267.3	7437015.5	1	10533529	1	1	1	1	6023360.1	12243915	4789195	5507117.2	1
979	232.032377333	5757743.3	6768840.3	17725156	19974679	15217684	31326522	23135418	14591375	37329440	47942447	33113110	30494745	12890634	5553444.1	13052046	7222351.7	12768478	13822387	32320026	28283179	1	1	1	1	17302137	12360752	16408200	1	7518147	11163872	9141470.7	11677888	10712888	16538746	1	8829115.5	1	24572366	11756822	8752865.8	19636476	11055011	14234322	24296617	23040721	11866542	10690762	13006038	11530581	1	1
980	232.034881083	6847671	12323279	9535979.1	12963615	7128859.3	15241538	12488129	10135190	11756839	5350453.8	9471773.6	11054880	16697361	23723307	7264149.3	8711383	6703077.9	10223033	11712288	19339059	18470510	1	10322457	4981009.8	15371393	11119927	25380239	14983218	18088394	17598953	8791270.1	21851336	11567679	22212738	8421384.8	15340227	1	15229909	7888924.5	11196392	9407746.3	10275755	13210841	25278129	6295127.6	4926005.9	7755728.5	10828253	12497500	28263230	1
981	232.038053	1	1	1	5360807.7	1	4650570.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6788671.8	5597464.6	1	5848019.2	1	1	1	4861128.5	1	1	1	1	1	1	1	1	1	1	1	4690784.7	5337790.8	1	5353958.2	1	5126597.9	1
982	232.043592718	7598032.8	8490726.9	11658245	9075000.6	8412979.9	13158234	16470746	9712815.7	10359872	6746446.4	17710648	9971257.9	10201130	1	5843632.4	1	6439422.4	8050384.8	7420728.6	24239435	1	1	8421169.6	1	1	1	6598056.8	5824585.9	1	5214211.5	1	8626914.8	23540056	1	10557858	5334748.2	16721358	10107631	5294260.5	12421377	21279514	20679876	9242608.7	29125323	19472113	22795214	6245095.9	17781750	11690356	1	1
983	232.045992333	1	5028973.2	4742156.7	1	1	1	5976288.7	1	1	1	1	8961344.4	6445104.9	8718154.9	1	1	1	6791639.3	15125567	5362513.6	1	1	1	1	8474787.5	1	8298672.4	1	1	11476491	1	1	1	7875745.1	1	1	1	7397621.7	1	1	1	1	8533751.1	1	1	4665812.1	1	5305085.2	7894650	1	1
984	232.055900078	72172534	52128264	63576874	96817757	149493850	48512381	63699198	42895315	107523680	66489201	57842782	67305566	42772045	30940007	151556820	52049169	32746785	113677810	69128794	107256170	49720481	20435611	35876436	43264648	54435522	77712756	65298382	71307882	70187527	65788970	112054050	54041865	107682170	81792189	145460160	47678208	67995630	59615763	25839959	59604515	63849275	85183719	62021907	57509616	43901205	35518448	81206025	103161880	61212564	30459766	73148119
985	232.065812333	25565204	26727459	9122120.5	22408314	22493299	74686873	24371482	20230128	57433726	74597261	242242680	8455802.6	477121130	16227204	30157554	7363116.4	56949054	17035788	12221814	38710666	13868986	1	32857712	55928481	39264993	22095249	9923052.1	16710277	21563940	133098570	9806908.8	9227303.2	95138201	11227354	27512800	123071260	635973640	67334704	8479346.3	11739710	1	7459331.7	12541486	25108238	8232753.6	12475404	105362210	25928758	13759919	1	36607730
986	232.0672915	1	1	11674700	1	9266550.1	1	1	1	1	1	6121601.3	5083391	1	1	1	1	1	1	10787193	1	1	1	1	1	1	1	1	1	1	1	1	1	4620830	1	1	5436193.9	1	1	1	7426625.6	6091097.2	6088968	4542003.2	1	7960501.3	1	1	1	1	1	1
987	232.068720875	1	1	1	1	5662714.8	1	5347618.7	1	10097543	5261460.4	10828933	5672323	1	1	5031802.5	1	1	1	1	1	1	1	5458936.4	1	1	1	8566261	1	1	1	1	1	6682272.7	1	1	1	1	8245048.3	1	1	16427358	5120012.8	1	5439126.6	6093753.9	5358228.5	1	1	1	1	1
988	232.071202387	8523813	1	1	6617993.6	5176962	1	6710570	1	1	1	4786828.3	6472842.1	6999671.8	5062034.9	1	5831099.2	6632269.2	1	5945220.3	6353049.5	8872391	1	5242110.9	1	5079536.7	6235808.5	6797691.7	1	28149299	8565849.1	1	1	5271464.1	1	1	6154541.6	1	13541439	1	46614094	6571491.7	7500819.5	8511036.2	7980958.9	6457025.2	1	6394417.2	6049349	5941948.5	1	1
989	232.080023333	1	1	10309747	1	4815834.6	1	5688643.4	1	1	1	7350823.6	1	1	1	1	1	1	1	6138524.7	5248946.5	1	7726306	1	1	5764300.1	1	1	1	1	1	1	1	10060226	1	4546567.6	1	1	1	1	1	18670972	1	5651796.8	1	1	7473076.2	4736072.3	1	10073557	1	1
990	232.080874	6526402.7	4580684.3	1	7336230.3	1	9166275.6	1	4983836.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4693020.1	28356200	1	27903279	1	21049660	11240029	1	1	15201377	1	8417847.9	1
991	232.082359	1	1	1	7415467.3	5336865.1	8374471.8	9483594.4	5352609	6289324.4	5354554.5	4894638.4	5504555.3	6005014.8	5181618.8	1	1	1	7113529.3	9218211.1	4880824.2	4612834.3	36101865	8318622.6	6691531.4	8512403.9	1	9571614	1	6623059.2	10294652	1	5945306.2	4676040.3	1	6146318.1	7541326.1	1	8018528.3	6441631.9	8754283.6	12086146	7659315.1	8945755.1	9737279.7	8330081	7802427.1	5226190.7	6317925.5	5382491	1	1
992	232.107524769	5110930.9	1	1	1	1	4838159.4	1	1	5510259.5	5789056.9	1	1	1	1	1	1	1	1	4814056.2	1	1	1	1	1	1	5897227.2	6705129.9	1	1	5015625.6	1	1	1	1	1	1	1	7415081.5	1	1	8734918	5042300	1	1	4675497.7	4598018	1	1	1	1	1
