ID	Mass	C1_1682_POS.asc	C1_1686_POS.asc	C1_1690_POS.asc	C1_1696_POS.asc	C1_1697_POS.asc	C1_1700_POS.asc	C1_1710_POS.asc	C1_1713_POS.asc	C1_1718_POS.asc	C1_1729_POS.asc	C1_1730_POS.asc	D4_1687_POS.asc	D4_1688_POS.asc	D4_1694_POS.asc	D4_1704_POS.asc	D4_1706_POS.asc	D4_1720_POS.asc	D4_1725_POS.asc	D4_1726_POS.asc	D4_1732_POS.asc	D4_1733_POS.asc	D4_1683_POS.asc	D4_1685_POS.asc	D4_1689_POS.asc	D4_1691_POS.asc	D4_1692_POS.asc	D4_1693_POS.asc	D4_1699_POS.asc	D4_1701_POS.asc	D4_1702_POS.asc	D4_1703_POS.asc	D4_1707_POS.asc	D4_1708_POS.asc	D4_1714_POS.asc	D4_1715_POS.asc	D4_1719_POS.asc	D4_1727_POS.asc	D4_1731_POS.asc	C2_1684_POS.asc	C2_1711_POS.asc	C2_1712_POS.asc	C2_1716_POS.asc	C2_1717_POS.asc	C2_1721_POS.asc	C2_1722_POS.asc	C2_1724_POS.asc	C2_1728_POS.asc	1723_POS_UNKNOWN.asc	D3_1695_POS.asc	D3_1698_POS.asc	D3_1709_POS.asc
1	122.71276781	1	1	7319945.9	1	1	1	1	1	1	1	1	11773545	1	1	26042957	1	1	1	1	1	7872091.1	69385254	1	295291690	10562921	1	1	1	1	1	1	1	1	9531780.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19829176	40253913
2	123.041236609	5031386.9	1	1	4700032.7	9700418.8	1	1	1	1	1	1	32209363	4891571.4	4298021.2	5967481.1	5135255.1	1	1	5863457.1	1	4087207.1	1	10559866	6450255.5	6419541.8	9593198.3	4372075.5	1	6939668.5	1	16829166	4139434.4	1	1	1	1	1	4387517.4	1	1	1	1	1	1	1	1	1	1	1	5887763.1	1
3	124.742125667	1	8747070.8	1	1	1	6207903.9	1	1	1	4901574.8	1	5961789	1	1	1	1	1	1	1	1	1	7680190.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5496752.4	1	1	1	1	1
4	125.505592571	10594415	1	1	1	1	1	1	1	1	1	1	1	1	1	11099836	1	1	1	1	1	1	1	1	1	1	1	1	1	5381098.1	4990169.8	6646808.9	1	1	29575869	1	6868276.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5	126.020306222	4691219.6	1	1	1	1	1	1	1	1	1	1	11545979	5333096.5	1	1	1	1	1	1	1	1	1	1	6170305.6	1	6184520.3	3979336.3	1	1	1	1	6310829.9	1	4581499	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10309546	1
6	128.340704	1	1	1	1	1	1	1	1	1	1	1	25147335	4433140.7	1	66936623	1	1	1	1	1	7134961.4	24423593	1	68828028	20428480	1	1	1	1	1	1	1	1	13754490	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25561624	1
7	128.714352333	1	1	1	1	1	1	1	1	1	1	1	15820798	1	1	23433066	1	1	1	1	1	1	62679339	1	52038184	4640428.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55130887
8	131.069567429	15778237	6404327	1	1	1	1	1	1	1	1	4804816.2	1	4832073.3	12874519	7415695.2	1	13413331	9156244.2	1	16995692	367355190	6678281.2	4510757.1	7240960	1	6560239.1	4677992.5	15135279	7803522.9	1	17679242	13990693	12863352	7088840.2	90366656	5583871.4	1	7694708.8	5857562.5	4868057.2	5600762.9	37729001	9149995.6	1	10176151	7012597.5	12162769	51901055	23035342	7237087.3	1
9	132.420859	1	1	1	1	8023286.8	1	1	1	1	5982066.6	1	1	1	1	1	1	1	1	1	1	1	6005429	1	1	1	8247145.2	1	1	8164990.7	1	1	1	1	1	1	6162040.3	1	1	5869101.2	1	1	1	1	1	1	1	1	1	4361568.2	1	1
10	133.665445667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24599975	1	1	1	1	1	4700983.3	1	4959175.7	26553210	1	1	1	1	1	1	1	1	1	4185764.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29394307	1
11	133.995630667	1	1	1	1	1	9473864	1	1	10219906	7274951.7	18442853	1	15967182	1	1	1	1	1	1	1	1	13590858	6897221.3	1	6676347.3	1	1	1	1	6624790.9	1	1	6805167.6	1	1	4930313.9	62960436	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12	134.696620667	1	24002361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5750253.9	1	4928886.1	1	1	5072743.6	1	6313639.4	1	1	15220409	4618547.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4076000.3	1	1	4562221.9	1
13	135.040271368	8156591.2	5816057.8	1	4971989.5	1	4496866.6	1	1	1	1	7019825.2	4306853.4	4226442.1	1	1	1	4433018.3	1	5947740	1	7094619.4	8376025.2	1	1	4129749.2	1	1	4867833.5	1	1	4163352.3	1	6178481.3	1	4657068.4	1	1	1	1	1	7518101.9	4149996.6	1	1	1	1	1	1	1	1	1
14	135.040931	217600060	196233990	135075510	146875330	91788351	166765250	132178400	110119630	161551740	167281480	141673910	95832165	131278640	85403342	126458890	120891300	112303010	91796430	74864700	119298290	81506235	183031190	96171074	109369780	93463893	124863940	139568520	90095385	143305890	128236300	148747660	125350300	177903190	92954460	246152020	69528550	175789530	148165880	82258371	70848604	169241620	162779310	154462590	1	173952320	87085947	77968698	158864820	113245410	75227802	105042950
15	135.041637333	1	1	1	1	4311255.2	5035986.3	1	4684458.8	1	1	4564048.9	1	4549485.8	1	1	1	1	4037638.1	4581387.6	1	1	1	1	1	1	1	1	5267593.2	1	1	4142247.9	1	1	1	5823268	1	1	1	1	1	1	1	1	185423790	7041789.2	1	1	1	1	1	1
16	135.381414	1	4747545.7	1	1	4492620	1	1	1	4405918.2	1	1	1	1	1	1	5393574.5	5979595.8	4488646.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17	136.037978286	4071449	1	1	1	1	1	1	1	1	1	1	5147287.9	4586519.4	1	1	1	1	1	1	1	4196823	1	1	1	1	4157237	1	1	1	1	1	1	4494756.2	1	4398292.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18	136.044286889	14170023	13488187	8451236.1	6473963.9	6439606.6	8204204.6	7758093.4	5344204.8	8511330.8	8359136.5	6780221.2	8387626.4	8278909.9	6680947.4	7764349.7	7726635.7	7524384.5	4286231.7	1	4787588.1	5711009.6	12002008	5888055	4719381.8	6022326.6	7129371.4	7100474.8	5212506.8	7854026.1	8575146.4	6220979.9	7514116.6	10633603	6570519.9	9989498.8	4734058.5	1	8391827.9	5266914.6	6219018.5	8959685.3	7270070.4	9536212.9	1	7425145.4	5073348	1	9140791.1	6340720.9	1	1
19	136.458120667	1	1	1	1	1	1	1	1	1	1	1	1	1	3983629.3	4218744.4	1	1	1	1	1	1	1	1	1	4197588.2	1	1	1	1	4172638.4	4408572.7	1	1	1	1	1	1	1	4140301	1	1	1	1	1	1	1	1	1	1	1	1
20	137.047759778	10332726	89199397	26845892	36655341	5180573	21987054	43539794	17165429	1	1	4055535.7	13773959	30918917	75124176	5786736.4	11484958	10318278	15262937	15814193	23048558	38560640	1	21402131	19496162	26138639	23790587	32657911	43996340	23809703	54425310	12192295	58113256	13650715	56331611	12136473	32074837	1	29818151	17586202	33572097	25276029	21060327	29709382	1	1	8506900.7	6670205.3	59198883	30585043	41948105	79965989
21	138.051099294	1	9456086.9	1	1	1	1	5968862.8	1	1	1	1	1	4440261.9	9151253.2	1	1	1	1	1	1	1	1	4008080	1	4077406.7	1	1	4086449.9	1	6932506.2	1	5687091.7	1	5862831.3	1	5747336.8	1	5019499.3	1	4005855.9	1	3965576.9	4275328.2	1	1	1	1	1	4657758.4	5692454.4	1
22	139.035845111	1	1	6791763.8	1	1	4504465.7	6066890.6	1	3979805.2	1	1	1	6789029.3	1	1	1	1	1	1	1	1	1	5993132.1	1	1	1	7404045.8	4205287	1	1	4464662.4	18224766	1	1	6469701	1	1	1	1	5139902.2	7089148.4	5940577.5	5323801.1	1	8529873.8	1	1	9006459.7	5312480.8	1	1
23	139.060997077	1	5486513.7	1	5325680.8	4411587.4	13367899	8878003.5	4132726.8	7899646.3	4878292	4830219.6	1	1	1	4878981.4	1	1	4370109.4	1	4642098.5	1	1	1	1	4429070.2	1	4864982.7	1	1	4822253.5	6041671.6	5675462.5	5326940.7	4694811.3	4439742.1	1	1	1	1	5585535.8	7097814	8863554.5	1	1	19983323	1	7300643.1	7967252.5	1	1	1
24	139.972981857	1	1	1	1	1	8221123.4	9102047.3	1	10485105	5164854.6	5070693.9	1	1	1	1	1	1	5678005.3	15864948	1	1	1	1	1	1	1	1	1	1	4112201.2	1	4348561.9	1	1	1	1	1	4401937.8	1	1	1	1	6241818.6	1	3953749	7754855.2	5351831.3	1	1	1	1
25	140.05865278	60023370	26597083	4459675.1	30450393	13055705	4162508	27446855	1	23857929	16434231	12297116	5972908.1	1	16523678	9700510.2	19776784	9077389.9	28208031	6361005	63294387	15205562	1	8248281.3	8023868.6	8627500.1	8430746.7	1	72504746	28628471	12588543	63819131	18086024	50216972	7609333.9	45480107	4230733.6	1	5211513.1	1	1	1	10865451	13061667	1	15589020	6335999.7	1	16858392	25646309	27417377	73762725
26	140.7061604	1	10337583	6248493.2	1	7926213.4	1	9092587.9	13434592	10963987	1	1	11677631	1	1	5109988.4	38534879	9606387.8	1	1	1	1	1	23087369	1	4740776.6	5536226.3	4180797.8	5186605.1	12512162	1	7041514.1	4570881.1	1	1	1	6960713.8	1	8131389.5	16031869	4657773.3	1	1	15454385	1	1	7346093.4	8026071.7	1	1	1	1
27	140.707047333	1	1	1	1	1	1	5359451.7	6761280.1	4856994.6	1	1	1	1	1	1	6027230.7	9333875.5	1	1	1	1	1	1	4537584	1	1	1	1	1	1	1	1	1	1	1	10809354	1	5831197.3	1	1	1	1	11127537	1	1	1	6964727.5	1	1	4198059.7	1
28	141.079196857	1	4427675	1	1	1	1	1	1	3992425.6	1	4898400.8	4437989.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3956945.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3974839	4141924.4	1
29	141.931340667	1	1	1	1	4019366.3	5166887.4	1	1	1	1	4926224	1	6651517.8	1	1	1	1	7543593.4	1	5797406.9	1	6763448.8	1	1	1	1	1	3975964.3	1	1	1	1	1	1	5482399.5	1	1	1	6180049.9	4386075.3	1	1	1	1	4452985.9	7557545.3	4539828.7	6781432	1	1	1
30	141.94084313	11512317	12730084	12587552	23221233	22270284	24937189	28739493	16347764	29458165	13454211	41036597	18473506	1	6525228.9	11586792	10086187	7333022	19065255	20572863	10564860	6424398.3	11286022	11042583	1	16168897	1	11245638	6648145.7	16585831	12961980	15515127	5917987.3	25283314	21462034	14529373	6422736.7	27265263	11863989	26633807	18658713	56642395	19749458	25984603	1	18832055	39084631	25777778	33155253	22281920	5699263	1
31	142.046748583	8552029.7	13150439	38444289	20743058	15706926	37682311	66111174	24672469	64046871	25528101	31415764	59348484	17066719	7576094.9	17030568	11020462	10764239	37241674	85053346	23518142	6291396.3	12284487	20420698	18698945	23591904	11214145	25988071	15728565	6164169.1	19161659	5775881.7	1	18516308	12942068	18134847	8465601.6	26146260	29734038	24008243	39977085	48909503	45273012	23346302	1	37729688	63055161	19678998	23624918	10788804	3961107.7	1
32	142.54295	12215914	7750497.5	1	4831263.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5017935.8	1	1	1	1	4052264.8	14769522	1	1	1	1	1	1	1	1	1	1	1	1	7036476	1	1	10058405	1	1	7856102.2	1	1	1	5069539.7	1	1
33	142.543770364	1	5411425.3	1	1	1	1	1	1	1	1	1	1	1	1	4672577.7	1	1	1	1	10850576	1	1	1	1	1	1	1	4187215.2	1	1	5068472.5	1	1	1	1	1	1	5510756.4	1	6121625.6	1	15735013	1	6086480	16568678	1	1	8506549	1	1	1
34	143.093800875	12619206	1	1	10519260	1	1	1	1	1	1	1	1	1	4955878.3	1	1	5048606.5	1	1	6701298.1	6052050.7	1	4550794.4	1	16773408	1	1	1	7497249.1	4800629.9	8770168.7	4868397.2	1	1	1	1	1	4205347.1	1	1	1	1	1	1	1	1	1	1	1	1	1
35	143.094696	431099970	77169389	159273930	385700060	68124359	14137700	81311124	156161120	10935629	9377018.7	140949330	12636635	11926082	122020290	74062827	95700300	232232930	126512940	120863110	528821840	199651790	41822550	99099002	125549940	608222620	74372627	21872948	138866170	321109410	164183860	319071290	278362430	141643690	85982410	445209050	204705290	124569680	235842590	123389080	38526184	64902443	30542087	46951962	1	184904800	115267090	54093377	39139812	71444756	15048981	423446530
36	143.095465818	5894245	3967244.7	1	1	3933686.9	1	1	1	4003228.6	1	1	1	1	1	1	1	8045086	1	5560932.2	1	1	1	4327258	1	5073839.7	1	1	1	1	1	1	6832316.8	1	1	1	1	1	1	1	1	1	1	1	47102856	1	1	1	1	1	1	1
37	144.039915538	1	6658798.6	11538737	12787653	17126014	14133918	14880096	5371350.4	9255104.3	7733390.2	13439271	4381063.3	6198226.1	1	8324492.9	5218966.9	1	9847889.3	14818755	8131427.6	4106410.2	1	1	4975793.4	6021503.6	6926658.8	8683679.5	6010060.1	6816134.1	11789169	10678036	7169703.9	12958615	9612445.3	11125102	1	1	8167758.1	1	9277806.8	50392115	17076600	7551827.9	1	9397614.8	8138829.8	6191446.9	16864976	1	1	1
38	144.098063737	25333787	6097903.1	15437664	41038644	6935757.5	1	8944783.2	18565173	1	1	13862805	1	1	12138858	5418587.4	10287895	24963387	17242722	13599859	54506163	22385116	1	9637702.7	5351250.5	45931630	6351666.1	1	13044525	21414342	17436223	32879908	31848582	19065222	8264588.9	49449405	24377704	1	27784445	8277062.3	1	10105156	1	5736971.9	1	18188350	12111038	5059703.5	1	4820128.2	1	34245877
39	145.085202913	20113015	12767511	8347741.6	15570131	4584474.1	11534206	11163089	14848339	13550905	5088471.1	41046628	5124041.2	15530281	8876597	11518451	6343112	13062270	20934682	9071879.9	31918363	14459755	1	6384857.4	7590998.8	1	8114999.6	9445679.7	31399269	12826961	10784111	26666902	22793302	15134508	12410902	19129961	8494920	1	15965598	5531852.5	4588508.9	1	41148622	17276467	1	12658206	22041325	11440692	57754785	8394913.8	9277270.6	35342320
40	146.069277	5773527.2	1	1	1	1	1	1	1	1	1	6405782.6	1	1	1	1	1	1	4242389.4	1	1	1	1	1	11160127	1	5071425.2	1	4034256.2	1	1	5039563.3	1	1	5979027.4	1	1	1	1	1	1	1	4218456.5	1	1	1	1	1	9404390.6	1	1	1
41	146.105632667	6396972.6	1	5819684.4	16655211	5598560.5	1	1	1	1	1	1	1	1	4441593.4	1	1	25241210	1	1	1	1	1	1	4940821.6	1	1	5138794.4	4499734.6	1	1	1	1	4505195.8	1	1	1	1	1	4115420.8	1	1	1	1	1	4602760	1	1	8637212.2	81118222	5152500.4	1
42	146.996683394	9393196	24281058	10075349	9345901.2	10405166	3947144.3	11932017	5464891.2	4325575.4	9566005.3	5185471.1	16999705	1	1	10437215	1	7011679.8	1	1	4496453.4	1	18049081	1	23875608	1	16858303	36122062	13736558	1	34851598	1	10301107	6101620	5598180.4	56897437	10591781	1	3970492.1	1	1	1	7503383.1	11023150	1	4975451	5915749.4	6207655.3	13665537	1	1	1
43	149.969571826	1	6030623.3	1	1	1	33488575	1	6572286.8	20350747	21318633	40150344	1	86217992	1	1	4918910.7	6111362	1	5008224	1	1	28629339	66978664	6834455.9	33925955	1	1	1	5055547.6	41576764	8828767.4	1	22782911	4502040.4	4425752.3	47193216	85174751	1	1	1	1	1	1	1	1	1	6550145.5	1	1	1	1
44	150.040592462	1	1	1	1	3931637.9	1	8366334.4	4496780.3	1	5284311.7	1	1	1	1	1	1	1	1	1	1	5466671.2	1	5909654.4	1	1	1	5111481.2	1	1	1	1	1	1	1	5328678.8	1	1	1	1	1	1	4930098.1	7457217.7	1	1	1	4364257	3951148.9	4054694.1	1	1
45	150.52982275	11596522	4588988.1	1	1	1	1	1	1	1	1	1	1	1	4286931	1	1	1	1	1	1	1	1	3943169.6	1	1	9665819.5	1	1	1	1	4116185	1	1	1	1	1	1	1	5020758.8	1	1	1	1	1	1	1	1	1	1	6068373.7	1
46	150.53086025	4255081.6	1	1	1	1	1	1	3941390	1	1	1	1	1	1	1	1	1	1	1	4362936.7	1	1	1	1	4319390	1	1	1	1	1	4668696.7	4576040.5	1	1	1	1	1	1	1	1	1	4028327.8	1	1	1	1	1	1	1	4309605.5	1
47	151.012444	1	1	4272860.3	1	4082095	1	1	4545076.7	1	1	1	1	1	1	4323792.7	1	1	1	1	3944435.4	1	1	1	1	1	1	1	1	4053597.8	6186085.2	1	4236073.1	1	4289656.9	1	1	1	1	1	1	1	1	1	1	3964749.7	1	4210435.8	1	1	1	1
48	151.014102414	1143550900	994635280	1034892600	868870200	441858450	671505480	339627270	1162766300	722050460	1085549700	700219440	178502930	550140440	1121549400	916039950	1416930600	968094040	303314770	184539530	836158960	893189790	641220690	712202350	712452590	555893940	834241190	722089000	689802260	966090080	843306530	1251390500	1798084600	939761980	725139830	1069731200	1011903400	360564990	922600340	557552810	242380460	325222780	989924770	647835900	4677160.5	924412880	442680050	616110850	537605460	518709630	1005011800	668975160
49	151.01563025	1	1	1	1	1	1	7894281.6	21729972	1	1	1	1	1	1	1	1	1	6883598	1	1	1	1	1	1	1	1	1	1	1	11145124	1	1	16457532	1	1	1	1	1	1	1	1	19660449	14233465	642548390	1	1	1	1	1	1	1
50	151.01643214	6803726.5	7580940.6	4082395.1	1	5505294.1	1	4103049.2	4241331.5	4731483	7089832.9	4250479.3	1	4218675.3	8919421.8	4313871.7	4235381.2	4945563.7	1	1	8223602.5	4706656.7	1	1	1	5153199.8	5158820	4765987.5	1	5092796.9	1	1	4476584	5000443.6	1	4307738.3	4875639.1	1	4230992.1	1	1	1	4677921	5168824.3	4705607.8	1	4542381.7	1	1	7813308.3	4470026.9	1
51	151.063355429	1	1	4181551.5	1	1	1	1	1	1	1	1	1	1	1	9355587.8	1	1	1	1	1	5060631	21226314	1	24056806	1	1	1	1	1	1	1	1	1	9003436.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19084971
52	151.564072333	4254342.8	1	4195212.1	1	1	1	1	1	1	1	1	4150831.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4141126.4	1	1	1	1	1	1	4829380.1	1	1	1	1	1	1	1	4120118	1	1
53	152.011887864	18622747	12860976	9974600.3	10820744	1	5519264.7	4371674.3	12306177	8685586.1	11364544	8999792.3	4671224.2	9878133.3	11205590	9284887.9	12342867	12504622	1	1	8479368	7903671.4	9820391	5662766.7	8077214	5522293.6	8240696.1	8487859.8	6942683.7	13069878	5281622.4	14073477	17538474	6626416.1	7577679.1	10498932	8519494.8	1	7517376.2	6793256.3	5408791	1	7488694.2	4474772.7	1	9194204.3	6304905.6	7504458.3	4983352.5	7583975.7	13050552	1
54	152.018230275	70584985	50744111	45424167	29830854	15558374	21969759	13023897	40934336	28307505	43913855	30763183	12546087	30838836	46783892	3994806.3	48996946	38293356	10149232	7473257.4	32199687	32086486	35991398	34107533	36416285	27441588	42746551	35713458	27131578	46418036	32309029	51369539	62104872	4147214.5	26137358	40187826	34606981	15430960	31762079	29751367	14319062	11834467	31883317	24508179	1	32382811	14860552	28551849	20292455	1	55146103	30646491
55	152.058605667	1	7327814	1	4190844.6	1	1	1	1	1	1	1	1	4854539.1	4102507.4	1	1	1	4001927.1	1	1	4560462.2	1	1	5471764.4	1	1	1	1	1	1	1	4848766.4	4815845.3	11619588	5251497.2	6121819.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56	152.986439	1	1	1	1	1	4155981.5	4233444.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4242567.5	1	1	1	1	1	1	4670465.3	1	1	1	4015617	1	1	4449651.9	1
57	153.0129824	101447600	93437534	111393090	74994785	35865036	50933640	21992502	77297626	48787412	83503778	45116221	17517451	54425186	101376700	74436908	97649531	63679882	20730015	11701974	54229289	57111575	54590084	80473272	65681493	58923975	89173719	75530831	55791465	90524569	73392180	111011440	131016250	64877424	56665009	77503960	81558434	26393326	55204539	53068277	25271817	26763095	62965718	38847036	1	59627255	24397616	38099804	38152836	55483869	99779503	53936780
58	153.019133	1	5062844.7	5187263.2	1	1	6543398.6	1	1	1	1	1	1	1	5375479.6	1	1	4877417.1	1	1	4646855.3	1	1	1	1	1	1	1	1	4377735.7	1	1	1	1	3949199.7	1	4742496.3	1	1	1	1	1	1	1	1	1	1	1	1	1	4416877.6	1
59	153.051490531	1	31499094	24045624	35274585	14646276	17590912	15186862	17839185	18916300	15877210	24318004	21751747	23739994	36376753	43725603	18391923	41035138	48349335	18137934	41330976	1257037100	32293372	104132270	25406926	19786302	39264207	42520391	41231202	43998609	34301227	52057958	50221103	58110823	31691433	336716750	19000089	148371300	55944627	51350765	79765761	65949136	195634130	48763956	1	64557551	54838056	51731540	124590460	219622360	19799463	25398532
60	153.594659	1	6136073.6	1	1	32488915	8137296	1	1	1	21795879	1	25126481	51403244	1	1	1	1	1	7958272.1	1	1	10171462	15454209	1	34097475	14529563	7378448.7	10641845	9057631	6246574.5	1	1	1	1	1	15234211	1	1	57731711	23269911	24833638	1	1	1	5733080.2	1	1	1	12722797	1	1
61	153.59564469	1	1	1	1	16200787	7144591.7	1	9274841.7	1	31116199	1	14162128	26995692	1	5616264.6	1	5847116.6	4709258.2	10572640	1	1	6426950.2	5016897.2	1	19032387	7438906.3	5847632.5	6062164.7	10537823	7757678.3	4588950.2	4399793.4	1	1	1	19451939	1	1	20671743	31384471	29560294	1	1	15314431	13600952	4330071.4	7419049.2	1	4243820.7	1	1
62	153.596429556	1	4316585.3	1	1	1	1	1	1	1	1	1	7270736.2	11586028	1	1	1	1	1	1	1	1	1	1	1	6807170.7	4280570.1	1	1	1	1	1	1	1	1	1	1	1	1	8017727	1	4742885.7	1	1	25581887	4069943.8	1	1	1	1	1	1
63	154.016295111	6843895.2	1	4300198.6	1	1	4038347.9	1	4174656.3	1	6772113.2	1	1	3998090.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5770995.6	5673308.2	1	1	1	1	1	1	1	1	4026771.3	1	1	1	1	1	1	1	1	1
64	154.035501143	1	5450932.5	1	1	1	1	4111932	1	5529567.3	1	5780787.9	3953398.9	1	3952997.1	1	1	1	4363749.3	1	5630578.5	1	1	4322122.5	1	1	1	1	5917119.7	4294069.6	4643052.5	1	4465295.4	5039384.3	5166028.3	4922661.2	1	1	1	1	1	4699122.9	6307423.4	1	1	5453147.3	1	4773685.7	11683370	1	1	1
65	154.046724	1	1	1	1	1	1	1	1	4962237.1	1	1	1	1	1	1	1	1	1	4138087.8	1	1	1	1	1	1	1	1	4641917.6	1	4276682.1	1	1	1	5947418	1	1	29044657	1	1	1	1	1	1	1	5341721	1	1	1	1	1	1
66	154.054915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4229838.6	70796380	1	1	1	1	1	1	1	1	1	1	1	4099540.3	1	16476801	1	1	4156316.2	1	4711071.9	1	4101755.5	1	1	1	1	1	6067493.8	8362039.3	1	1
67	155.009780667	6892749.9	9188514.2	38755230	8342560.8	1	11750464	10151451	16297528	6588931	8157841	4752805.4	1	37509859	8772457.5	1	4092021.2	9693168.1	6472738.8	1	5922612.9	8651836.6	1	38908980	6957611.2	7672472.1	7484992.4	27031474	9440813.2	4542442.5	5832511.2	1	73033858	9343001.8	6442239.9	7426506.7	6987395.5	1	8914078.1	5656909.9	24768149	6322916.9	9802689.3	11578804	1	28411353	4482118.9	13367526	14168040	8204910.9	5633219.2	1
68	155.034927	19403145	11388638	6369721.2	8424252	7419003.3	14920764	7163381.8	9248371.2	11738046	10637132	9052288.3	1	7642590.7	8712836.9	8125531.7	9008624.7	1	1	1	6676560.2	7019064.6	1	8100656	10357351	8905427.1	4328955.7	5567533.5	7155400.8	1	7642170.1	10252452	15169917	6343221	5551547.2	6816006.1	10086399	1	1	7142129.4	11103824	1	12181693	6438831	1	38519636	7094082.3	19787746	5513379.4	5050250.6	7849919	1
69	155.069549306	60877314	62993112	31775250	26299445	32347701	18110453	19990415	22265133	21641272	42991110	45961593	5540656.2	16054745	30873375	32087413	7778026.5	38755301	18679192	7377194.7	23519370	18690483	27209823	19936426	102692580	13820044	30506037	16533671	33360099	13446399	20272371	16303710	38723958	27654351	21111829	57179200	19459064	1	18754323	19233899	24223882	24342619	57367862	32562601	1	55639885	15555612	47094492	128393690	9014436.8	10106937	33181450
70	155.101349714	7124204.1	9942290.1	4817196.3	4240719.3	1	1	1	1	1	1	1	1	1	1	4192462.6	1	1	1	1	1	1	1	1	4535931.9	1	1	1	6168541.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
71	155.94691775	1	1	1	1	1	5545277.3	1	5312042.4	4498588.2	1	3972654.7	1	1	1	1	1	1	1	6471381.4	1	1	1	1	1	1	1	4253990.6	1	1	3961529.4	1	1	1	1	1	1	1	1	1	1	1	1	5326000.5	1	1	1	1	1	1	1	1
72	156.039912333	1	1	1	1	1	4144077.9	6360223.2	1	1	1	1	1	1	1	1	1	1	1	6490406.3	1	1	1	1	1	4658196	1	1	1	1	5594680.3	1	1	4043809.1	4252329.4	1	1	1	1	1	5700555.2	1	4082025.1	1	1	4234620.3	1	4291868.6	5898284.7	1	1	1
73	156.0535765	1	1	1	6067137	1	1	5722524.9	3939063.6	5626506.2	1	1	4186115	4566290.9	11670130	4461371.9	5326433.6	5239891.1	4790419.7	1	6879962.9	6938716.8	1	1	8209284.2	1	1	6702228	5504702.1	16659155	4523989.7	12875381	5812984.1	6882334.8	1	13406548	3963172.8	1	1	4672357.6	1	1	4220934.8	4183870.9	1	1	4099905.8	1	8740650.3	7887622.2	3992827.6	24151144
74	156.072955111	4822632.9	1	1	1	4088998.1	1	1	1	1	1	1	1	1	4137294.3	1	1	1	1	1	1	1	1	1	4974369.3	1	1	1	4459179	1	1	1	1	1	1	5553040.4	1	1	1	1	1	1	5965219.5	1	1	6204822.6	1	1	8089383	1	1	1
75	156.321609	1	1	1	1	4021965.4	1	1	3970697.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4085464.1	4111654.2	1	1	1	1	1	1	4049834.6	1	1	1	1	1	1	1	4178058	1	1	1	1	1	1	1	1	1
76	157.014197846	4755595.7	1	5852893.2	1	1	1	1	1	1	1	4121138.9	1	1	1	1	4643564.5	1	1	1	1	1	1	1	1	1	4048649.7	4041878.2	1	4040346.5	1	1	7524304.7	4453635.7	4662445.7	1	1	1	1	1	1	1	5145388.1	1	1	4943803.6	1	1	1	1	6342736.7	1
77	157.905278667	27592999	15610154	3993400.8	21370206	7181300.4	8456506.1	7483837.3	8561683.8	1	7629568.1	13824264	1	27360680	45233755	13483730	4774225.2	7311668.5	22058602	4415735.5	34288321	10937963	15155983	8030899.1	7689223.2	9331428.5	17296745	21240916	44662325	26557245	27833732	23047078	20608262	32232963	34636623	35150206	15903396	1	13409087	28394682	10117413	1	22652268	13772013	1	12005625	1	10238006	33566731	21679686	11911262	1
