ID	Mass	x11_06_2016_QC_GA2_01_484_csv	x11_06_2016_QC_GA2_01_485_csv	x11_06_2016_QC_GA2_01_490_csv	x11_06_2016_QC_GA2_01_491_csv	x11_06_2016_QC_GA2_01_492_csv	x11_06_2016_QC_GA2_01_493_csv	x11_06_2016_QC_GA2_01_494_csv	x11_06_2016_QC_GA2_01_500_csv	x11_06_2016_QC_GA2_01_512_csv	x11_06_2016_QC_GA2_01_518_csv
634	292.045424	0	0	73162.1	0	0	0	0	0	0	0
635	292.056194	385494	386659	213039.9	220457	195148.8	209593	200056.8	203394	208153.7	192547
636	292.071324	0	0	0	0	0	64965	0	0	79179.2	74803
637	292.105234	85192	78322	71567.9	75471	79513.6	62738	67131.3	79484	68644.7	77428
638	292.105949	216337	215623	192301.3	0	0	0	0	197545	0	0
639	292.179024	677789	699185	883494.6	833446	888545.9	855170	817025.6	804122	814939.9	813346
640	294.025309714286	81190	97659	0	0	90755.5	0	90617.1	103382	106474.9	99465
641	294.055724	0	0	0	0	0	0	0	113671	0	0
642	294.095257333333	1000316	961268	525073.7	0	920105.8	503734	502627.5	294258	930709.4	851575
643	294.0949865	530006	600907	564157.4	512316	490663.8	552579	0	560084	566788.9	0
644	294.121646222222	352917	390913	347879.4	339993	340787.7	0	347766.9	378992	377753	274456
645	294.157994	1163580	1303821	1097377.5	1095265	1081980.5	1139245	1129133.4	1116317	1173509	1154172
646	294.158224	0	0	0	0	0	0	0	1147767	0	0
647	294.157974	640582	677439	0	631814	0	0	0	0	0	649908
648	295.058768444444	1038443	1090278	0	923105	869668.7	861783	815533.6	867416	890264.4	809497
649	296.120790666667	0	192375	190085.6	0	0	192872	189607.8	192209	0	197890
650	296.121724	0	0	0	0	0	0	0	107351	0	0
651	297.059724	0	0	0	0	0	0	61867.2	0	63695.5	0
652	297.1072615	282238	293296	296296.1	269958	272364.7	267259	0	0	264261.7	270135
653	297.168757333333	191556	201062	192002.3	201466	210010.2	196530	198882.2	0	218417.9	232978
654	298.016868444444	181540	209633	162930	154878	145357.5	159668	162250.6	0	192879.6	196066
655	298.119674	0	61984	0	113535	0	0	0	0	0	0
656	299.184874	0	281277	232946.4	249987	0	0	274523.8	0	0	0
657	299.184624	480083	472299	405301.1	453923	415985	483676	508344.3	489863	480809.7	501456
658	299.184514	1536772	1455884	1261616.4	1247563	1238137.9	1384849	1467915.6	1433855	1440023.6	1403205
659	300.041646222222	108563	107271	106130.9	103436	109643.7	104191	0	122345	110496	114443
660	300.073057333333	75069	66639	80368.2	59623	64047.5	0	61432.2	52270	63376.8	55668
661	300.121874	37168	0	0	0	33129.6	0	0	0	0	0
662	300.132294	358154	388330	359022.3	361574	395922.5	387507	390709.3	424786	410661.9	417984
663	301.200304	1547068	1713418	1515531	1566283	1580794.1	1586716	1584475.3	1587579	1640595.3	1601214
664	301.200264	246806	271053	271807.4	299249	287745.9	301608	289396.1	329108	290775.8	302956
665	301.200490666667	0	0	0	0	0	0	324965.3	340645	0	332497
666	301.200209714286	348120	355199	0	0	397781.2	0	408353.7	407454	317274.5	413600
667	302.183624	0	0	0	203866	0	0	0	0	0	0
668	303.159224	32013	0	41148.5	0	0	31553	0	0	33433	34341
669	303.170394	1466464	1564918	1416457.1	1494866	1501961	1467197	1438004.5	1507076	1542711	1597314
670	303.1794615	313915	366748	296327.8	297126	338782.3	0	0	304604	303448.3	312656
671	305.068124	0	0	0	0	263576.2	0	0	0	277058.5	0
672	306.194584	179937	0	327265.4	263394	0	262497	265581.8	0	0	0
673	307.011924	0	0	0	47120	0	44863	0	0	0	0
674	308.051424	255757	261907	0	0	0	0	0	0	0	0
675	308.101601777778	68520	0	86549.4	79707	73905.6	87297	48223	91369	66007	82987
676	308.173924	0	0	400687.2	0	0	0	0	0	0	0
677	309.122824	0	0	0	0	0	170054	0	0	0	0
678	310.023274	0	0	325240.5	458615	457148.8	429621	442839.2	466210	445506.3	433953
679	310.032794	179529	230543	223617	182383	211003	210054	223173	209065	197837.8	192335
680	310.032874	442426	402237	386246.5	330697	323212	303764	320164	286183	248870.5	235936
681	310.082024	0	64275	0	0	0	0	0	0	0	0
682	312.105781142857	229480	0	252419.2	252688	243181.3	0	227743.8	232972	230568	0
683	312.114924	0	123585	110977.3	94981	104603.7	0	0	0	0	0
684	312.148957333333	0	100961	0	0	144721.5	164356	171681.3	124978	0	125892
685	313.1752115	184587	185412	171857.7	184273	0	169178	178951.5	170826	201374	0
686	313.200124	76169	87136	0	59155	0	0	68808.3	79725	83097.3	0
687	313.200194	532257	516297	511271.6	506277	541247.6	503995	522595	515373	609043	540761
688	313.200024	158526	176193	166990.9	152432	144541.5	0	179249.6	0	181235.7	132110
689	314.011764	147151	148886	123297.7	127004	126997.5	124500	119923.4	125144	134502.7	138258
690	315.179444	476991	465496	465445.3	431856	358320.1	461477	481462.1	470610	500588.1	484319
691	315.204524	0	62380	0	0	85727.2	0	0	0	0	86569
692	315.215944	754336	801348	775957.1	808821	820975.2	803794	838391.3	842666	823988.8	854545
693	315.215757333333	605750	667126	656065.3	686495	698726	680679	708795.5	0	719595.1	739189
694	315.215864	733478	779658	749683.9	796791	810886.3	746449	777023	782260	790994.7	838345
695	315.215924	703870	809987	769393.8	804086	809140.3	812966	833541	851426	865468.6	886806
696	315.215424	0	139439	0	156861	0	0	0	0	0	0
697	315.227124	361881	416162	376883.8	391268	388108.1	389448	399943.3	412497	414007.7	399407
698	316.050724	113485	0	0	0	0	0	0	0	0	0
699	316.073084	574330	655249	573342.6	611321	613657.8	657688	670806.9	662966	664405.1	659614
700	316.073024	197233	231188	214603.8	213099	223429.7	237948	250118.2	236123	251048.9	249326
701	316.098768444444	60582	56414	55341.5	51345	47243.9	0	43841.7	46090	44977.7	51979
702	316.175024	0	0	182528.1	0	0	0	0	220017	231422.7	0
703	317.137252571429	99074	89156	0	91680	91292.3	91932	0	78108	101124.6	0
704	317.184107333333	0	0	1097940.8	1135118	0	1101349	970946.7	0	877993.8	452263
705	317.184224	0	0	271568.1	0	286630.2	0	383562.8	0	0	0
706	317.195184	479623	493295	409429.5	429093	453960	420653	439319.2	428202	450278.6	404727
707	318.057324	0	0	0	0	0	0	0	100886	0	0
708	318.154224	243447	225380	214049.7	155680	221523.9	0	0	0	0	0
709	318.975224	85873	67310	0	65974	0	55099	0	0	0	0
710	319.174564	0	167384	153521.1	0	0	184800	0	183902	0	191352
711	320.046444	0	0	0	71322	68352.2	76889	0	90406	0	100693
712	320.057074	0	0	0	0	0	0	0	152024	0	177118
713	321.0273865	0	0	160987.6	177853	191050.1	180128	177167.8	216103	197684.1	176424
714	321.0274615	0	0	242255.4	237772	237772.6	250316	237282.9	256874	179201.2	237677
715	321.168735111111	221631	249835	218197.9	216042	221506.1	0	228749.9	221709	220541.2	220637
716	321.169038285714	408510	479673	419505.8	463657	0	472732	461441.1	488810	0	0
717	321.205274	217966	254270	243664.3	231525	245196.8	251012	253220.6	271484	280358.3	274616
718	322.189274	0	159104	190894.3	0	194403.2	0	172300.8	0	0	0
719	323.147524	0	0	0	0	0	0	0	0	0	82513
720	324.105899	556402	599709	1576805.3	1525543	1529411.4	460498	0	0	443097.7	1618097
721	324.132304	99332	123187	92244.6	67869	78440.6	92544	91985.4	95655	91634.2	72229
722	324.132524	0	165461	0	0	0	0	0	0	0	0
723	324.193724	51930	0	0	0	0	0	0	0	0	0
724	324.215574	31876	36881	0	0	0	0	0	0	0	0
725	325.073181142857	78864	90041	86092.5	0	83575.7	0	0	99932	90663.5	91724
726	325.200144	249592	246908	270715	264844	243747.6	233902	244719.4	228476	241692.9	223869
727	325.997454	230594	256021	308010.3	282277	282546	287636	268052.8	268782	262571.9	289615
728	327.131874	261612	297971	246017.6	255068	278573.8	274619	281276	268437	288781.4	276522
729	327.215994	5070472	5227595	4863595	5037532	5242307	5169905	5539707.5	5259648	5332673.5	5386181
730	327.215581142857	134192	0	0	76316	101935.2	0	91796.9	59819	62783	102488
731	327.215594	187009	193492	206760.3	202388	220508	203703	231661.2	205569	218321.7	211861
732	328.097824	0	0	0	0	0	0	17113.5	0	0	0
733	329.195184	993545	1181799	966245.7	1140779	1050957.5	970049	1196662.1	1244346	1160425.3	1161196
734	329.195090666667	0	228313	0	243807	193604.1	186534	0	261960	0	212528
735	329.194957333333	0	0	0	0	0	122554	0	0	117045.8	129406
736	329.231524	423078	479663	425673.8	452938	0	472485	482795.8	471401	0	508771
737	329.231324	0	0	0	285207	0	0	313584.1	0	0	333579
738	329.231466857143	0	0	469644.4	473080	472787.7	464948	0	480803	530204.8	541528
739	330.062954	487539	470425	468254.2	446357	423056.4	420367	425770.6	418925	421109.5	406272
740	331.174024	83792	0	103854.7	0	102124.3	114715	0	0	0	0
741	331.210894	2063567	2197356	2010545.5	2003746	1981836.1	1932713	2042176.3	2030817	2012654.3	2029533
742	331.210574	122363	51305	0	67588	89585.6	71501	64938	0	59565.8	64331
743	331.210857333333	217625	217064	130334	280573	328837.3	273113	247247.3	278244	276890.2	139869
744	332.0759365	321992	0	315606.5	287098	274231.7	271401	273898.8	0	274079.3	275294
745	332.171024	0	66196	72646.6	0	0	0	0	0	0	0
746	333.027314	560541	529513	501696.4	449051	445636.8	442022	445052.2	433813	486485.7	472301
747	333.153624	157724	0	0	0	160372.7	0	0	0	0	0
748	333.172344	167260	189250	175446.6	170076	176185.9	156276	185780	182625	179241.4	167366
749	333.189957333333	258490	270317	259217.9	264166	0	0	258966.8	0	0	273780
750	333.190124	0	131795	0	0	0	0	0	0	0	0
751	333.907484	547078	461252	542502	441383	460141.9	450035	453313.3	442832	428578.4	442100
752	334.030384	0	0	837183.2	0	786943.3	823879	786831.2	0	0	758243
753	334.066844	1718415	1756830	1942752.4	1916181	1951991.4	1867088	1931001.8	1921501	1954513.8	2015711
754	335.006624	0	0	0	206073	0	0	0	0	0	0
755	335.115179555556	219690	221402	209324.6	211492	198500.8	0	213528.6	214510	221970.4	210711
756	335.184684	166260	196336	0	0	0	0	186662.5	0	191860.7	179505
757	335.184924	0	148592	0	0	0	0	0	0	0	0
758	335.940538285714	0	0	1136103.1	0	950102.9	950027	947514.4	912339	940253.4	928920
759	336.034424	0	0	0	0	0	0	0	641029	0	0
760	336.072824	0	0	0	0	0	0	0	67824	0	0
761	337.137374	0	293518	267311.8	0	0	0	0	0	0	0
762	337.163424	93974	0	0	0	0	0	0	0	0	0
763	337.163946222222	0	0	362648.1	0	0	0	356436	402755	294106.2	378126
764	338.054807333333	0	0	0	105769	113792	111919	108611.2	115470	116468.8	0
765	338.084824	40193	40590	0	46838	0	0	0	42650	47299.1	0
766	339.252174	789290	852754	839825.9	866282	885100.3	940927	994065.9	986182	961375	924294
767	340.188224	0	0	0	0	0	0	0	0	0	115764
768	340.224524	0	0	0	0	0	0	0	0	0	81356
769	341.231474	388801	404641	315923.7	400751	315292	402015	418964.6	426967	422289.8	391041
770	341.231432333333	802222	787118	875036.7	877638	1008718	941371	1055956.6	1043433	1706119.1	1603650
771	341.2315615	493871	553332	594652.2	601238	640309	624092	664416.3	663093	0	0
772	342.032724	0	0	0	0	0	0	0	0	0	162214
773	342.190324	0	0	146048.2	0	148770.3	0	0	0	145520.4	144788
774	343.174324	330992	252710	216016.3	329753	218575.7	205011	229848	368012	228891.5	361881
775	343.247154	808312	876670	839316.6	898696	914271.6	909396	914324.8	961222	941610.6	883621
776	343.247007333333	0	783920	751147.2	806706	0	0	849043.4	0	882851.7	814246
777	343.247214	327209	394166	390403.9	432015	416429.7	425823	448768.1	474134	470392.1	406591
778	343.247135111111	270414	317079	327329.6	335534	322149.4	311311	364685.1	378317	0	301129
779	343.247140666667	0	96129	123610.9	0	124077	133629	130414.7	126065	0	0
780	344.137374	0	0	237474.8	0	221323	221566	227470.7	0	232956.7	234178
781	344.137124	88960	82303	76247.4	0	73848.2	67874	0	0	0	0
782	344.206724	0	0	0	0	0	0	0	0	0	39146
783	344.206238285714	0	0	483514.6	465890	452998.3	0	488157.7	400968	477631.9	372220
784	344.242724	53082	53637	0	0	0	0	0	0	0	32885
785	345.132474	69964	86062	80244.4	79206	77857.5	67156	82627.3	92177	83425.3	81993
786	345.190204	1382781	1464367	1415798.3	1433822	1415958.1	1340653	1348105.1	1397960	1497372.3	1461164
787	345.190024	0	0	0	0	0	0	0	0	562156.9	0
788	345.189424	0	0	0	104600	152021.4	0	0	0	0	143671
789	345.2265115	559445	569752	0	496423	0	528397	516077.7	534185	540933.6	553762
790	345.226324	133741	0	0	0	0	0	0	0	0	0
791	345.226424	380410	404192	352879.5	0	341298.8	385539	374623.1	385469	372764.1	369611
792	345.227024	0	37212	0	0	0	0	0	0	0	0
793	345.226338285714	150520	160948	150678.8	153969	0	157719	0	160304	158359.4	0
794	346.034864	213999	181609	177692.5	136924	143995.6	138809	134329.9	121266	106902.5	113999
795	346.075604	120554	107445	113601.9	73776	114010.8	76076	90037.2	92044	88142.9	86771
796	347.006607333333	190590	169918	0	0	141893.3	146990	137333.1	0	0	137027
797	347.205564	159264	166883	0	0	151726.4	0	152384	0	156656.9	0
798	347.205324	47479	0	0	0	0	0	0	0	0	0
799	348.064199	83742	94200	90729.6	0	0	0	0	0	0	70198
800	348.194124	0	0	0	0	0	0	0	0	9256.6	0
801	349.061254	430763	508843	437861.9	443170	479446.7	459410	499430.8	498039	479130.3	494427
802	349.166674	0	0	49955.6	0	0	40833	0	0	0	0
803	349.164024	0	114034	118318.8	0	0	0	0	0	0	0
804	349.884912888889	485816	418695	0	428555	362921	345237	355971.8	355966	371622.3	341283
805	349.956224	0	0	483794.8	0	0	0	0	0	0	0
806	350.025484	145665	143739	98483.2	0	0	0	90632.2	98013	0	0
807	350.061684	1054237	1056351	774606	750659	745639.8	757280	749928.1	760939	741568.7	744007
808	351.037740666667	0	0	49150.5	54372	0	57949	59939.2	0	57323	56818
809	351.074395428571	76907	59729	48454.6	35912	41412.7	38946	35454.8	0	0	0
810	351.179124	0	0	0	0	0	0	0	0	0	111255
811	351.918124	1043734	898976	972243.1	867597	825503.3	828186	822014.7	779745	760640.9	799448
812	352.011874	43463	51772	41225.7	46082	44270.5	42806	41199.9	47568	49964.8	43727
813	352.076349	0	0	251972.3	0	0	291621	165370.9	0	0	159622
814	353.158690666667	223949	0	227690.5	202846	194284.3	191812	210670	206237	211960.3	204777
815	353.168654	421980	434063	480619.8	457892	432186.5	427204	451821.4	459926	466178.2	461762
816	353.951174	864276	0	808406.6	0	0	0	671065.3	641216	649620.3	662195
817	355.184404	268706	267056	304007.2	293648	295325.5	296469	303693.3	310085	298181.5	300006
818	355.247274	287788	306336	322311.6	330442	340906.3	332495	324835.4	319301	333391.8	328477
819	355.247094	525219	597546	640881.1	698647	671600.7	648276	683493.8	669059	669769.4	661719
820	356.068099	0	229992	0	0	0	232072	0	210488	208790.6	0
821	356.067924	0	269149	0	0	0	0	0	0	0	0
822	356.206194	217668	255957	238398.3	233857	236975.9	241017	219075.2	245431	211059	253827
823	357.153524	71166	68342	0	0	0	0	0	0	0	0
824	357.162424	0	0	0	0	0	0	0	0	0	235693
825	357.190007333333	114814	192835	0	140263	0	0	124364.7	162291	0	182006
826	357.189904	0	175041	187088.8	120517	198946.9	0	0	0	0	177378
827	357.201364	622588	716189	654881.5	683243	706896.8	711267	708592.2	754536	713950.8	768227
828	357.262954	410550	486666	502678.9	535435	558754.4	557714	566457.3	552448	569097	527926
829	357.262814	193726	213033	232033.3	255628	245514	252152	260023.8	259947	236555.5	239995
830	357.262609714286	134788	134026	181119.7	165827	181631.8	0	174586.7	0	0	162681
831	358.257964	237179	231724	214553.5	219724	225886.4	225966	228633.4	219622	222372.2	232055
832	359.188294	142200	165117	184595.7	183877	177005.8	183632	190619.3	202181	205133.3	194795
833	359.205574	558943	656496	592240.4	0	0	582112	584054.2	0	0	565593
834	359.205564	252765	312674	278406.6	276368	265323.8	271553	262633.8	282222	277238.1	271614
835	359.205624	612343	685069	604167.8	602280	594299.1	584005	597100.7	607011	588604.8	612050
836	359.205774	679892	722973	681321.9	660318	652914.1	670568	669127.8	708586	688310.6	655837
837	359.205724	0	0	0	0	0	310685	311707.3	347469	0	0
838	359.205604	353996	0	0	362101	0	365651	376293.9	380434	0	0
839	359.242034	386357	407171	418348.5	384598	384885.5	385908	448981.4	383483	435886.6	398271
840	360.073464	132453	127060	124568.4	106369	104562.4	100629	101378	103748	105949	103531
841	360.132274	237867	229313	213287.5	230686	0	0	223979.3	220418	0	0
842	360.164457333333	168355	109384	177637.9	151481	158434.2	0	172343.9	166252	163893.4	159536
843	360.200857333333	187175	196098	226141.5	213570	211983.5	201153	223034.4	0	204760.2	212817
844	361.058674	0	0	0	113766	0	0	0	130210	0	0
845	361.058774	0	0	0	121567	0	0	0	129936	0	0
846	361.185124	0	61160	0	0	0	0	0	0	0	0
847	361.184674	168668	177091	192352	187052	204112.9	177639	210942.7	203740	213175.2	210947
848	361.184844	224720	247080	245143.8	238783	258315.5	243346	266319.7	261658	257933.5	259133
849	361.200604	348319	409700	402036.8	0	0	0	0	0	487357.4	496416
850	361.200424	0	0	786346.8	804194	788910.5	848403	868737.4	862178	946403.1	858622
851	362.050107333333	190921	0	179294	157587	0	180655	164071.9	160808	0	0
852	362.118324	0	0	0	0	0	0	0	0	0	128346
853	363.180324	0	0	0	0	0	0	0	65027	0	0
854	364.0979365	0	0	147905.2	165550	163520.5	161603	167206.5	164356	158139	165966
855	365.017404	0	0	0	0	315260.1	332647	239685.7	348881	339646.7	0
856	365.195194	386980	437548	399428.5	399009	402342.7	398106	411343.8	436196	464149.3	459272
857	365.195074	358986	403773	416383.4	425822	418374.9	447674	454559.1	472329	472172.6	468228
858	365.194424	0	0	0	0	0	0	0	0	0	111180
859	365.933624	0	0	275769.4	0	0	0	0	0	0	0
860	366.023374	87944	115732	0	0	0	0	0	0	0	0
861	366.142940666667	141581	151595	0	181283	0	0	192696.1	0	183306.9	170151
862	366.142466857143	124056	0	135444.3	140789	0	140497	139731.3	0	131685.1	105658
863	366.203124	0	0	0	0	0	0	0	0	0	192161
864	367.174294	231446	262575	225881.3	232451	204825.2	233800	233236.6	243431	242280.1	228909
865	368.022479555556	106808	89629	81735.3	69161	65221.3	59706	62717.6	63725	0	70984
866	368.058824	0	56687	0	0	0	0	0	0	0	0
867	368.219724	0	0	0	0	0	0	129375.1	0	0	0
868	369.2623865	0	45801	78258.7	68250	70840.2	61462	63668.7	0	61780.8	63850
869	369.262624	155756	180408	222667.1	226059	218008.2	211825	220276.6	212855	210367.8	195423
870	369.928599	0	0	340710.6	0	0	274444	0	262123	262038.1	0
871	369.964724	72419	65283	0	0	0	0	61866.4	0	0	68056
872	370.221574	146541	165210	160455.1	154439	156603.1	162232	161212.8	163331	162042.3	158546
873	371.278135111111	95148	108397	142821.6	136903	142266.8	140502	139736.4	0	98187.5	94754
874	371.277924	107060	118334	0	145904	129698	138029	148246.4	0	0	0
875	371.277674	0	0	0	60106	60720.1	59089	58488.1	0	0	0
876	372.132157333333	0	0	0	0	53354.2	0	55269.7	0	59073.3	0
877	372.237424	0	67124	50835.7	0	0	0	0	59468	59577.8	0
878	372.237074	116065	137084	128584.2	122986	132414.3	127585	139908.7	126647	134926	135915
879	372.237074	89399	0	0	0	80092.5	69159	0	84378	70974.3	60462
880	372.273744	122668	126424	0	0	80159.7	0	88274.1	83629	0	0
881	372.273668444444	55014	59204	58768.4	54545	46897.1	53155	0	55420	58348.8	60355
882	373.173844	316372	325486	312980.7	309424	303474	305215	291791.1	294469	289321.8	298639
883	373.221124	314750	311712	229796.5	282120	247225.2	243821	282054.4	280751	259342.3	307403
884	373.221040666667	0	406797	342203.5	330300	0	342531	388823.3	0	0	394615
885	373.221024	412531	0	0	0	0	0	0	0	0	0
886	374.216664	0	262935	233383.6	0	0	0	259822.6	247929	214457.7	0
887	375.021774	0	0	0	0	0	0	0	57080	0	60800
888	375.1638615	126599	127607	129310.1	125690	128951.3	0	146477.6	0	143056.4	147710
889	375.200540666667	0	156659	0	0	152597.4	154227	0	174131	165813.2	161334
890	376.040844	164520	172891	168681.4	179568	171103.8	164407	168170.6	169580	174348	169145
891	376.045524	44802	0	36700	0	0	0	0	0	0	0
892	377.017274	0	0	0	0	0	0	0	0	1717051.1	1659765
893	377.1953615	0	170879	173524.8	176680	175375.7	185159	182733.1	186899	185556.4	0
894	377.195234	357812	405270	379394.6	388335	386023.8	404450	501478.4	421982	421463.3	415079
895	378.023724	775893	740649	659904.1	599347	552812.9	526150	533654.6	514811	0	0
896	378.066468444444	323176	351959	286071.9	291983	278433.5	279009	0	279896	274868.3	271998
897	379.174354	101388	124688	120034.7	111814	111956.7	109554	118704	125026	121766	119766
898	379.210490666667	0	0	0	0	0	0	75457	0	83401.1	71810
899	379.210699	0	0	0	160661	0	0	177609.2	189315	196361	0
900	379.210924	34705	0	0	0	0	0	0	0	0	0
901	379.965224	0	0	0	0	0	0	0	66529	77916.8	67630
902	380.025474	282108	255755	256693.1	212583	209964.4	207993	209022.4	226988	225365.6	217028
903	380.054404	157039	0	155979.3	160492	0	0	141465.1	0	0	137707
904	380.072224	5100725	5067123	3634827.8	3627741	3672488.8	3634246	3656238.5	3637432	3619728.3	3549206
905	381.189774	0	0	0	0	61311.7	0	0	0	58140.7	0
906	381.237644	830851	850320	769584.4	737840	700074.7	706100	703637.6	707551	719319.4	727113
907	382.020890666667	0	82289	87098.8	73994	61422.7	0	0	0	81739.8	59457
908	382.072454	434053	426681	304874.1	301246	303896.3	295630	302628.6	308925	296486.3	300546
909	382.221699	0	0	55112.2	54441	0	53132	54669.1	0	0	0
910	383.031190666667	69381	74877	67580.1	0	71338.8	74009	66035.2	0	0	0
911	383.107934	4166431	4615874	4270382	4256309	4331162	4380484	4483968.5	4540869	4508070.5	4466809
912	383.108024	0	1616101	1559610	1551093	1526462.1	1561375	1627052	1625982	0	0
913	383.142074	0	0	0	0	46007.5	0	0	0	0	45770
914	384.163224	342076	323217	302332.5	298109	326444.8	0	335515.3	336705	327832.5	354843
915	384.237274	122688	124450	115988.5	123456	127114.5	133038	111213.8	134111	129164.3	101446
916	384.237457333333	0	0	0	0	0	0	77895.3	79291	79054.7	0
917	385.173294	84546	90216	78794.3	85818	89027	88003	90376.8	92540	93776.9	92920
918	385.293452571429	53275	0	77093.1	0	80806.3	72054	0	69239	53703.1	47585
919	386.216190666667	0	0	15055	0	0	35463	23373.6	0	0	0
920	386.252984	189066	209159	183148.9	0	0	0	203954.9	0	0	198357
921	386.252946222222	187204	227326	204210.3	0	213271.3	226365	232560	238470	236988.9	244467
922	386.289874	0	0	112794.4	0	0	111273	0	108621	103970.5	0
923	387.211924	0	103923	0	0	0	0	97768.5	0	0	0
924	387.225607333333	0	0	85187.9	101571	0	88813	80980.4	0	104217.5	101073
925	387.236579555556	60053	66343	0	86961	71373.3	59129	77155.2	78425	69215.3	83314
926	387.236495428572	150756	178624	171653.9	183985	182644	0	190834.6	0	197640	0
927	388.065934	971778	747694	905144.8	697425	642744.6	618390	587846.7	523272	549705.6	572929
928	388.195984	47892	44104	52501.6	0	0	0	42560.2	39465	0	0
929	388.231890666667	0	0	0	0	0	110182	97482.4	0	0	99746
930	389.233146222222	71388	91356	122522.8	132505	124365.1	122344	131837.2	0	122504.9	125643
931	390.083912888889	0	186851	204222.1	187996	163028.5	165183	163354.9	164974	170592.4	172457
932	390.083999	0	0	100196.3	105652	0	0	95713	0	103922.4	0
933	391.032935111111	0	75914	73364.9	54789	46807.9	48702	44014	47576	43739.6	36951
934	391.087924	0	0	0	59493	0	0	0	0	0	0
935	391.210624	0	0	726742.3	734473	771007.1	781459	0	0	0	793909
936	392.072135111111	181915	182929	225596.8	0	223859.8	228132	223888.7	226350	233372	235426
937	393.1897365	103309	117163	111356.8	106680	108769.6	115369	0	0	112284.3	116454
938	393.226252571429	80503	0	85869.9	90794	0	94016	0	101178	102676.8	100372
939	394.042690666667	0	167858	0	0	0	136952	0	154656	0	0
940	394.051409714286	0	196186	172560.9	179317	0	0	206680.5	214013	182953.7	184249
941	394.185204	121111	138389	124171.5	103100	107543.1	104101	120695.3	114315	120091	106558
942	394.184724	92823	0	0	0	0	0	0	0	0	0
943	395.205624	0	72942	65744.6	0	0	0	62926.1	0	0	0
944	395.943574	0	0	0	0	0	0	0	0	114444.4	108341
945	396.053644	87186	80579	73688.4	55581	60177.3	61551	59394.1	67733	58273.7	61885
946	396.126704	89635	88155	90414.7	54614	92737.8	85158	86047.7	78359	84462.7	87958
947	397.910157333333	68344	57556	0	53141	0	0	0	0	0	0
948	398.2526615	0	69895	71181.1	81601	72608.4	79275	76999	0	76120.9	92625
949	400.012204	104145	96709	90056	74430	72046.9	70769	72122.6	69442	77790.9	77364
950	400.232209714286	198119	213682	0	193237	0	173257	0	132768	184622	138339
951	400.279674	0	0	46842.7	0	41585	0	48820.3	46459	0	0
952	401.240974	0	0	0	0	39628.4	0	0	46554	0	0
953	401.894804	189860	121564	157179.8	130931	0	0	0	0	125695.3	0
954	402.247754	117890	132678	121699.4	135343	127206.1	133027	137731.4	132781	140270.3	141923
955	403.147724	0	0	0	0	0	0	48880.9	0	0	0
956	403.220224	0	0	0	0	0	0	63101.4	0	0	0
957	404.190424	0	0	0	0	0	0	0	0	0	61231
958	405.048364	103391	115282	98797.5	89899	83169.8	95405	96701.9	93638	105462.5	100400
959	405.048594	548396	576441	517969.1	505237	454915.8	498771	496076.7	537556	557081.4	561051
960	406.055157333333	84098	0	0	72930	73677.6	72790	0	72844	67679.9	0
961	406.144799	0	0	0	0	253245.9	245206	0	0	244716.1	240752
962	407.011484	126240	119033	0	0	86412.1	100553	0	0	97335.4	0
963	407.194324	0	40943	0	0	0	0	0	0	0	0
964	408.056774	0	68561	0	0	0	0	53967.7	0	0	0
965	408.237224	44090	0	0	0	0	0	0	0	0	0
966	409.007274	2989359	2780470	2723654	2476475	2355022.3	2370696	2357218	2415696	2429173.8	2347746
967	409.184709714286	0	141042	108439.7	111913	126270.9	0	126654.5	0	135263.3	123312
968	409.268894	51910	55684	62698.4	64479	68476.1	67655	71739.5	62285	70228.5	65814
969	409.977049	0	216035	0	248496	295613.8	339365	359769.2	401223	426357.7	437388
970	410.082644	231641	235381	276199.5	279992	265142.2	271447	275513.4	273114	279278.4	272957
971	412.015484	279467	262296	284725.6	0	0	0	238521.3	213183	0	0
972	414.011074	79362	78165	82470.4	80104	89414.7	74612	78830.1	80814	78273.1	83623
973	414.211440666667	90059	85753	96288.4	91586	0	0	0	0	97430.3	81404
974	414.247679555556	255570	0	270059.3	262663	234661.1	238273	260961.2	269807	287883.7	280176
975	414.247846222222	479816	578277	480975	552683	488543.8	556706	489732.6	532991	554073.8	0
976	414.284624	0	116003	0	0	0	0	0	0	0	0
977	415.206474	0	67977	78972.8	77400	78834.6	0	82674.3	0	0	81900
978	415.256999	37513	0	0	0	0	0	0	44861	57613.1	45451
979	415.279484	142775	152777	168434.8	150924	150640	149331	166388.6	162723	157318.5	163681
980	416.153062461538	84179	87529	126409.1	87078	28340.7	128136	28269.8	121153	92420.4	91273
981	416.226984	147603	160337	161770.4	146878	159860.9	139316	142325.6	158649	147222.8	139144
982	417.147474	0	0	0	44998	0	0	0	0	0	49273
983	417.163224	66439	83092	69381	68208	71678.2	67209	71714.3	76504	76520.2	81400
984	417.236074	36504	0	0	38601	0	0	0	0	0	0
985	417.867514	108484	120683	98121.9	125905	117759.3	96805	119779.9	126670	123445.8	119139
986	417.943604	733966	446278	636441.1	433559	401206.8	366890	338314.7	330075	327844.1	345779
987	419.179134	181507	200209	211049.3	212147	208447.2	206313	206152	223276	225197.6	220990
988	419.243724	0	0	44762.2	0	36952.7	0	0	0	0	0
989	419.905524	1379146	1020120	1251108.4	963907	883891.2	842686	837738.6	819477	857636.3	850449
