ID	MN	H	C	O	N	S	P	Na	ME	Biomarker
12394	428.179483	28	19	9	2	0	0	0	429.1866579	0
12395	428.181686	28	21	0	6	2	0	0	429.1889849	0
12397	428.18419	28	17	5	6	1	0	0	429.1917675	0
12398	428.186495	29	23	4	2	0	1	0	429.193942	0
12399	428.190716	28	18	8	4	0	0	0	429.1984944	0
12400	428.202816	32	18	2	6	2	0	0	429.2099258	0
12401	428.209342	32	19	5	4	1	0	0	429.216895	0
12402	428.214836	33	14	7	6	0	1	0	429.222446	0
12403	428.217522	37	18	9	0	0	1	0	429.2253158	0
12405	428.220575	32	18	4	6	1	0	0	429.228152	0
12406	428.222229	37	16	5	4	1	1	0	429.22929	0
12407	428.223079	32	14	9	6	0	0	0	429.23097	0
12408	428.224597	32	23	2	4	1	0	0	429.232122	0
12409	428.225765	36	18	11	0	0	0	0	429.23303	0
12410	428.226069	33	13	6	8	0	1	0	429.2339268	0
12411	428.228437	28	20	3	8	0	0	0	429.2356471	0
12413	428.230091	33	18	4	6	0	1	0	429.237678	0
12414	428.231123	32	24	5	2	0	0	0	429.238652	0
12416	428.234494	36	21	5	2	1	0	0	429.242276	0
12417	428.23583	32	22	1	6	1	0	0	429.2432404	0
12419	428.239201	36	19	1	6	2	0	0	429.2469265	0
12420	428.24102	36	22	8	0	0	0	0	429.24821	0
12421	428.241705	36	15	6	6	1	0	0	429.24922	0
12424	428.251221	37	15	6	6	0	1	0	429.2583014	0
12425	428.263486	36	20	6	4	0	0	0	429.271084	1
12426	428.269162	41	23	5	0	0	1	0	429.2767079	1
12427	428.274719	36	19	5	6	0	0	0	429.282436	0
12429	428.289974	36	23	2	6	0	0	0	429.2980224	0
12430	428.297367	40	25	0	4	1	0	0	429.3043613	0
12431	428.299871	40	21	5	4	0	0	0	429.3075736	1
12432	428.311104	40	20	4	6	0	0	0	429.3188242	0
12441	428.961933	13	10	8	3	2	2	0	429.9694838	0
12442	428.964437	13	6	13	3	1	2	0	429.9719995	0
12444	428.97567	13	5	12	5	1	2	0	429.983267	0
12445	428.977569	16	12	8	1	3	1	0	429.9847816	0
12446	428.983063	17	7	10	3	2	2	0	429.9899525	0
12447	429.021816	16	15	6	3	2	1	0	430.02927	0
12448	429.02432	16	11	11	3	1	1	0	430.0317583	0
12449	429.034217	20	9	14	1	1	1	0	430.0419033	0
12451	429.04545	20	8	13	3	1	1	0	430.0530298	0
12452	429.051189	19	12	10	3	2	0	0	430.05845	0
12453	429.052462	21	12	8	3	1	2	0	430.0601758	0
13995	429.059299	23	9	11	2	0	3	1	452.04891	0
12454	429.066444	19	16	7	3	2	0	0	430.0738633	0
12455	429.068948	19	12	12	3	1	0	0	430.076465	0
12456	429.071938	20	11	9	5	1	1	0	430.0790948	0
12457	429.087193	20	15	6	5	1	1	0	430.094505	0
12458	429.088847	25	13	7	3	1	2	0	430.0964192	0
12460	429.102829	23	17	6	3	2	0	0	430.1101107	0
12462	429.106606	25	13	9	3	0	2	0	430.114395	0
12463	429.112345	24	17	6	3	1	1	0	430.1195967	0
12464	429.127799	23	11	9	7	1	0	0	430.1349214	0
12466	429.133475	28	14	8	3	1	1	0	430.141202	0
12467	429.139214	27	18	5	3	2	0	0	430.1462642	0
12468	429.141718	27	14	10	3	1	0	0	430.1488708	0
12469	429.14873	28	18	5	3	1	1	0	430.1558611	0
12470	429.150447	27	17	4	5	2	0	0	430.1579225	0
12471	429.163499	27	19	10	1	0	0	0	430.1711175	0
12472	429.165702	27	21	1	5	2	0	0	430.172903	0
12473	429.166489	28	18	7	3	0	1	0	430.174138	0
12474	429.168206	27	17	6	5	1	0	0	430.1757867	0
12475	429.16986	32	15	7	3	1	1	0	430.1778086	0
12476	429.173882	32	20	5	1	1	1	0	430.1809108	0
12478	429.184629	31	16	12	1	0	0	0	430.1922973	0
12479	429.186832	31	18	3	5	2	0	0	430.1942173	0
12480	429.189987	27	22	6	3	0	0	0	430.197745	0
12481	429.191641	32	20	7	1	0	1	0	430.199342	0
12482	429.199884	31	20	9	1	0	0	0	430.2074514	0
12483	429.203255	35	17	9	1	1	0	0	430.210705	1
12484	429.210085	32	13	7	7	0	1	0	430.2174745	0
12485	429.212771	36	17	9	1	0	1	0	430.2206053	0
12486	429.221014	35	17	11	1	0	0	0	430.2285784	0
12487	429.22235	31	18	7	5	0	0	0	430.2302091	0
12488	429.228711	36	14	4	7	1	1	0	430.23645	0
12489	429.229743	35	20	5	3	1	0	0	430.23774	0
12490	429.231397	40	18	6	1	1	1	0	430.23923	0
12496	429.240976	35	19	4	5	1	0	0	430.248578	0
12497	429.248369	39	21	2	3	2	0	0	430.2558939	0
12498	429.254895	39	22	5	1	1	0	0	430.262545	0
12499	429.257399	39	18	10	1	0	0	0	430.26456	0
12500	429.258735	35	19	6	5	0	0	0	430.2664016	0
12502	429.266779	35	29	2	1	0	0	0	430.2744212	1
12503	429.269968	35	18	5	7	0	0	0	430.2776056	0
12504	429.272654	39	22	7	1	0	0	0	430.280148	0
12505	429.283887	39	21	6	3	0	0	0	430.29152	0
12506	429.288594	39	19	2	7	1	0	0	430.295776	0
12507	429.29128	43	23	4	1	1	0	0	430.298825	0
12509	429.29512	39	20	5	5	0	0	0	430.3027222	0
12512	429.299142	39	25	3	3	0	0	0	430.30671	0
12513	429.303164	39	30	1	1	0	0	0	430.3107333	0
12514	429.309039	43	23	6	1	0	0	0	430.3166238	0
12515	429.314397	39	29	0	3	0	0	0	430.322064	0
12516	429.381809	51	25	4	1	0	0	0	430.3895044	0
14051	429.93416	10	6	15	1	0	3	1	452.9237844	0
12523	429.946799	7	8	13	4	1	1	0	430.9539771	0
15560	429.957969	11	6	14	2	0	3	2	474.9293329	0
12525	429.959686	12	5	13	4	1	2	0	430.9667444	0
12527	429.972818	15	11	8	2	3	1	0	430.9800889	1
12528	429.976595	17	7	11	2	1	3	0	430.9841764	0
12529	429.983184	11	9	12	4	1	1	0	430.9902702	0
12531	429.993567	16	10	7	4	2	2	0	431.0009633	0
15562	429.994354	15	7	13	2	0	3	2	474.9657367	0
12532	430.000093	16	11	10	2	1	2	0	431.0076391	0
12533	430.003464	20	8	10	2	2	2	0	431.010795	0
14059	430.011015	12	14	9	3	1	1	1	453.000445	0
12534	430.012358	15	16	10	0	1	1	0	431.0201824	0
12535	430.018782	14	13	5	6	3	0	0	431.0260382	0
12536	430.026962	19	12	9	2	2	1	0	431.0346193	0
12537	430.036478	20	12	9	2	1	2	0	431.0439793	0
12538	430.044721	19	12	11	2	1	1	0	431.051699	0
12539	430.048743	19	17	9	0	1	1	0	431.0565383	0
14068	430.057297	20	13	11	1	1	1	1	453.046545	0
12540	430.061042	22	7	9	6	3	0	0	431.068436	0
12541	430.064197	18	11	12	4	1	0	0	431.07123	0
12542	430.072863	24	13	8	2	1	2	0	431.08028	0
12543	430.076948	18	19	4	4	2	0	0	431.0843791	0
12544	430.085128	23	18	8	0	1	1	0	431.0931238	0
12545	430.088181	18	18	3	6	2	0	0	431.0954284	0
12546	430.092339	23	12	9	4	1	1	0	431.09969	1
12547	430.094056	22	11	8	6	2	0	0	431.1013017	0
12549	430.099414	18	17	2	8	2	0	0	431.1068707	0
12551	430.103572	23	11	8	6	1	1	0	431.1107169	0
14083	430.114431	25	13	9	3	0	2	1	453.10389	0
12553	430.117491	27	14	9	2	1	1	0	431.1250416	0
12554	430.124566	22	19	2	6	2	0	0	431.1318264	0
12555	430.12707	22	15	7	6	1	0	0	431.1344433	0
12556	430.128724	27	13	8	4	1	1	0	431.1365456	0
14088	430.131784	27	14	8	3	2	0	1	453.121315	0
12557	430.132746	27	18	6	2	1	1	0	431.1401647	0
12558	430.13525	27	14	11	2	0	1	0	431.143025	0
12560	430.139272	27	19	9	0	0	1	0	431.146905	0
12561	430.142325	22	19	4	6	1	0	0	431.1497075	0
12562	430.143979	27	17	5	4	1	1	0	431.151556	0
12563	430.160402	31	16	11	0	0	1	0	431.1680333	0
12564	430.162119	30	15	10	2	1	0	0	431.169621	1
14097	430.166452	32	16	8	1	1	1	1	453.156167	0
12565	430.169131	31	19	5	2	1	1	0	431.1763228	0
12566	430.170848	30	18	4	4	2	0	0	431.1779967	0
12567	430.179028	35	17	8	0	1	1	0	431.1867864	0
12568	430.185236	26	21	6	4	0	0	0	431.1929358	1
12569	430.188607	30	18	6	4	1	0	0	431.1955405	0
12570	430.196787	35	17	10	0	0	1	0	431.2044738	0
12572	430.212042	35	21	7	0	0	1	0	431.2198547	0
12573	430.216263	34	16	11	2	0	0	0	431.2237738	0
12574	430.217599	30	17	7	6	0	0	0	431.2255016	0
12575	430.222488	34	23	0	4	2	0	0	431.22961	0
12576	430.223275	35	20	6	2	0	1	0	431.230535	0
12577	430.224992	34	19	5	4	1	0	0	431.2327022	0
12580	430.233172	39	18	9	0	0	1	0	431.2411007	0
12581	430.236225	34	18	4	6	1	0	0	431.244168	0
12584	430.245741	35	18	4	6	0	1	0	431.25328	0
12585	430.246773	34	24	5	2	0	0	0	431.254515	0
12586	430.253984	34	18	6	6	0	0	0	431.2617473	0
12588	430.262028	34	28	2	2	0	0	0	431.2698567	0
12590	430.279136	38	20	6	4	0	0	0	431.286868	1
14132	430.965794	13	6	14	2	0	3	1	453.9554769	0
12598	430.977583	15	10	8	3	2	2	0	431.985072	0
12599	430.991971	11	13	10	3	0	2	0	431.9992324	1
12600	430.995342	15	10	10	3	1	2	0	432.0025252	0
12601	431.001081	14	14	7	3	2	1	0	432.008545	0
12602	431.003585	14	10	12	3	1	1	0	432.0110749	0
12604	431.031727	19	11	9	3	1	2	0	432.0393591	0
12605	431.037466	18	15	6	3	2	1	0	432.0448867	0
12606	431.03997	18	11	11	3	1	1	0	432.0474167	0
12607	431.044859	22	17	4	1	3	1	0	432.0521	0
12608	431.051203	18	10	10	5	1	1	0	432.0582572	0
12610	431.066458	18	14	7	5	1	1	0	432.0736945	0
12611	431.068112	23	12	8	3	1	2	0	432.0755807	0
12613	431.09161	22	16	7	3	1	1	0	432.0989176	0
12614	431.096482	17	19	9	3	0	0	0	432.103905	0
12615	431.102843	22	15	6	5	1	1	0	432.1101868	0
12616	431.106379	21	17	12	1	0	0	0	432.1140966	0
12618	431.119815	21	18	2	7	2	0	0	432.12717	0
12619	431.123186	25	15	2	7	3	0	0	432.1304873	0
12620	431.127995	26	17	6	3	1	1	0	432.1354242	0
14150	431.131055	26	18	6	2	2	0	1	454.1204	0
14151	431.133559	26	14	11	2	1	0	1	454.1227638	0
12622	431.1441	21	19	7	5	0	0	0	432.1518208	0
12624	431.148338	29	17	2	5	3	0	0	432.1554126	0
14154	431.156676	22	20	7	4	0	0	1	454.146038	0
12625	431.158704	25	15	6	7	1	0	0	432.1657573	0
12626	431.16438	30	18	5	3	1	1	0	432.1716	0
12627	431.166097	29	17	4	5	2	0	0	432.1734447	0
14157	431.169944	30	15	10	2	1	0	1	454.1591634	0
12628	431.175994	33	15	7	3	2	0	0	432.18328	0
12629	431.179149	29	19	10	1	0	0	0	432.18671	0
12631	431.192036	34	16	10	1	0	1	0	432.1997651	0
12632	431.200279	33	16	12	1	0	0	0	432.207605	0
12633	431.201615	29	17	8	5	0	0	0	432.2092782	0
14161	431.202958	30	19	9	2	0	0	1	454.1923776	0
12634	431.209659	29	27	4	1	0	0	0	432.21753	0
12635	431.212848	29	16	7	7	0	0	0	432.2205556	0
12636	431.21687	29	21	5	5	0	0	0	432.2244958	0
12638	431.226767	33	19	8	3	0	0	0	432.23392	0
12639	431.228285	33	28	1	1	1	0	0	432.2358991	0
12640	431.230789	33	24	6	1	0	0	0	432.2384367	0
12641	431.235496	33	22	2	5	1	0	0	432.2423938	0
12642	431.236147	29	30	0	3	0	0	0	432.2436733	0
12643	431.238	33	18	7	5	0	0	0	432.2456184	0
14166	431.239343	34	20	8	2	0	0	1	454.2288533	0
12646	431.242022	33	23	5	3	0	0	0	432.249652	0
12647	431.246044	33	28	3	1	0	0	0	432.253724	1
12648	431.249233	33	17	6	7	0	0	0	432.2568955	0
12649	431.251919	37	21	8	1	0	0	0	432.2595784	0
12650	431.257277	33	27	2	3	0	0	0	432.2649946	1
12652	431.274385	37	19	6	5	0	0	0	432.2821498	0
12654	431.288304	41	22	7	1	0	0	0	432.2960561	0
12655	431.299537	41	21	6	3	0	0	0	432.3072133	0
12657	431.324689	45	23	6	1	0	0	0	432.3324567	0
14192	431.94981	12	6	15	1	0	3	1	454.939606	0
12671	431.962449	9	8	13	4	1	1	0	432.9694716	0
12672	431.971178	9	11	7	6	2	1	0	432.9781694	0
12673	431.973619	15	6	14	2	0	3	0	432.9815833	0
12674	431.990591	14	9	10	4	1	2	0	432.997376	0
12675	431.994994	17	12	11	0	2	1	0	433.0024015	0
12676	431.998834	13	9	12	4	1	1	0	433.0059387	0
12679	432.015743	18	11	10	2	1	2	0	433.0233831	0
14200	432.02258	20	8	13	1	0	3	1	455.0124429	0
12680	432.028693	17	9	8	6	2	1	0	433.03598	0
12681	432.037118	20	17	7	0	3	0	0	433.0444231	0
14204	432.049449	23	9	12	1	1	2	1	455.03914	0
12684	432.050474	17	14	8	4	1	1	0	433.0577033	0
12685	432.052128	22	12	9	2	1	2	0	433.0597433	0
12687	432.060371	21	12	11	2	1	1	0	433.0682533	0
12688	432.064393	21	17	9	0	1	1	0	433.0722989	0
12689	432.0691	21	15	5	4	2	1	0	433.076495	1
15693	432.069887	20	12	11	2	0	2	2	477.0413453	0
12690	432.071604	21	11	10	4	1	1	0	433.0790595	0
12691	432.078997	25	13	8	2	2	1	0	433.0864596	0
12692	432.082152	21	17	11	0	0	1	0	433.0899013	0
12694	432.088513	26	13	8	2	1	2	0	433.095914	0
12695	432.095969	24	16	4	4	3	0	0	433.1033497	0
12696	432.103831	20	18	3	6	2	0	0	433.1109131	0
12697	432.106335	20	14	8	6	1	0	0	433.1134543	0
12698	432.112011	25	17	7	2	1	1	0	433.119348	0
12699	432.114515	25	13	12	2	0	1	0	433.12221	0
12700	432.118537	25	18	10	0	0	1	0	433.1262927	0
12701	432.123244	25	16	6	4	1	1	0	433.1308589	0
12702	432.128983	24	20	3	4	2	0	0	433.136055	0
12703	432.131487	24	16	8	4	1	0	0	433.1391467	0
12704	432.140216	24	19	2	6	2	0	0	433.1474287	0
14233	432.147434	29	14	8	3	2	0	1	455.1365839	0
12706	432.148396	29	18	6	2	1	1	0	433.1557451	0
12707	432.150113	28	17	5	4	2	0	0	433.1575127	0
12708	432.155607	29	12	7	6	1	1	0	433.1630148	0
12709	432.159629	29	17	5	4	1	1	0	433.1672498	0
12710	432.161346	28	16	4	6	2	0	0	433.169212	0
12711	432.167872	28	17	7	4	1	0	0	433.1751521	0
12712	432.176601	28	20	1	6	2	0	0	433.18392	0
12713	432.182658	36	21	3	0	3	0	0	433.1899731	0
12714	432.185631	28	17	9	4	0	0	0	433.193504	0
12715	432.191307	33	20	8	0	0	1	0	433.1991927	0
12716	432.195528	32	15	12	2	0	0	0	433.203167	0
12717	432.197731	32	17	3	6	2	0	0	433.2048218	0
12718	432.200886	28	21	6	4	0	0	0	433.2086611	0
12719	432.212986	32	21	0	6	2	0	0	433.2202433	0
12722	432.228377	37	14	5	6	1	1	0	433.2356415	0
12724	432.234116	36	18	2	6	2	0	0	433.241825	0
12725	432.237271	32	22	5	4	0	0	0	433.2449064	0
12727	432.248504	32	21	4	6	0	0	0	433.2565147	0
12728	432.255897	36	23	2	4	1	0	0	433.2627197	0
12730	432.277678	36	28	2	2	0	0	0	433.2852862	0
12738	432.989862	13	13	8	3	1	2	0	433.997219	0
12739	433.010992	17	10	10	3	1	2	0	434.0181502	0
12740	433.016731	16	14	7	3	2	1	0	434.0240491	0
12741	433.019235	16	10	12	3	1	1	0	434.0265648	0
12742	433.030468	16	9	11	5	1	1	0	434.0376122	1
12743	433.053116	20	15	6	3	2	1	0	434.0605518	0
12744	433.05562	20	11	11	3	1	1	0	434.0630738	0
12746	433.06772	24	11	5	5	3	1	0	434.074815	0
12747	433.083762	25	12	8	3	1	2	0	434.0913642	0
12748	433.090351	19	14	9	5	1	0	0	434.0975289	0
12749	433.09908	19	17	3	7	2	0	0	434.106478	0
12750	433.105606	19	18	6	5	1	0	0	434.112755	0
12751	433.10726	24	16	7	3	1	1	0	434.1147511	0
12752	433.108977	23	15	6	5	2	0	0	434.1164875	0
12753	433.110313	19	16	2	9	2	0	0	434.117703	0
14276	433.11032	24	17	7	2	2	0	1	456.0997489	0
12754	433.111282	24	21	5	1	1	1	0	434.118725	0
12755	433.113786	24	17	10	1	0	1	0	434.1215613	0
12756	433.122029	23	17	12	1	0	0	0	434.1295008	0
12757	433.122896	27	18	7	1	2	0	0	434.130705	0
12758	433.125019	24	16	9	3	0	1	0	434.1326884	1
12760	433.135465	23	18	2	7	2	0	0	434.1426389	0
14280	433.135941	20	19	8	4	0	0	1	456.1252982	0
12761	433.143645	28	17	6	3	1	1	0	434.1508113	0
12762	433.149384	27	21	3	3	2	0	0	434.156496	0
12764	433.158414	27	18	11	1	0	0	0	434.1657675	0
12765	433.161404	28	17	8	3	0	1	0	434.1690618	1
12766	433.163121	27	16	7	5	1	0	0	434.170574	0
12767	433.173669	27	22	8	1	0	0	0	434.181235	0
12768	433.18003	32	18	5	3	1	1	0	434.1870608	0
12769	433.18088	27	16	9	5	0	0	0	434.1887967	0
12770	433.189609	27	19	3	7	1	0	0	434.1967067	0
12771	433.194799	31	19	10	1	0	0	0	434.202413	0
12772	433.197002	31	21	1	5	2	0	0	434.204068	0
12775	433.210739	31	16	5	7	1	0	0	434.2186546	0
12776	433.217265	31	17	8	5	0	0	0	434.2250598	0
12778	433.231184	35	20	9	1	0	0	0	434.238946	1
12779	433.233387	35	22	0	5	2	0	0	434.241085	0
12780	433.240564	31	31	1	1	0	0	0	434.2484155	0
12781	433.247124	35	17	4	7	1	0	0	434.2550079	0
12782	433.25365	35	18	7	5	0	0	0	434.2612876	1
12783	433.261694	35	28	3	1	0	0	0	434.2694467	0
12784	433.267569	39	21	8	1	0	0	0	434.2752391	0
12785	433.303954	43	22	7	1	0	0	0	434.3115533	0
12786	433.340339	47	23	6	1	0	0	0	434.347905	0
12795	433.903206	6	8	13	2	3	0	0	434.9107731	0
15790	433.944641	12	5	13	2	0	4	2	478.9161636	0
14327	433.947701	14	6	13	1	1	3	1	456.937558	0
14329	433.96546	14	6	15	1	0	3	1	456.9551609	0
12798	433.978099	11	8	13	4	1	1	0	434.9852958	0
12800	433.995008	16	10	11	2	1	2	0	435.0026974	0
12802	434.006241	16	9	10	4	1	2	0	435.0131196	0
12803	434.014484	15	9	12	4	1	1	0	435.0216213	0
12806	434.027616	18	15	7	2	3	0	0	435.034875	0
12807	434.029739	15	13	9	4	1	1	0	435.03693	0
12808	434.031393	20	11	10	2	1	2	0	435.0388982	0
12809	434.03311	19	10	9	4	2	1	0	435.0407125	0
12810	434.035478	14	17	6	4	2	0	0	435.0428375	0
12811	434.039636	19	11	12	2	1	1	0	435.0471509	0
12812	434.043658	19	16	10	0	1	1	0	435.0514624	0
12814	434.052205	15	11	7	8	1	1	0	435.0597775	0
12815	434.054891	19	15	9	2	1	1	0	435.0622843	0
12816	434.067778	24	12	9	2	1	2	0	435.075198	0
12817	434.083096	18	17	4	6	2	0	0	435.0903356	0
15805	434.085537	22	12	11	2	0	2	2	479.0569833	0
12818	434.0856	18	13	9	6	1	0	0	435.092895	0
12819	434.091276	23	16	8	2	1	1	0	435.0987553	0
12820	434.098487	23	10	9	6	1	1	0	435.1057038	0
12821	434.10289	26	13	10	2	2	0	0	435.110382	0
12822	434.108248	22	19	4	4	2	0	0	435.1156064	0
12824	434.116428	27	18	8	0	1	1	0	435.123966	0
14355	434.116802	23	15	6	5	2	0	1	457.1062755	0
12825	434.119481	22	18	3	6	2	0	0	435.1268047	0
12826	434.121922	28	13	10	2	0	2	0	435.1295793	0
12827	434.127661	27	17	7	2	1	1	0	435.1351067	0
12828	434.129378	26	16	6	4	2	0	0	435.1369494	0
12829	434.133218	22	13	7	8	1	0	0	435.14071	0
12830	434.134872	27	11	8	6	1	1	0	435.1423293	0
12832	434.14542	27	17	9	2	0	1	0	435.1525643	0
12833	434.147137	26	16	8	4	1	0	0	435.1548362	0
12834	434.148791	31	14	9	2	1	1	0	435.1561	0
12835	434.151844	26	14	4	8	2	0	0	435.1591656	0
12836	434.153663	26	17	11	2	0	0	0	435.161195	0
12837	434.155866	26	19	2	6	2	0	0	435.1631447	0
12838	434.157685	26	22	9	0	0	0	0	435.1650833	0
12839	434.15837	26	15	7	6	1	0	0	435.1659697	0
14371	434.161367	32	15	9	1	1	1	1	457.15069	0
12840	434.164046	31	18	6	2	1	1	0	435.1713371	0
12841	434.165763	30	17	5	4	2	0	0	435.1731569	0
12842	434.170572	31	19	9	0	0	1	0	435.1784169	0
12843	434.175279	31	17	5	4	1	1	0	435.182664	0
12844	434.176996	30	16	4	6	2	0	0	435.1841967	0
12845	434.180151	26	20	7	4	0	0	0	435.1878872	0
12846	434.183522	30	17	7	4	1	0	0	435.1912106	0
12848	434.192251	30	20	1	6	2	0	0	435.1993018	0
12849	434.194755	30	16	6	6	1	0	0	435.2025107	0
12850	434.201281	30	17	9	4	0	0	0	435.2089838	1
12851	434.206957	35	20	8	0	0	1	0	435.2146639	0
12854	434.227769	30	20	5	6	0	0	0	435.2355253	1
12856	434.240656	35	17	5	6	0	1	0	435.24824	0
12857	434.243342	39	21	7	0	0	1	0	435.2511571	0
12858	434.250417	34	26	0	4	1	0	0	435.2579752	0
12859	434.252921	34	22	5	4	0	0	0	435.2606324	1
12860	434.256292	38	19	5	4	1	0	0	435.263609	0
12862	434.264154	34	21	4	6	0	0	0	435.2718702	1
12864	434.289306	38	23	4	4	0	0	0	435.2970672	0
14412	434.29402	43	22	5	1	1	0	1	457.2835468	0
12872	435.008883	19	10	8	3	2	2	0	436.0164933	0
12874	435.026642	19	10	10	3	1	2	0	436.0339593	0
12875	435.032381	18	14	7	3	2	1	0	436.0398307	0
12877	435.053511	22	11	9	3	2	1	0	436.061227	0
12878	435.069616	17	13	10	5	1	0	0	436.0766602	0
12879	435.086525	22	15	8	3	1	1	0	436.0939891	0
12880	435.089896	26	12	8	3	2	1	0	436.0974885	0
12881	435.093051	22	16	11	1	0	1	0	436.10088	0
14438	435.093362	24	12	11	2	0	2	1	458.083028	0
12883	435.106001	21	14	9	5	1	0	0	436.112915	0
12884	435.111677	26	17	8	1	1	1	0	436.1187636	0
12885	435.11473	21	17	3	7	2	0	0	436.1220811	0
12886	435.117416	25	21	5	1	2	0	0	436.1251043	1
12887	435.121256	21	18	6	5	1	0	0	436.12826	0
12888	435.12291	26	16	7	3	1	1	0	436.1303107	0
12889	435.125963	21	16	2	9	2	0	0	436.1330967	0
12890	435.126932	26	21	5	1	1	1	0	436.13438	0
12891	435.127782	21	19	9	3	0	0	0	436.135085	0
12892	435.129436	26	17	10	1	0	1	0	436.1369189	0
12893	435.131153	25	16	9	3	1	0	0	436.1385571	0
12896	435.159295	30	17	6	3	1	1	0	436.1665367	0
12897	435.167538	29	17	8	3	1	0	0	436.1748813	0
12898	435.174064	29	18	11	1	0	0	0	436.1817729	0
12899	435.185297	29	17	10	3	0	0	0	436.1929478	0
12900	435.1875	29	19	1	7	2	0	0	436.19497	1
12901	435.190004	29	15	6	7	1	0	0	436.1970347	0
12902	435.19134	25	16	2	11	1	0	0	436.19892	0
14456	435.191347	30	17	7	4	1	0	1	458.1808	0
12903	435.200552	29	21	7	3	0	0	0	436.2082422	0
14463	435.20258	30	16	6	6	1	0	1	458.1919117	0
12904	435.203923	33	18	7	3	1	0	0	436.2115837	0
12905	435.210449	33	19	10	1	0	0	0	436.218114	0
12906	435.212652	33	21	1	5	2	0	0	436.21991	0
12907	435.223018	29	19	5	7	0	0	0	436.2307991	0
12910	435.246834	37	20	9	1	0	0	0	436.2544911	0
12913	435.273322	37	23	5	3	0	0	0	436.2809486	1
12914	435.277344	37	28	3	1	0	0	0	436.2845975	0
14481	435.278036	42	22	6	0	1	0	1	458.26764	0
12915	435.283219	41	21	8	1	0	0	0	436.2908355	0
12917	435.298474	41	25	5	1	0	0	0	436.306028	0
15886	435.301845	43	22	5	1	1	0	2	480.2732233	0
12931	435.869762	8	3	13	2	1	4	0	436.877484	0
12933	435.878005	7	3	15	2	1	3	0	436.88597	0
12945	435.934898	9	9	16	0	1	1	0	436.941983	0
12948	435.958231	13	8	9	4	3	1	0	436.965744	0
12949	435.966093	9	10	8	6	2	1	0	436.973275	0
14521	435.98111	16	6	15	1	0	3	1	458.9708898	0
12950	435.993749	13	8	13	4	1	1	0	437.0009358	0
12951	436.002478	13	11	7	6	2	1	0	437.0096084	1
14524	436.004608	15	10	14	1	0	2	1	458.9942709	0
12952	436.010658	18	10	11	2	1	2	0	437.0182787	0
12953	436.013026	13	17	8	2	1	1	0	437.0202233	0
12954	436.014274	20	16	6	0	4	0	0	437.0215203	0
12955	436.018901	17	10	13	2	1	1	0	437.0266714	0
12957	436.028417	18	10	13	2	0	2	0	437.0364431	0
12958	436.032033	20	16	8	0	3	0	0	437.039255	0
12959	436.03581	22	12	11	0	1	2	0	437.043126	0
12960	436.043735	12	15	8	6	1	0	0	437.051045	0
12961	436.047043	22	11	10	2	1	2	0	437.0545713	1
12962	436.053632	16	13	11	4	1	0	0	437.0605675	0
12963	436.059308	21	16	10	0	1	1	0	437.0672142	0
12964	436.062361	16	16	5	6	2	0	0	437.0695573	0
12965	436.070541	21	15	9	2	1	1	0	437.0780176	0
12966	436.074563	21	20	7	0	1	1	0	437.081665	0
12967	436.07628	20	19	6	2	2	0	0	437.0838226	0
12968	436.083428	26	12	9	2	1	2	0	437.0908803	0
12969	436.087513	20	18	5	4	2	0	0	437.0948395	0
12970	436.090017	20	14	10	4	1	0	0	437.0973922	0
12971	436.098746	20	17	4	6	2	0	0	437.1059878	0
12972	436.106926	25	16	8	2	1	1	0	437.1144349	0
12973	436.112665	24	20	5	2	2	0	0	437.12007	0
12974	436.114137	25	10	9	6	1	1	0	437.1215017	0
12976	436.123898	24	19	4	4	2	0	0	437.1312091	0
12977	436.126402	24	15	9	4	1	0	0	437.1339036	0
12978	436.131046	30	12	7	4	1	2	0	437.13829	0
14543	436.132452	25	15	6	5	2	0	1	459.121935	0
12979	436.132928	24	16	12	2	0	0	0	437.1404388	0
12980	436.135131	24	18	3	6	2	0	0	437.1424496	0
12981	436.137635	24	14	8	6	1	0	0	437.1453175	0
12982	436.143311	29	17	7	2	1	1	0	437.1508371	0
12983	436.150386	24	22	0	6	2	0	0	437.1576882	0
12985	436.160283	28	20	3	4	2	0	0	437.1674428	0
12986	436.162787	28	16	8	4	1	0	0	437.17018	0
12987	436.171516	28	19	2	6	2	0	0	437.178612	0
12989	436.179696	33	18	6	2	1	1	0	437.1869047	0
12990	436.186222	33	19	9	0	0	1	0	437.1939651	0
12992	436.189926	24	27	2	4	0	0	0	437.19716	0
12993	436.192646	32	16	4	6	2	0	0	437.2002724	0
12994	436.195801	28	20	7	4	0	0	0	437.2034656	0
12995	436.199172	32	17	7	4	1	0	0	437.20646	0
14559	436.204355	29	16	9	5	0	0	1	459.1938338	0
12996	436.207034	28	19	6	6	0	0	0	437.214825	0
12997	436.208688	33	17	7	4	0	1	0	437.2164481	1
14562	436.211748	33	18	7	3	1	0	1	459.2012519	1
12998	436.21271	33	22	5	2	0	1	0	437.2200567	0
12999	436.214427	32	21	4	4	1	0	0	437.221415	0
13000	436.222607	37	20	8	0	0	1	0	437.2304341	0
13001	436.226311	28	28	1	4	0	0	0	437.2341957	0
13002	436.232186	32	21	6	4	0	0	0	437.2398431	1
13003	436.235557	36	18	6	4	1	0	0	437.2429811	0
13004	436.240264	36	16	2	8	2	0	0	437.2476292	0
