ID	MN	H	C	O	N	S	P	Na	ME	Biomarker
239	129.078979	11	6	2	1	0	0	0	130.0862914	0
251	131.094629	13	6	2	1	0	0	0	132.1019429	1
354	143.094629	13	7	2	1	0	0	0	144.1019547	0
357	144.04226	8	6	4	0	0	0	0	145.0496	0
364	145.073894	11	6	3	1	0	0	0	146.08122	0
377	146.069143	10	5	3	2	0	0	0	147.07649	0
521	154.05379	11	4	3	1	1	0	1	177.04286	0
533	159.065735	10	7	4	0	0	0	1	182.0551619	0
442	159.125929	17	8	2	1	0	0	0	160.1332671	0
447	160.084793	12	6	3	2	0	0	0	161.092105	0
449	161.05105	11	6	2	1	1	0	0	162.058395	0
456	162.052825	10	6	5	0	0	0	0	163.0601732	0
564	164.055899	9	5	5	1	0	0	1	187.0452833	0
794	170.045645	9	3	4	2	0	1	2	215.0168379	0
607	170.048705	11	4	4	1	1	0	1	193.0377175	0
487	170.105528	14	8	2	2	0	0	0	171.1128861	0
493	171.977292	5	2	7	0	0	1	0	172.9847742	0
821	172.061295	11	3	4	2	0	1	2	217.032465	0
494	172.121178	16	8	2	2	0	0	0	173.1285618	0
502	174.050321	10	11	0	0	1	0	0	175.057778	0
503	174.100443	14	7	3	2	0	0	0	175.107823	1
504	174.111676	14	6	2	4	0	0	0	175.1190505	0
513	175.084459	13	7	4	1	0	0	0	176.0918287	1
523	177.08235	15	7	2	1	1	0	0	178.0897346	1
525	178.04774	10	6	6	0	0	0	0	179.0551075	0
645	178.071549	11	6	5	1	0	0	1	201.0609195	0
673	180.087199	13	6	5	1	0	0	1	203.0765625	0
535	181.073894	11	9	3	1	0	0	0	182.0812686	0
543	183.029661	10	4	5	1	0	1	0	184.0371467	1
544	183.05653	13	5	4	1	1	0	0	184.0638924	0
545	183.066046	14	5	4	1	0	1	0	184.073495	0
549	184.013677	9	4	6	0	0	1	0	185.02117	0
550	184.034671	8	12	0	0	1	0	0	185.0417882	0
551	184.034671	8	12	0	0	1	0	0	185.0421484	0
708	184.064355	13	5	4	1	1	0	1	207.0533645	0
553	184.121178	16	9	2	2	0	0	0	185.1285491	1
554	184.157563	20	10	1	2	0	0	0	185.1649437	1
559	185.116427	15	8	2	3	0	0	0	186.1238386	1
563	185.992942	7	3	7	0	0	1	0	187.0004322	0
566	186.050321	10	12	0	0	1	0	0	187.057818	0
568	186.064058	10	7	4	2	0	0	0	187.07148	0
569	186.100443	14	8	3	2	0	0	0	187.1078278	0
570	187.084459	13	8	4	1	0	0	0	188.0918427	0
572	188.008592	9	3	7	0	0	1	0	189.01611	0
574	188.079708	12	7	4	2	0	0	0	189.08711	0
575	188.116093	16	8	3	2	0	0	0	189.1234677	1
577	189.036068	7	9	0	3	1	0	0	190.0433333	0
578	189.042594	7	10	3	1	0	0	0	190.0499614	0
581	189.100109	15	8	4	1	0	0	0	190.1074973	0
766	190.035164	7	6	6	1	0	0	1	213.0245348	0
595	190.077599	14	7	2	2	1	0	0	191.0849789	1
606	191.069477	9	9	2	3	0	0	0	192.07684	0
798	192.050814	9	6	6	1	0	0	1	215.0401632	0
802	192.087199	13	7	5	1	0	0	1	215.0765664	1
611	193.110279	15	11	2	1	0	0	0	194.1176371	0
822	194.048705	11	6	4	1	1	0	1	217.0377769	0
824	194.066464	11	6	6	1	0	0	1	217.0558491	0
827	194.102849	15	7	5	1	0	0	1	217.09227	0
616	195.029661	10	5	5	1	0	1	0	196.0371624	1
619	196.013677	9	5	6	0	0	1	0	197.0211581	0
856	196.082114	13	6	6	1	0	0	1	219.071455	0
621	196.121178	16	10	2	2	0	0	0	197.1285781	0
626	197.105194	15	10	3	1	0	0	0	198.1125674	0
1206	198.004175	5	3	6	2	0	1	2	242.9753756	0
1208	198.04056	9	4	5	2	0	1	2	243.011644	0
628	198.050321	10	13	0	0	1	0	0	199.0578102	0
631	198.136828	18	10	2	2	0	0	0	199.1442191	1
632	198.173213	22	11	1	2	0	0	0	199.1805937	1
638	199.084459	13	9	4	1	0	0	0	200.09187	0
639	199.132077	17	9	2	3	0	0	0	200.1394797	1
642	200.008592	9	4	7	0	0	1	0	201.0161007	0
644	200.029586	8	12	1	0	1	0	0	201.0370593	0
646	200.065971	12	13	0	0	1	0	0	201.0734617	0
647	200.079708	12	8	4	2	0	0	0	201.0871076	0
649	200.116093	16	9	3	2	0	0	0	201.1234833	1
651	201.100109	15	9	4	1	0	0	0	202.1074962	0
653	201.172879	23	11	2	1	0	0	0	202.1802753	0
669	202.045236	10	12	1	0	1	0	0	203.0527287	0
674	202.077599	14	8	2	2	1	0	0	203.0850267	0
675	202.095358	14	8	4	2	0	0	0	203.10275	0
676	202.131743	18	9	3	2	0	0	0	203.1391225	0
681	203.079374	13	8	5	1	0	0	0	204.0867531	0
682	203.115759	17	9	4	1	0	0	0	204.1231865	0
926	203.946303	3	1	7	1	0	2	1	226.9356147	0
688	204.003507	9	3	8	0	0	1	0	205.0109994	0
933	204.050814	9	7	6	1	0	0	1	227.0402254	0
694	204.060886	12	12	1	0	1	0	0	205.0683796	0
696	204.089878	12	11	2	2	0	0	0	205.0972782	0
697	204.111008	16	8	4	2	0	0	0	205.1184575	0
699	204.954128	5	1	7	1	0	2	0	205.96172	0
702	205.052113	11	6	3	3	1	0	0	206.0592218	0
704	205.095024	15	8	5	1	0	0	0	206.1024029	0
705	205.938144	4	1	8	0	0	2	0	206.9457511	0
972	206.066464	11	7	6	1	0	0	1	229.0558286	0
976	206.102849	15	8	5	1	0	0	1	229.0922471	0
711	206.13068	18	13	2	0	0	0	0	207.1380475	0
716	207.053159	9	10	4	1	0	0	0	208.0605295	0
717	207.05653	13	7	4	1	1	0	0	208.063948	0
719	207.067763	13	6	3	3	1	0	0	208.07485	0
989	207.098098	14	7	5	2	0	0	1	230.0874693	0
1016	208.082114	13	7	6	1	0	0	1	231.0714758	0
724	208.09469	16	8	6	0	0	0	0	209.10213	0
1022	208.118499	17	8	5	1	0	0	1	231.1079213	0
725	208.14633	20	13	2	0	0	0	0	209.1537333	0
726	208.157563	20	12	1	2	0	0	0	209.16495	0
727	209.008926	8	5	6	1	0	1	0	210.0164157	0
1039	209.095989	16	7	3	2	1	0	1	232.0850575	0
729	209.105194	15	11	3	1	0	0	0	210.1125639	0
1535	210.004175	5	4	6	2	0	1	2	254.9752514	0
739	210.029327	11	6	6	0	0	1	0	211.0368307	0
1542	210.04056	9	5	5	2	0	1	2	255.0117367	0
1058	210.04362	11	6	5	1	1	0	1	233.0326402	0
1069	210.062246	15	7	2	1	2	0	1	233.0514676	0
1079	210.080005	15	7	4	1	1	0	1	233.0690462	0
1080	210.097764	15	7	6	1	0	0	1	233.0871794	0
741	210.136828	18	11	2	2	0	0	0	211.1442	1
1087	211.002484	6	4	6	2	1	0	1	233.991695	0
747	211.024576	10	5	6	1	0	1	0	212.0320657	0
748	211.060961	14	6	5	1	0	1	0	212.0684443	0
750	211.120844	17	11	3	1	0	0	0	212.1282443	0
765	212.008592	9	5	7	0	0	1	0	213.0161173	0
1111	212.034118	9	4	5	3	1	0	1	235.0233404	0
767	212.044977	13	6	6	0	0	1	0	213.0524867	0
1115	212.05927	13	6	5	1	1	0	1	235.048336	0
769	212.065971	12	14	0	0	1	0	0	213.0734442	0
771	212.10486	16	11	4	0	0	0	0	213.1122594	0
772	212.116093	16	10	3	2	0	0	0	213.1234909	0
774	212.152478	20	11	2	2	0	0	0	213.159876	1
779	212.994325	7	4	7	1	1	0	0	214.0018377	0
780	213.040226	12	5	6	1	0	1	0	214.0477249	0
1129	213.066403	8	12	2	2	0	0	1	236.0558686	0
781	213.100109	15	10	4	1	0	0	0	214.1075473	0
782	213.111342	15	9	3	3	0	0	0	214.1187229	0
783	213.136494	19	11	3	1	0	0	0	214.1439525	0
796	214.024242	11	5	7	0	0	1	0	215.0317636	0
799	214.045236	10	13	1	0	1	0	0	215.0527413	0
801	214.060627	15	6	6	0	0	1	0	215.0681429	0
803	214.095358	14	9	4	2	0	0	0	215.1027544	1
804	214.131743	18	10	3	2	0	0	0	215.1391382	1
1150	215.033784	10	4	6	2	1	0	1	238.0230867	0
808	215.036463	9	7	3	3	1	0	0	216.04358	0
809	215.055876	14	5	6	1	0	1	0	216.06329	0
810	215.079374	13	9	5	1	0	0	0	216.0868026	0
811	215.090607	13	8	4	3	0	0	0	216.0980467	0
812	215.115759	17	10	4	1	0	0	0	216.1231656	0
814	215.188529	25	12	2	1	0	0	0	216.1959409	0
816	216.003507	9	4	8	0	0	1	0	217.0109982	0
820	216.024501	8	12	2	0	1	0	0	217.0319822	0
823	216.039892	13	5	7	0	0	1	0	217.0473467	0
825	216.060886	12	13	1	0	1	0	0	217.0683664	0
826	216.074623	12	8	5	2	0	0	0	217.08204	0
828	216.111008	16	9	4	2	0	0	0	217.118399	0
829	216.129634	20	10	1	2	1	0	0	217.13706	0
830	216.147393	20	10	3	2	0	0	0	217.1547959	1
833	217.058639	11	8	6	1	0	0	0	218.06606	0
835	217.095024	15	9	5	1	0	0	0	218.1024336	0
836	217.106257	15	8	4	3	0	0	0	218.11372	0
837	217.142642	19	9	3	3	0	0	0	218.15009	0
840	217.938144	4	2	8	0	0	2	0	218.9457861	0
1173	217.961953	5	2	7	1	0	2	1	240.9512909	0
848	218.019157	11	4	8	0	0	1	0	219.0266629	0
854	218.040151	10	12	2	0	1	0	0	219.0476276	0
857	218.090273	14	8	5	2	0	0	0	219.09766	0
858	218.105528	14	12	2	2	0	0	0	219.1129336	1
859	218.126658	18	9	4	2	0	0	0	219.1340715	0
860	218.141913	18	13	1	2	0	0	0	219.1493358	0
866	219.110674	17	9	5	1	0	0	0	220.1180696	0
1205	219.977603	7	2	7	1	0	2	1	242.9668998	0
871	220.016261	12	7	0	2	3	0	0	221.0236533	0
878	220.03402	12	7	2	2	2	0	0	221.04148	0
1210	220.045729	9	7	7	1	0	0	1	243.0351654	0
1214	220.082114	13	8	6	1	0	0	1	243.0714724	0
882	220.084793	12	11	3	2	0	0	0	221.092178	0
884	220.182715	24	15	1	0	0	0	0	221.1900925	0
887	221.021876	7	4	4	5	1	0	0	222.029345	0
889	221.068809	11	11	4	1	0	0	0	222.0762073	0
1224	221.077363	12	7	6	2	0	0	1	244.0667644	0
891	221.089939	15	8	6	1	0	0	0	222.0973511	0
894	221.969444	8	2	8	0	0	2	0	222.97708	0
1246	222.061379	11	7	7	1	0	0	1	245.050758	0
1248	222.062246	15	8	2	1	2	0	1	245.0516527	0
1249	222.062715	7	8	3	5	0	0	1	245.0520633	0
1252	222.080005	15	8	4	1	1	0	1	245.069082	0
1256	222.097764	15	8	6	1	0	0	1	245.0871353	0
900	222.100443	14	11	3	2	0	0	0	223.1078375	0
902	222.173213	22	13	1	2	0	0	0	223.1806304	0
905	223.024576	10	6	6	1	0	1	0	224.032085	0
1273	223.075254	14	7	4	2	1	0	1	246.0643038	0
1276	223.093013	14	7	6	2	0	0	1	246.0824447	0
906	223.105589	17	8	6	1	0	0	0	224.1129518	1
910	223.948709	6	1	9	0	0	2	0	224.9563578	0
1286	224.014642	10	6	4	1	1	1	1	247.004005	0
912	224.044977	13	7	6	0	0	1	0	225.0524627	0
1291	224.05927	13	7	5	1	1	0	1	247.0483342	0
1304	224.077029	13	7	7	1	0	0	1	247.0664422	0
1305	224.077896	17	8	2	1	2	0	1	247.06713	0
913	224.089605	16	8	7	0	0	0	0	225.0969882	0
1313	224.113414	17	8	6	1	0	0	1	247.1028198	1
914	224.141245	20	13	3	0	0	0	0	225.1486718	0
916	225.040226	12	6	6	1	0	1	0	226.0477262	0
1326	225.062381	8	8	4	4	0	0	1	248.051745	0
918	225.076611	16	7	5	1	0	1	0	226.084095	0
1333	225.108663	16	7	6	2	0	0	1	248.0980675	0
919	225.147727	19	11	2	3	0	0	0	226.1551419	0
923	225.925064	6	5	2	0	4	0	0	226.93227	0
931	225.987857	7	5	8	0	0	1	0	226.9953962	0
2222	225.987857	5	5	8	0	0	1	2	270.9590963	0
932	226.024242	11	6	7	0	0	1	0	227.0317427	0
1364	226.05379	11	10	3	1	1	0	1	249.0433474	0
934	226.060627	15	7	6	0	0	1	0	227.06815	0
1375	226.061001	11	4	4	5	1	0	1	249.0502389	0
1381	226.07492	15	7	5	1	1	0	1	249.0640007	0
935	226.081621	14	15	0	0	1	0	0	227.0891083	0
1386	226.092679	15	7	7	1	0	0	1	249.082052	0
1387	226.093546	19	8	2	1	2	0	1	249.0829089	0
936	226.095358	14	10	4	2	0	0	0	227.10278	0
1392	226.111305	19	8	4	1	1	0	1	249.100335	0
937	226.156895	22	13	3	0	0	0	0	227.1643357	0
939	226.168128	22	12	2	2	0	0	0	227.1755244	1
945	226.998361	6	8	5	1	0	1	0	228.0058557	0
946	227.019491	10	5	7	1	0	1	0	228.0269775	0
1407	227.055565	10	10	6	0	0	0	1	250.0450808	0
947	227.055876	14	6	6	1	0	1	0	228.0634114	0
1412	227.058936	14	7	6	0	1	0	1	250.0480534	0
1417	227.070169	14	6	5	2	1	0	1	250.05952	0
948	227.07687	13	14	0	1	1	0	0	228.0843844	0
949	227.090607	13	9	4	3	0	0	0	228.0981	0
950	227.126992	17	10	3	3	0	0	0	228.1343804	1
951	227.152144	21	12	3	1	0	0	0	228.1595667	0
952	227.163377	21	11	2	3	0	0	0	228.1708207	1
968	227.994858	12	6	3	0	3	0	0	229.0021317	0
2306	228.003507	7	5	8	0	0	1	2	272.9747384	0
970	228.024501	8	13	2	0	1	0	0	229.0319926	0
971	228.039892	13	6	7	0	0	1	0	229.0474389	0
1441	228.054185	13	6	6	1	1	0	1	251.043242	0
973	228.060886	12	14	1	0	1	0	0	229.0684107	0
1446	228.063701	14	6	6	1	0	1	1	251.0529013	0
974	228.066761	16	7	6	0	1	0	0	229.07394	0
975	228.078645	12	14	3	0	0	0	0	229.086008	0
1449	228.09057	17	7	5	1	1	0	1	251.0796611	0
980	228.111008	16	10	4	2	0	0	0	229.1184171	0
983	228.147393	20	11	3	2	0	0	0	229.1548178	0
1469	229.049434	12	5	6	2	1	0	1	252.0387333	0
1471	229.061318	8	12	3	2	0	0	1	252.0507442	0
1476	229.093681	12	8	4	4	0	0	1	252.0829906	0
990	229.095024	15	10	5	1	0	0	0	230.1024378	0
991	229.106257	15	9	4	3	0	0	0	230.1137093	0
993	229.131409	19	11	4	1	0	0	0	230.138838	0
1483	229.961953	5	3	7	1	0	2	1	252.9512449	0
1001	229.981985	6	7	3	2	2	0	0	230.9890904	0
1002	229.981985	6	7	3	2	2	0	0	230.989604	0
1003	229.982772	7	4	9	0	0	1	0	230.9902929	0
1004	229.983639	11	5	4	0	2	1	0	230.9910177	0
1491	229.997065	7	4	8	1	1	0	1	252.9863722	0
1006	230.010508	14	6	3	0	3	0	0	231.0177831	0
1007	230.01837	10	8	2	2	2	0	0	231.026025	0
1008	230.019157	11	5	8	0	0	1	0	231.0266624	0
1012	230.028267	14	6	5	0	2	0	0	231.0356564	0
1013	230.040151	10	13	2	0	1	0	0	231.0476512	0
1014	230.055542	15	6	7	0	0	1	0	231.0630767	0
1019	230.076536	14	14	1	0	1	0	0	231.0840616	0
1021	230.090273	14	9	5	2	0	0	0	231.0976591	0
1023	230.105528	14	13	2	2	0	0	0	231.11295	0
1024	230.108899	18	10	2	2	1	0	0	231.1163194	0
1503	230.114082	15	9	4	3	0	0	1	253.103523	0
1025	230.115425	18	11	5	0	0	0	0	231.122814	0
1029	230.126658	18	10	4	2	0	0	0	231.1340938	0
1031	230.127994	14	11	0	6	0	0	0	231.13527	0
1032	230.163043	22	11	3	2	0	0	0	231.17045	0
1036	231.031378	9	7	4	3	1	0	0	232.0384528	0
1520	231.061713	10	8	6	2	0	0	1	254.0511329	0
1042	231.110674	17	10	5	1	0	0	0	232.1181103	0
1043	231.121907	17	9	4	3	0	0	0	232.1292978	0
1046	231.183444	25	12	3	1	0	0	0	232.1908471	0
1532	231.977603	7	3	7	1	0	2	1	254.966908	0
1051	231.997635	8	7	3	2	2	0	0	233.00474	0
1052	231.997635	8	7	3	2	2	0	0	233.0052455	0
1054	231.999289	13	5	4	0	2	1	0	233.0066604	0
1057	232.019416	8	12	3	0	1	0	0	233.0269256	0
1059	232.034807	13	5	8	0	0	1	0	233.0423578	0
1063	232.040546	12	9	5	0	1	0	0	233.0479531	0
1064	232.041413	16	10	0	0	3	0	0	233.0487064	0
1065	232.041882	8	10	1	4	1	0	0	233.049045	0
1071	232.04604	13	4	7	2	0	1	0	233.053304	0
1077	232.055801	12	13	2	0	1	0	0	233.0633331	0
1546	232.082114	13	9	6	1	0	0	1	255.0715189	0
1081	232.088164	16	9	3	2	1	0	0	233.0955817	1
1082	232.105923	16	9	5	2	0	0	0	233.1133646	0
1083	232.121178	16	13	2	2	0	0	0	233.1285884	0
1084	232.142308	20	10	4	2	0	0	0	233.1497077	0
1085	232.14633	20	15	2	0	0	0	0	233.1537233	0
1086	232.157563	20	14	1	2	0	0	0	233.165006	1
1088	232.985428	9	3	7	1	0	2	0	233.993065	0
1093	233.045311	12	8	5	1	0	1	0	234.0527248	0
1094	233.047028	11	7	4	3	1	0	0	234.0541273	0
1095	233.047028	11	7	4	3	1	0	0	234.0546693	0
1099	233.07218	15	9	4	1	1	0	0	234.079545	0
1562	233.077363	12	8	6	2	0	0	1	256.066776	0
1100	233.089939	15	9	6	1	0	0	0	234.0973744	0
1101	233.126324	19	10	5	1	0	0	0	234.1337078	0
1102	233.173942	23	10	3	3	0	0	0	234.1813517	0
1104	233.969444	8	3	8	0	0	2	0	234.977102	0
1578	233.993253	9	3	7	1	0	2	1	256.9825807	0
1109	234.014072	11	4	9	0	0	1	0	235.0216271	0
1113	234.038906	6	9	4	4	0	0	0	235.0462671	0
1117	234.042277	10	6	4	4	1	0	0	235.049552	0
1119	234.050139	6	8	3	6	0	0	0	235.0574309	0
1587	234.061379	11	8	7	1	0	0	1	257.0508154	0
1122	234.065712	15	9	5	0	0	1	0	235.0732467	0
1593	234.097764	15	9	6	1	0	0	1	257.087203	0
1123	234.100443	14	12	3	2	0	0	0	235.1078262	0
1125	234.136828	18	13	2	2	0	0	0	235.144332	0
1609	235.075254	14	8	4	2	1	0	1	258.0643342	0
1131	235.084459	13	12	4	1	0	0	0	236.0918641	0
1612	235.093013	14	8	6	2	0	0	1	258.0824474	0
1132	235.105589	17	9	6	1	0	0	0	236.113085	0
1133	235.118158	13	9	1	7	0	0	0	236.1259033	0
1134	235.141974	21	10	5	1	0	0	0	236.14946	0
1135	235.948709	6	2	9	0	0	2	0	236.9563843	0
1136	235.985094	10	3	8	0	0	2	0	236.9925964	0
1141	236.044977	13	8	6	0	0	1	0	237.0525689	0
1643	236.077029	13	8	7	1	0	0	1	259.0664078	0
1144	236.079708	12	11	4	2	0	0	0	237.0871437	0
1145	236.083079	16	8	4	2	1	0	0	237.0904729	0
1648	236.113414	17	9	6	1	0	0	1	259.102822	0
1146	236.116093	16	12	3	2	0	0	0	237.123517	0
1147	236.127326	16	11	2	4	0	0	0	237.1347655	0
1655	236.149799	21	10	5	1	0	0	1	259.1392223	0
1151	237.03071	11	7	6	1	1	0	0	238.038075	0
1153	237.040226	12	7	6	1	0	1	0	238.0477582	0
1154	237.063724	11	11	5	1	0	0	0	238.0711631	0
1155	237.100109	15	12	4	1	0	0	0	238.1075038	0
1679	237.108663	16	8	6	2	0	0	1	260.0980693	0
1156	237.111342	15	11	3	3	0	0	0	238.118787	0
1157	237.964359	8	2	9	0	0	2	0	238.972004	0
1161	238.024242	11	7	7	0	0	1	0	239.0317533	0
2706	238.035475	9	6	6	2	0	1	2	283.006551	0
1704	238.057161	15	8	3	1	2	0	1	261.0463629	0
1162	238.060627	15	8	6	0	0	1	0	239.0682236	0
1708	238.07492	15	8	5	1	1	0	1	261.063989	0
1710	238.090175	15	12	2	1	1	0	1	261.0795742	0
1712	238.092679	15	8	7	1	0	0	1	261.0821227	0
1713	238.093546	19	9	2	1	2	0	1	261.082735	0
1714	238.093546	19	9	2	1	2	0	1	261.0831147	0
1163	238.105255	18	9	7	0	0	0	0	239.11266	0
1719	238.111305	19	9	4	1	1	0	1	261.1003464	0
1722	238.129064	19	9	6	1	0	0	1	261.11854	0
1164	238.154209	18	10	1	6	0	0	0	239.161935	0
1736	239.022551	10	7	7	0	1	0	1	262.0120567	0
1167	239.055876	14	7	6	1	0	1	0	240.06343	0
1744	239.070169	14	7	5	2	1	0	1	262.059245	0
1168	239.079374	13	11	5	1	0	0	0	240.0867979	0
1169	239.092261	18	8	5	1	0	1	0	240.0998056	0
1170	239.115759	17	12	4	1	0	0	0	240.12322	0
1171	239.126992	17	11	3	3	0	0	0	240.1344674	0
1172	239.224914	29	15	1	1	0	0	0	240.23232	0
1176	240.003507	9	6	8	0	0	1	0	241.0110139	0
2771	240.01474	7	5	7	2	0	1	2	284.9859429	0
1178	240.025186	8	7	0	6	2	0	0	241.0323615	0
1179	240.039892	13	7	7	0	0	1	0	241.0474767	0
1767	240.045942	14	7	4	1	1	1	1	263.035338	0
2775	240.051125	11	6	6	2	0	1	2	285.02229	0
1768	240.054185	13	7	6	1	1	0	1	263.0432176	0
1180	240.060886	12	15	1	0	1	0	0	241.0683857	0
1775	240.062047	9	9	5	3	0	0	1	263.0513696	0
1779	240.065418	13	6	5	3	1	0	1	263.05485	0
1789	240.072811	17	8	3	1	2	0	1	263.0622854	0
1181	240.076277	17	8	6	0	0	1	0	241.0838525	0
1182	240.08751	17	7	5	2	0	1	0	241.0950043	0
1800	240.09057	17	8	5	1	1	0	1	263.0796431	0
1811	240.101803	17	7	4	3	1	0	1	263.091326	0
1816	240.108329	17	8	7	1	0	0	1	263.097736	0
1183	240.111008	16	11	4	2	0	0	0	241.1184318	0
1184	240.13616	20	13	4	0	0	0	0	241.1435533	0
1188	240.147393	20	12	3	2	0	0	0	241.1548389	0
1193	241.035141	12	6	7	1	0	1	0	242.0426884	0
1194	241.071526	16	7	6	1	0	1	0	242.079092	0
1946	241.074586	16	8	6	0	1	0	1	264.0636583	0
1947	241.074586	16	8	6	0	1	0	1	264.0639867	0
1195	241.077265	15	11	3	1	1	0	0	242.0846939	0
1196	241.09252	15	15	0	1	1	0	0	242.1000197	0
1951	241.093681	12	9	4	4	0	0	1	264.0830429	0
1197	241.095024	15	11	5	1	0	0	0	242.1024116	0
1198	241.106257	15	10	4	3	0	0	0	242.113745	0
1199	241.142642	19	11	3	3	0	0	0	242.1500569	1
1202	241.167794	23	13	3	1	0	0	0	242.1752207	0
1203	241.179027	23	12	2	3	0	0	0	242.1864514	0
1977	241.961953	5	4	7	1	0	2	1	264.9512511	0
1207	241.982772	7	5	9	0	0	1	0	242.9903004	0
1209	242.019157	11	6	8	0	0	1	0	243.0266933	0
2848	242.03039	9	5	7	2	0	1	2	287.0015776	0
1211	242.040151	10	14	2	0	1	0	0	243.0476336	0
1212	242.046026	14	7	7	0	1	0	0	243.05319	0
1999	242.052076	15	7	4	1	2	0	1	265.0415962	0
1213	242.055542	15	7	7	0	0	1	0	243.0631067	0
2853	242.066775	13	6	6	2	0	1	2	287.037948	0
2010	242.069835	15	7	6	1	1	0	1	265.0588804	0
1215	242.091927	19	8	6	0	0	1	0	243.099443	0
1216	242.101506	14	9	4	4	0	0	0	243.1089617	0
2020	242.10622	19	8	5	1	1	0	1	265.09528	0
2024	242.123979	19	8	7	1	0	0	1	265.113434	0
1217	242.126658	18	11	4	2	0	0	0	243.1340704	0
1219	242.15181	22	13	4	0	0	0	0	243.159135	0
1220	242.163043	22	12	3	2	0	0	0	243.170488	0
1221	243.014406	10	5	8	1	0	1	0	244.0219471	0
2039	243.05048	10	10	7	0	0	0	1	266.039948	0
1223	243.050791	14	6	7	1	0	1	0	244.0582696	0
2043	243.053851	14	7	7	0	1	0	1	266.0430632	0
1226	243.067763	13	9	3	3	1	0	0	244.07494	0
1227	243.071785	13	14	1	1	1	0	0	244.0792927	0
1228	243.085522	13	9	5	3	0	0	0	244.0929438	0
1229	243.086389	17	10	0	3	2	0	0	244.0936447	0
1230	243.087176	18	7	6	1	0	1	0	244.09461	0
1231	243.110674	17	11	5	1	0	0	0	244.1180835	0
1232	243.121907	17	10	4	3	0	0	0	244.1293644	0
1234	243.158292	21	11	3	3	0	0	0	244.1656919	0
1236	243.183444	25	13	3	1	0	0	0	244.1908283	0
1237	243.219829	29	14	2	1	0	0	0	244.2272733	0
1238	243.256214	33	15	1	1	0	0	0	244.26366	0
1241	243.998422	9	5	9	0	0	1	0	245.0059484	0
1242	244.034807	13	6	8	0	0	1	0	245.0423676	0
1247	244.043917	16	7	5	0	2	0	0	245.0513111	0
2080	244.0491	13	6	7	1	1	0	1	267.0381711	0
1250	244.055801	12	14	2	0	1	0	0	245.0633209	0
1253	244.069538	12	9	6	2	0	0	0	245.0769547	0
1254	244.071192	17	7	7	0	0	1	0	245.078575	0
1258	244.092186	16	15	1	0	1	0	0	245.0997213	0
1259	244.105923	16	10	5	2	0	0	0	245.1133264	0
1261	244.121178	16	14	2	2	0	0	0	245.1286434	0
1262	244.124549	20	11	2	2	1	0	0	245.1319591	1
1263	244.131075	20	12	5	0	0	0	0	245.138478	0
1264	244.142308	20	11	4	2	0	0	0	245.1497549	0
1265	244.153541	20	10	3	4	0	0	0	245.16098	0
1266	244.178693	24	12	3	2	0	0	0	245.1860989	1
1268	245.008926	8	8	6	1	0	1	0	246.0164709	0
1271	245.045311	12	9	5	1	0	1	0	246.0528707	0
2108	245.056233	8	12	4	2	0	0	1	268.0456333	0
1275	245.07218	15	10	4	1	1	0	0	246.0796256	0
2111	245.077363	12	9	6	2	0	0	1	268.0668639	0
1277	245.089939	15	10	6	1	0	0	0	246.0973458	0
1278	245.105194	15	14	3	1	0	0	0	246.112624	0
1279	245.126324	19	11	5	1	0	0	0	246.1337742	0
1281	245.137557	19	10	4	3	0	0	0	246.1449433	0
1282	245.14879	19	9	3	5	0	0	0	246.1562645	0
1283	245.162709	23	12	4	1	0	0	0	246.17013	0
1284	245.173942	23	11	3	3	0	0	0	246.1813742	0
2155	245.993253	9	4	7	1	0	2	1	268.982562	0
1287	246.005423	14	6	4	0	3	0	0	247.0127007	0
1289	246.014072	11	5	9	0	0	1	0	247.0216113	0
1292	246.042277	10	7	4	4	1	0	0	247.0490985	0
1296	246.04967	14	9	2	2	2	0	0	247.057032	0
1299	246.051793	11	7	4	4	0	1	0	247.0587996	0
1300	246.052174	14	5	7	2	1	0	0	247.0593596	0
1301	246.052825	10	13	5	0	0	0	0	247.06011	0
2159	246.061379	11	9	7	1	0	0	1	269.050785	0
1309	246.071451	14	14	2	0	1	0	0	247.0789622	0
1312	246.073955	14	10	7	0	0	0	0	247.0811657	0
2170	246.097764	15	10	6	1	0	0	1	269.087355	0
1314	246.102097	19	11	4	0	0	1	0	247.1096018	0
1315	246.103814	18	10	3	2	1	0	0	247.1112218	0
1316	246.121573	18	10	5	2	0	0	0	247.1290156	0
1317	246.125595	18	15	3	0	0	0	0	247.1330193	0
1318	246.136828	18	14	2	2	0	0	0	247.1442276	1
1319	246.140199	22	11	2	2	1	0	0	247.1476417	0
1320	246.146725	22	12	5	0	0	0	0	247.154225	0
1321	246.157958	22	11	4	2	0	0	0	247.165351	0
1325	247.023789	9	11	0	3	2	0	0	248.0308378	0
1332	247.084459	13	13	4	1	0	0	0	248.0918636	0
1335	247.105589	17	10	6	1	0	0	0	248.1130058	0
1336	247.116822	17	9	5	3	0	0	0	248.1242407	0
1339	247.141974	21	11	5	1	0	0	0	248.149376	0
1340	247.153207	21	10	4	3	0	0	0	248.1607189	0
3117	247.959942	4	2	8	2	0	2	2	292.9311129	0
2227	247.972518	7	3	8	1	0	2	1	270.9618438	0
3119	247.996327	8	3	7	2	0	2	2	292.9675268	1
1349	248.019825	9	7	6	2	0	1	0	249.0274521	0
