ID	Mass	R7S1	R7S2	R7S3	R7S4	R7S5	R7S6	R7S7	R7S8	R7S9	R7S10	R7S11	R7S12	R7S13	R7S14	R7S15	R8S1	R8S2	R8S3	R8S4	R8S5	R8S6	R8S7	R8S8	R8S9	R8S10	R8S11	R8S12	R8S13	R8S14	R8S15	R9S1	R9S2	R9S3	R9S4	R9S5	R9S6	R9S7	R9S8	R9S9	R9S10	R9S11	R9S12	R9S13	R9S14	R9S15
6	54.010724	13.9777	8.42365	13.64015	24.1457	15.42115	6.2979	11.57675	16.24245	22.1082	17.98405	13.83135	16.65925	15.4948	7.21535	19.01305	7.23275	13.7882	14.37925	19.3926	20.4091	18.57485	12.6834	0	15.7937	15.46545	19.02475	17.12525	7.0169	15.35475	22.75025	17.62005	15.77985	19.2557	18.27005	25.2466	12.7264	14.3649	7.9336	19.6709	7.1748	8.6841	19.6179	21.95755	17.5405	18.8975
7	54.010724	12.86525	3.76905	0	12.2646	9.44605	7.5098	10.42045	4.0981	5.6713	6.7781	5.2343	7.6281	5.8553	5.1448	12.1976	5.51005	10.703	6.0381	12.13875	9.27445	5.0163	5.3269	3.3933	5.6123	9.0723	4.5962	10.09695	10.1636	8.798	13.45255	8.0745	9.5309	5.74175	10.4116	13.4292	4.6421	8.8867	10.7416	11.29685	11.272	7.95745	5.4545	15.4402	6.9909	9.95205
5	54.010724	42.23745	21.88385	29.33935	55.7124	59.04785	37.1021	40.5176	34.50285	44.6034	45.27635	31.34245	19.2993	33.4735	13.42165	47.65315	31.5148	30.56265	27.77945	46.97645	54.2517	28.7445	39.80065	36.5707	49.33655	42.53785	42.3561	51.93825	42.6406	37.1779	48.42995	38.8329	29.5995	32.19185	36.4415	57.10015	39.02205	36.68615	51.6933	58.7868	34.1604	36.0833	38.46665	53.92185	52.5574	35.34145
16	55.042324	26.02645	39.3712	20.65775	15.07175	27.56325	29.90265	45.1979	36.8809	24.35705	46.2355	31.95825	41.24835	32.9363	14.4716	25.3852	41.6455	36.57615	20.42255	33.42785	35.61665	36.4855	38.63085	35.92725	42.40935	32.93745	31.68845	23.09505	25.5595	37.23985	20.97835	33.8513	14.0881	33.76375	23.55255	21.2839	43.7978	44.12675	27.83295	42.33805	7.40275	41.2376	36.9945	25.87545	24.0438	35.0995
17	55.042524	16.20335	10.04295	19.4243	10.1651	19.6747	18.10935	7.1997	20.24635	21.67435	9.421	20.6519	9.2271	22.3694	18.214	11.09655	15.4483	21.87095	23.7614	24.0272	16.7056	15.75125	16.74555	21.78205	20.0913	21.06155	0	0	9.4468	20.1111	17.01985	22.63175	9.0044	20.0237	20.2958	17.0614	20.912	14.3998	21.49915	9.4779	16.74365	23.1241	11.34425	18.4183	24.16795	19.88265
19	56.026124	5.2358	5.256	10.05155	6.58685	11.69895	0	6.9627	0	4.86255	5.9927	7.5108	4.14415	9.966	6.65135	13.77955	0	6.95695	11.09955	11.6732	10.9844	13.0764	12.30865	8.38625	0	11.05915	9.6178	15.9434	4.9805	0	14.88555	9.94385	14.7035	11.56815	0	6.0662	0	9.7604	10.79485	5.19595	0	12.40005	5.2827	9.57135	14.1541	11.7528
21	56.026324	6.52055	7.52535	17.9205	18.93765	7.58365	0	5.79755	19.533	0	10.78775	7.6505	6.64095	17.80665	0	20.33045	19.13445	10.56545	18.56305	0	13.54095	10.5924	7.9497	20.7348	0	10.29645	12.42505	20.46555	0	17.6891	13.84195	19.7049	14.7323	16.9363	21.09225	4.70085	5.87005	0	0	0	7.06275	12.5352	6.3483	10.98995	22.9705	0
23	57.058124	13.23405	14.12235	10.724	13.86265	10.6818	12.15455	11.9839	15.587	10.6683	13.326	15.06385	11.27585	12.23875	11.2722	11.95795	13.1344	13.79225	13.59675	11.67175	12.7254	12.5544	10.8462	12.1433	13.8453	11.8801	11.7329	13.66725	12.3542	12.66015	12.66905	11.15435	14.6041	5.22895	13.73455	12.9686	5.95475	14.61	14.00735	17.98405	10.8917	11.1171	13.99145	14.9821	14.08225	12.679
24	57.988424	15.27805	1.24555	14.22685	3.3256	25.57375	1.7001	13.9714	0	1.732	15.8697	6.2965	3.6356	1.85735	0	1.6275	0	0	22.82935	0	28.94525	0	0	4.66625	2.01425	15.56705	0	5.5219	2.0276	2.29525	0	13.58445	0	17.8628	0	19.58125	0	4.192	5.32875	9.7331	16.0681	7.18045	0	3.39795	0	0
25	58.065724	11.9727	12.7281	11.1254	12.302	13.174	13.88345	11.5307	10.99735	18.7183	12.9627	11.66385	16.50455	15.6617	14.6548	12.4756	12.48115	12.6599	12.13995	15.6112	12.9564	12.07755	12.2045	13.9779	15.95175	11.69705	11.2855	13.4453	15.26735	13.5005	18.84135	10.79865	12.7916	14.51175	11.5824	11.16625	10.62115	11.1357	14.26515	16.77815	10.20925	12.5148	13.8147	18.7375	13.5108	18.03565
29	59.037024	157.86535	141.1341	142.1775	165.54785	153.8844	138.9114	157.5333	153.18685	165.2259	152.35305	142.2712	69.00845	153.76485	77.28845	154.23445	121.32535	153.2928	147.0794	152.16155	151.47365	155.89635	147.16465	155.1025	158.77415	153.4638	160.66835	155.87935	138.14585	142.92615	169.3344	165.17555	149.95375	149.2289	163.5935	161.42865	166.4301	155.94995	158.0137	155.5513	163.46145	147.6928	156.52405	167.53235	172.2764	151.65145
33	59.040424	10.99675	16.20505	6.31175	8.79285	7.98245	14.96645	6.50815	12.3757	15.99175	14.78795	0	7.61895	0	0	3.198	14.51125	12.9534	14.47985	6.9903	15.07455	13.84675	2.7154	6.67765	13.4792	14.05165	9.95785	10.09165	14.43945	7.47165	4.2376	0	9.69025	0	10.61425	0	15.11415	0	6.94745	18.10805	5.3879	5.1149	11.43145	0	3.23175	6.7965
36	59.073324	15.8238	23.8678	15.57515	18.96235	16.3544	11.62015	14.51065	21.68045	17.60555	11.5899	22.4076	16.1467	22.87825	20.56955	15.5957	14.80835	24.93685	16.1508	17.34545	15.6637	20.9978	10.9591	16.2406	15.26225	13.34215	22.7522	16.1404	12.07225	14.0789	14.7597	13.7902	27.1593	11.91145	18.87935	17.4329	21.27885	12.7399	16.3362	13.88125	15.47635	23.0933	23.20935	10.37595	14.3413	24.9499
37	59.073324	15.6412	7.5359	21.23985	23.9979	17.29775	5.0981	7.7051	19.0024	0	19.03705	11.6595	6.3036	0	0	6.04515	5.5464	14.14065	15.82905	15.97505	0	6.8022	7.7385	8.36615	17.85395	6.4055	14.0588	26.79915	27.63395	0	20.2077	17.79625	15.09105	14.36495	16.6389	6.34105	16.9885	7.20565	6.52995	18.83455	21.47785	0	16.7708	23.5656	5.31375	15.04095
38	60.004824	8.3933	12.61175	12.22995	1.94715	7.86625	17.3309	4.0139	12.1701	13.8065	9.99325	5.5075	2.4171	6.7927	10.6645	4.11785	13.12765	6.07525	3.1023	15.9159	22.8661	14.64255	6.382	5.16965	19.3696	11.8369	8.8662	6.7644	15.1715	16.9634	2.5017	0	1.88035	10.23385	6.9673	0	20.2801	7.8989	3.20435	14.86715	0	2.89745	12.02465	7.57685	7.57765	10.95795
44	66.046924	41.11245	19.35815	25.92035	26.57805	15.2109	0	39.20975	22.52035	30.49285	35.19245	19.67875	17.6787	30.25555	10.3902	23.25835	31.3683	20.68075	28.72745	27.2871	10.69945	21.3909	39.1022	25.21095	23.3728	41.48555	11.41895	27.5752	13.14115	24.559	25.6079	38.6265	22.00315	33.18655	26.12585	18.63395	23.541	19.9327	15.0953	16.7695	42.37985	14.92605	37.0363	31.47895	28.6936	16.27085
45	66.047024	23.46465	16.29735	20.25675	13.47405	3.3226	0	23.6284	15.1409	17.73885	22.04885	11.90275	9.3116	14.7999	5.4522	11.9013	19.6052	12.5154	9.827	12.5821	0	14.4424	25.6762	12.09625	16.7147	30.7847	5.53395	15.19305	9.93335	15.72175	14.9822	21.331	16.41655	29.48435	17.6173	8.5804	13.2917	12.74465	0	7.22105	23.9291	11.59045	22.5483	16.18625	20.48	12.8322
50	67.042624	14.21935	14.53035	11.837	14.51615	11.00765	11.6637	14.8312	20.96435	10.138	16.6864	15.1197	21.29595	11.2086	15.03175	11.588	17.1294	13.6474	10.21025	15.36955	12.391	12.63825	12.48855	14.58785	13.503	13.68565	16.83135	12.7619	15.6701	12.01485	14.12805	14.80025	11.08435	12.50525	13.5714	11.78015	14.92825	13.6437	13.58295	11.5697	19.48075	16.54515	15.1142	12.82735	13.3697	16.2816
53	67.989924	175.2383	148.0064	158.55035	192.77805	145.01995	104.006	168.69675	185.03595	169.51475	163.7874	202.2407	256.58635	198.061	230.22165	215.61505	147.4376	180.1495	147.51245	157.0533	146.05835	139.37065	149.6548	153.2038	147.3228	172.2381	171.20295	187.03885	153.01395	173.5588	214.3339	202.2301	187.9119	150.02815	213.21285	169.3347	151.09555	146.85525	188.6854	179.5023	194.08035	187.4032	169.13355	221.6194	211.01655	186.308
54	67.989924	26.6484	49.18655	74.2474	65.04535	44.24145	42.43135	52.11045	50.5195	48.51095	83.37435	62.85475	35.89845	69.6024	40.401	39.1191	70.5162	45.5499	52.97075	35.2544	80.30465	83.26995	39.5957	35.0639	77.51185	84.0865	57.0509	36.29115	36.28665	18.38245	42.8225	39.2378	0	29.7954	0	33.68015	15.87805	74.13515	47.5761	19.40705	71.378	66.7115	38.48725	92.98595	44.6035	60.76215
55	67.989924	36.9266	18.61585	40.6936	48.4297	45.8755	18.20315	50.8203	21.01835	20.43815	49.8183	40.3145	0	40.41175	0	52.30665	30.1167	50.5252	23.441	23.13855	25.3426	37.76845	14.79505	46.83865	42.97025	47.90985	46.6095	52.6549	0	46.50645	44.8609	30.7543	22.98825	43.88385	48.9291	50.579	41.29205	21.1234	0	51.52115	41.91045	48.73355	24.4754	45.19845	54.3866	38.23555
56	67.989924	11.6467	9.7978	7.20025	10.8496	8.73095	15.7703	10.7582	14.5877	14.05555	13.79615	8.37325	0	15.76065	7.99555	12.71755	8.11465	17.4481	3.56395	13.079	3.25575	15.9705	6.24795	10.6346	12.10335	12.772	10.8801	13.3105	6.247	12.6525	13.93535	10.00645	8.9817	10.88335	12.5247	9.2236	18.75265	5.4273	4.6757	14.1927	13.99955	9.248	18.57615	13.5798	14.91725	10.85575
58	67.990024	34.8441	22.4335	46.23885	53.62335	61.1465	44.11395	55.52295	52.27145	50.47455	53.6398	36.36305	23.50945	53.96005	22.0572	45.09295	47.3849	43.87515	42.2832	62.80945	41.4088	41.0525	45.23545	33.89285	56.0009	59.49785	44.5491	48.9987	22.52315	40.2407	55.33055	38.36265	50.7863	33.4023	53.68695	46.77335	36.1359	54.0368	51.501	49.95515	47.9804	41.91305	39.58575	36.37845	47.54505	48.5139
67	68.026324	43.33155	49.33995	53.2095	63.7736	46.4012	49.5847	49.73035	58.2115	42.85865	46.9236	42.49595	48.1672	53.426	23.7774	46.1377	48.1573	50.23565	52.0173	49.30385	43.04525	51.68015	42.40305	41.143	47.4002	55.40185	44.0279	44.5873	45.82475	47.28095	53.54115	50.81885	53.613	49.15325	49.044	45.58155	49.96155	44.21245	41.50405	59.34	56.10985	55.9608	41.50885	51.66595	65.59285	41.5199
68	68.026324	36.17125	13.82385	28.7651	34.58635	12.12405	19.91665	26.31905	11.7536	24.691	29.6004	12.36285	11.81335	22.2446	37.4759	36.20685	27.2757	27.31485	22.7272	27.48715	22.3601	10.30325	24.81315	25.71225	11.5801	28.92945	26.68415	26.02455	11.6772	15.1143	32.9854	0	29.0517	11.0418	24.2154	31.12915	25.9268	12.37715	37.6815	24.5306	32.8343	33.22475	24.1037	33.27395	34.963	21.1872
69	68.026324	10.8722	0	23.4542	28.08885	23.14195	12.43395	22.50805	21.3545	12.39125	21.65625	11.601	0	11.2707	0	0	24.6169	13.74085	11.80955	10.21605	12.41255	13.01765	25.5485	8.10675	21.57905	22.24755	23.6915	25.36425	22.51665	10.43675	33.4455	23.01025	13.7415	20.6454	24.36215	11.0942	10.755	19.63875	23.98645	10.20775	20.7762	19.0934	0	0	12.20895	22.3894
70	68.026324	16.0564	14.1575	14.4616	15.02535	6.3158	11.96135	14.46	8.42515	14.39965	16.96705	14.76915	4.88335	16.24285	6.73515	13.1898	12.7111	18.6428	16.88125	13.21505	5.89695	14.49985	15.12955	15.96905	15.7836	16.662	16.52415	15.20005	13.41245	14.07215	14.615	14.961	14.93435	16.1195	14.93155	13.0573	14.92565	12.5476	17.075	14.25415	14.60955	15.2836	14.41675	16.5564	9.99725	12.9673
81	68.062424	0	4.05265	11.5511	6.16515	2.47195	4.07035	7.28655	2.7755	8.99485	6.13445	12.7805	3.4056	5.73905	3.62365	0	0	3.71	8.0762	6.82905	0	9.6495	0	6.7442	4.2375	2.58475	8.83205	8.90095	0	0	4.25595	0	9.9964	9.2944	11.7789	5.73675	9.236	0	2.64875	0	9.1807	7.591	9.78175	10.90515	4.0146	9.8395
87	69.022624	13.9242	0	0	28.61685	30.88355	38.3133	22.4795	20.9753	31.17125	14.94025	14.6348	21.6876	0	8.81785	15.30635	8.96685	7.3692	5.8373	27.2289	34.1615	0	7.8339	0	27.998	19.7044	16.38515	24.5331	18.4495	5.2041	31.2606	9.4714	0	0	10.04785	18.6557	31.8153	10.0684	31.32745	43.09175	0	0	21.77595	23.52845	23.7379	0
90	69.056724	3510.62865	3703.0708	3963.0857	3138.99645	3660.2046	3735.45275	3719.86795	3976.2075	3840.9026	3743.48195	3789.46755	3322.14845	3972.3936	3649.8441	3675.0128	3906.6875	3944.96365	4036.10525	3832.65175	3604.7201	3864.6294	3908.2804	3917.6378	3746.50415	3696.0331	3900.76795	3560.50685	3673.62575	3839.02805	3885.51755	3892.77905	3928.2749	3906.89645	3800.1361	3719.6322	3979.6852	3946.2019	3488.32995	3615.89175	3883.08395	3945.98705	3855.12755	3506.88575	3691.741	3886.07205
95	69.057724	151.889	167.03315	182.5691	120.63735	166.24145	72.36485	192.73605	192.76325	167.18035	164.08215	159.7015	49.6655	211.6281	0	158.97075	207.19375	196.73405	186.96565	189.7459	104.92395	173.8465	191.46605	215.3868	179.569	162.4096	179.25185	175.29315	0	195.58145	160.63635	178.1662	86.8338	181.6868	179.536	160.6982	188.21065	108.91155	128.6802	165.38185	208.6198	165.5544	82.59305	144.93045	166.09905	174.00685
96	69.057724	9.70865	0	11.93925	0	0	0	7.2817	19.47165	0	6.7687	0	0	5.08985	0	0	12.90425	0	23.7268	19.3522	14.1782	20.0457	6.6853	21.97995	24.991	6.84085	6.0746	8.83685	8.17135	0	0	8.85635	0	10.45315	8.71175	0	19.4531	12.0459	7.63655	17.05975	0	0	9.9775	6.24745	0	21.7097
97	69.057724	12.7837	20.5683	17.81825	0	8.92925	9.16805	0	7.92635	14.6613	6.3322	0	0	0	0	1.7802	19.2961	0	13.40295	12.21115	17.2567	20.5233	6.4176	6.0132	10.831	0	6.6627	0	4.34425	21.4416	0	8.26435	0	15.22785	6.80525	0	15.33925	11.7047	0	0	0	4.904	8.7896	2.92225	0	5.19855
102	69.057824	5.9553	24.6245	21.6651	5.5441	11.162	10.389	13.956	16.45125	10.04995	20.3588	0	0	12.9924	8.00265	2.71185	24.561	5.5616	13.462	34.30705	13.44455	24.9385	6.1727	19.1802	20.0595	14.1375	20.85405	14.207	0	13.9846	0	14.97075	0	17.83505	7.7052	3.1978	30.3453	0	0	28.2908	15.6538	5.9195	11.9914	0	0	16.78685
103	69.057824	18.72245	0	13.243	0	0	9.14335	5.23305	0	9.8933	10.3436	0	0	6.9443	7.23475	3.53695	19.67245	6.2406	0	10.7131	0	23.1127	0	12.90915	30.4653	8.53245	0	9.42175	19.2291	13.92885	0	0	0	11.25185	0	0	22.4378	6.3382	0	0	20.1395	2.63265	13.5227	0	0	12.14555
110	69.057924	67.4626	29.50535	35.6842	37.6053	47.78165	20.9836	46.2198	28.77135	40.63755	50.84965	49.14445	65.8442	24.3754	24.05285	43.5367	51.51735	11.86785	42.1542	38.9232	60.76305	28.55555	39.3113	37.70455	50.2563	51.63975	30.35945	34.6039	38.8808	21.0172	35.62895	74.4707	38.3873	44.77255	33.2089	51.0547	23.2321	40.466	27.87155	51.214	24.14615	74.15705	36.0051	28.75165	39.8386	11.6358
120	69.419324	8.27265	7.50085	9.49985	4.18205	4.46445	3.71445	8.5329	7.6525	5.8061	11.02695	8.3368	6.8934	7.77635	4.0758	5.33265	7.0742	3.40865	5.1417	8.56025	10.41575	0	11.40365	4.4614	6.00105	10.84985	8.5941	12.7119	5.40495	9.3047	0	10.67835	8.58945	6.90895	3.7657	8.0142	0	5.48085	2.925	7.737	12.2497	4.3451	6.413	3.09695	7.21765	6.82845
124	69.535424	3.232	8.04625	7.29515	0	2.5727	4.97	5.20785	4.34335	3.93985	6.95085	7.84725	6.9821	5.04735	0	2.56315	8.365	0	5.16655	5.57355	6.91535	8.84275	8.45555	3.2837	5.45715	8.39575	10.1221	4.1793	3.92355	10.29195	9.8878	8.0104	9.57855	8.2041	4.8163	6.1344	9.1161	6.3126	9.5602	4.0944	5.78605	4.8223	3.4375	3.9755	8.26275	2.6698
125	69.601224	5.06875	7.5173	7.23205	3.55135	8.70155	3.41095	6.4747	5.81445	3.77555	0	7.9472	7.2836	7.4955	4.2516	7.0635	7.60595	1.7002	5.04505	6.5743	9.55235	5.29255	9.6289	4.2448	2.7571	5.66705	6.6624	8.1218	8.38535	4.8225	5.04285	1.771	7.23945	3.79795	9.3446	6.0548	9.61855	0.6225	5.1067	7.084	10.4399	5.09855	4.7037	5.64685	7.54465	6.3391
128	70.005424	35.3389	0	12.2384	15.58055	7.35165	7.9374	16.99415	8.0177	6.92835	15.90645	10.88365	0	5.8721	0	14.8666	18.41485	12.186	8.6635	10.14705	5.0813	10.53825	8.1769	10.70055	10.30085	20.8932	13.57035	13.3881	0	8.91135	15.78015	27.6886	12.02215	12.25365	9.1264	8.73725	14.3914	7.237	0	11.53675	11.79665	11.54655	6.32765	26.4191	24.49835	9.6831
132	70.005524	23.2845	21.8082	23.26285	23.5831	21.556	15.952	29.23665	31.5647	22.7948	32.2869	26.8822	25.329	30.51515	19.45265	24.9512	16.32005	26.0329	26.12415	19.54005	17.12275	21.4997	25.2622	24.6036	20.4128	27.3316	26.7948	23.6989	28.0305	18.9071	27.16435	26.4986	30.2878	24.7721	28.33445	26.05285	24.1939	30.92135	23.86715	22.7645	26.1464	25.52325	28.90565	28.6819	29.2212	24.7202
131	70.005524	51.35075	48.4515	51.6743	57.1339	47.4917	42.9051	54.3758	54.6523	54.6643	57.4527	52.3438	22.92225	58.59845	24.1331	48.6878	50.54285	46.39285	56.0492	56.34555	54.95285	42.485	51.7337	52.793	47.738	59.13525	59.82605	57.2582	25.1396	46.37455	58.2284	63.0668	55.34355	53.01465	43.59285	57.3178	46.08275	54.5753	52.5583	61.84555	52.98005	54.1157	53.00775	61.68765	58.1837	47.24815
136	70.041724	40.91665	20.63555	36.38515	25.98915	13.9176	18.09965	38.02805	23.5245	22.07015	40.1572	17.67755	0	23.64705	10.13295	22.7098	29.7728	24.7106	26.95515	28.47615	5.8547	21.46855	44.04225	20.3935	28.824	50.9408	20.71035	27.5382	14.63475	23.132	27.2308	36.78745	24.4455	39.58715	26.0963	15.2761	21.2271	20.54435	14.2717	12.4252	39.7448	14.5839	37.4633	30.8435	31.0601	17.3106
140	70.041924	33.95285	21.69435	27.12725	34.722	19.27455	21.59805	34.54035	25.2138	29.8305	38.0866	31.57235	16.2987	42.21565	12.7244	35.6744	31.1622	22.3783	28.42145	39.1465	19.9525	23.0262	33.5835	33.49025	24.4658	40.9631	28.4765	40.5188	35.76865	32.03195	36.21125	39.8944	24.17625	29.5884	37.88805	24.7777	25.15975	37.9893	22.59095	23.5407	34.89395	28.11585	36.2291	41.69095	38.62475	30.339
139	70.041924	46.3877	24.4419	36.9603	32.8769	19.33025	0	56.74305	30.66305	37.44935	44.89305	24.5061	21.5942	41.00005	14.15925	31.63125	33.9234	29.06455	36.92035	36.39695	13.41155	27.53755	48.19615	33.89025	35.5658	56.0942	30.2864	36.902	0	29.9175	31.4399	48.4465	32.0102	47.4053	36.07485	23.23885	31.6323	22.58065	23.1774	19.2819	52.3466	24.06825	45.7908	36.53725	40.4037	28.66575
146	70.060824	0	5.19975	6.9494	0	3.3978	5.9425	10.86385	5.56145	6.46825	9.37165	3.89905	2.87975	8.4504	4.04865	0	11.2833	10.8617	13.52665	7.06025	4.64505	6.86485	12.3216	6.2926	5.92635	10.5588	10.6316	5.9508	5.4882	10.0531	9.97455	11.78815	8.6502	12.23285	11.0565	4.94995	6.9211	5.7168	0	8.0511	4.66325	5.7261	5.77065	4.2898	8.9905	5.7718
148	70.061324	200.42775	209.4777	233.38675	179.15575	204.67265	213.9901	211.5178	240.7821	220.43375	213.16185	224.3899	188.1134	223.6192	204.91065	210.04135	223.84345	230.6985	227.6967	213.3261	213.932	226.3694	218.68515	224.6015	223.8762	213.56845	220.91705	203.7481	209.91555	224.89825	232.9946	227.72885	219.42485	224.10955	216.0101	209.0345	240.4059	221.89025	196.74155	206.53135	216.93925	241.9765	217.96195	208.6424	210.10535	230.49635
152	70.078124	42.8154	33.309	32.0262	39.6832	39.4572	39.8662	41.088	40.4893	39.15325	39.1139	40.44085	16.85305	37.61605	19.43705	39.6528	33.27385	38.81435	36.5557	39.2963	40.10375	38.7659	33.61645	35.5078	42.5778	35.02195	41.33945	37.0419	32.1903	39.0275	40.7467	43.31775	36.9873	33.39475	39.71115	41.1757	38.20265	38.10825	40.2195	39.0985	39.15215	39.70425	36.47235	41.9397	43.99625	44.56815
155	71.061024	8.48515	7.7357	1.803	2.7649	7.3686	0.5909	8.62925	7.48285	7.2717	7.064	0	7.22315	7.00075	5.188	4.3256	5.2855	0	7.20335	10.2949	7.099	9.9874	7.2495	4.1322	5.9689	10.3412	8.41345	7.81055	9.81915	10.46945	3.92825	0	5.488	3.3285	9.79865	0	1.83895	7.71495	7.25605	10.63325	4.16155	5.884	5.2604	8.246	0	7.59135
156	71.073024	0	0	0	12.52995	12.11125	0	0	0	0	0	11.99775	0	8.90615	0	27.8352	0	0	0	12.4	0	0	0	0	12.67915	0	9.63775	9.6408	0	10.09525	27.6095	12.0932	0	0	9.8827	27.0356	0	0	12.7888	0	0	10.46945	0	14.3645	14.406	0
161	71.073224	21.1893	53.6753	49.3392	16.22665	22.5282	62.8172	22.6644	43.0823	47.1551	39.64055	16.2396	22.39705	28.51185	37.7022	15.0677	44.3855	18.08225	43.87495	67.0934	75.1483	56.4166	23.53005	36.7544	70.0137	34.89485	39.32275	26.67465	54.52675	55.4975	17.1262	4.095	15.4791	33.6133	30.17825	12.4357	75.8244	20.3788	27.0687	59.87785	25.98085	14.93985	47.2708	30.18335	29.4568	44.4395
159	71.073224	42.4344	92.47105	75.98805	27.9481	37.30645	79.60555	52.2328	70.26605	67.8066	74.7165	28.11025	32.0842	34.75295	61.911	23.2066	80.87465	34.44185	74.9254	87.8485	96.5007	78.61435	51.55565	68.02125	99.14315	52.82235	45.06185	40.12125	68.985	86.9694	26.8249	23.7292	29.8222	69.83265	46.80435	17.26025	84.9375	53.34435	39.04485	74.65325	56.75685	26.988	67.3906	33.04155	33.8224	72.38875
166	71.073224	5.21985	10.03925	18.8342	0	5.38815	9.2651	14.29975	7.91815	17.5007	5.5618	3.04915	3.6269	0	12.96405	2.8316	14.192	1.9747	16.0754	7.35835	17.922	11.8076	3.58335	0	20.11105	7.21735	7.264	6.212	0	18.2302	1.55045	0.5758	0	15.50715	5.63485	0	17.6874	3.47595	5.76205	17.244	12.9105	3.97195	17.3098	5.9227	2.65575	15.70105
165	71.073224	16.2616	0	26.45445	0	12.5745	6.63425	8.79255	9.95925	19.3713	10.82465	4.64	3.39045	11.78125	1.2335	4.78615	15.3075	0	24.97585	18.57755	33.2998	15.16775	6.98215	18.5218	24.95275	14.64675	9.1251	11.81775	12.92075	29.36385	0	0	3.2562	13.4889	4.0592	0	7.963	16.026	4.0927	25.5009	11.7934	3.7706	17.44825	0	5.00395	20.9334
163	71.073224	28.142	0	49.03765	12.6122	18.46665	33.3535	32.26485	46.3902	18.6903	42.11785	14.55075	0	29.2072	16.4982	15.7574	63.6049	12.88505	48.9371	35.3208	28.9227	30.98685	34.9299	41.41385	59.8846	34.0565	26.153	12.35585	15.5846	61.693	17.9037	19.15115	16.2986	40.0079	14.68425	3.37985	33.83515	32.7718	9.5052	39.06295	41.703	18.0231	27.23375	13.8527	18.814	43.5465
160	71.073224	21.3756	44.5396	83.1009	13.8919	11.2771	25.89805	41.18095	73.06985	23.76145	52.2118	8.0064	0.8184	30.8137	0	22.4872	86.38045	23.2988	64.9252	72.6333	73.98975	73.1103	24.64375	53.7279	87.75725	48.35765	39.491	36.30735	0	77.49765	14.79865	0	14.96105	48.71305	30.86215	0	78.6068	13.34875	0	62.72965	43.41695	23.02645	61.6148	7.7275	27.6616	60.621
162	71.073224	23.3657	47.62155	55.33275	13.96835	27.895	16.0729	33.602	22.1784	21.4263	45.9552	4.8508	0	17.6028	0	15.38325	74.08415	9.21155	26.2592	45.5444	70.80915	51.5836	20.01635	16.8954	70.09	31.01765	12.37325	29.37415	7.1953	63.6744	14.3674	7.52285	0	41.73565	20.8401	6.9779	47.31195	29.5918	20.50925	73.309	20.9618	9.4716	39.7381	16.2633	11.98835	34.3961
164	71.073224	16.44665	30.58155	10.57835	8.01115	9.0423	26.0686	16.1267	25.5022	24.397	22.4166	4.50755	0	4.7083	9.02685	11.8245	28.96855	12.1725	7.93245	32.41005	29.60875	25.55595	12.9734	22.10855	34.9559	7.2523	16.90875	16.87515	5.21795	26.28515	10.3564	6.71175	11.4758	15.2463	13.4793	4.25605	31.79805	7.23765	14.28065	26.4646	15.15565	8.54685	19.458	4.7913	3.9566	20.1497
173	71.073324	0	5.41585	7.22825	0	0	3.78605	3.548	8.4151	6.3743	4.3202	0	2.9254	5.6502	0	3.0232	16.79205	0	20.75335	7.1082	10.82335	0	6.39335	15.2022	16.56695	0	0	5.98525	0	14.47105	3.9135	4.00915	4.0934	5.8388	4.2623	0	5.83215	2.48485	0	0	7.9821	3.58755	6.2284	0	3.15545	13.4488
170	71.073324	15.32125	11.36855	20.306	5.3709	5.03675	4.42875	8.17605	18.99305	17.11975	19.94705	9.871	2.97145	12.8047	0	0	15.78145	13.06715	31.12235	16.27975	25.2151	18.8384	17.50925	11.76365	17.02315	0	6.2889	13.21955	0	25.05845	0	5.69195	4.5661	23.82	6.0014	2.11105	10.0121	17.6511	7.5911	21.2196	23.26795	0	0	3.11075	5.0143	23.21025
171	71.073324	6.6142	10.2042	13.54325	5.00255	8.3582	23.281	6.92325	10.3301	13.3325	0	5.0721	0	0	0	6.7873	0	4.4538	13.6011	24.11905	0	28.74555	5.45285	8.78455	32.7341	5.4111	9.8457	19.68755	0	22.42765	6.29295	2.8673	0	2.6352	7.62125	0	31.344	4.08625	0	25.45475	9.5284	0	25.025	0	0	10.0383
168	71.073324	35.9818	25.53445	79.69815	0	0	0	24.39595	52.56905	28.15325	60.66335	0	0	0	0	0	100.2044	0	41.57725	71.73805	40.50575	56.47495	13.3145	41.96295	95.8026	42.57865	31.72625	22.60635	12.84405	90.4106	12.08205	22.82115	0	42.96525	0	0	20.8199	0	0	58.97435	39.32585	10.24075	21.56865	9.20465	6.71885	49.0981
167	71.073324	18.35905	92.5917	76.4292	22.376	29.47255	59.7237	36.6683	69.0942	47.90965	49.34855	26.67875	8.6411	35.71845	27.531	22.0371	36.11455	40.4297	70.8932	72.9742	87.6625	82.1954	41.8697	53.02585	78.37325	33.451	37.67515	37.86695	40.19335	80.9731	20.31895	20.8441	36.5414	34.5103	41.12395	18.4224	92.77265	38.21175	27.3786	46.26345	54.7079	27.39255	68.88325	21.2458	34.14115	46.84795
