ID	Mass	RT
3442	156,052924	1,0723
3446	156,069324	1,869
3448	156,071924	1,5549
3455	156,088724	5,0909
3456	156,090224	1,2624
3457	156,090424	2,0981
3459	156,090824	5,6626
3461	156,091524	4,0469
3467	156,093824	4,3356
3484	156,126124	4,6439
3485	156,126224	2,5897
3489	156,126324	3,5154
3488	156,126324	5,9091
3487	156,126324	6,1698
3493	156,126824	1,2657
3500	157,011224	4,3921
3504	157,037924	1,1738
3507	157,046224	3,699
3508	157,048824	1,0497
3509	157,050224	1,2244
3512	157,055124	1,8685
3515	157,056724	1,5533
3521	157,069824	4,8055
3524	157,071624	5,1793
3527	157,073724	2,112
3530	157,073924	1,1082
3531	157,073924	2,7331
3535	157,074224	4,2596
3538	157,074824	1,7995
3540	157,075624	5,6976
3548	157,079824	1,2622
3554	157,086324	4,8008
3558	157,088324	5,0666
3560	157,089024	5,3399
3562	157,089524	6,267
3561	157,089524	7,5672
3564	157,089724	7,823
3576	157,110424	2,1115
3581	157,129524	5,917
3580	157,129524	6,1691
3583	157,146624	11,5583
3589	157,967824	4,7417
3591	157,968824	1,5615
3598	158,004624	4,3861
3600	158,005124	3,0959
3604	158,006524	2,5561
3613	158,037124	5,3726
3619	158,058624	6,9344
3624	158,062024	3,9156
3626	158,062924	4,3737
3628	158,063424	1,5726
3631	158,069824	4,6275
3632	158,070924	5,267
3637	158,073124	6,359
3638	158,073424	1,1097
3640	158,074024	6,1571
3641	158,074424	8,8646
3647	158,076924	4,2574
3653	158,082524	4,0216
3652	158,082524	5,4888
3654	158,086524	6,6207
3656	158,088424	4,6887
3660	158,092924	5,3413
3662	158,093224	7,5651
3663	158,093324	5,2113
3665	158,093524	5,0638
3667	158,095224	4,9586
3671	158,104924	5,603
3672	158,105024	1,2633
3674	158,105224	1,5271
3676	158,105324	4,0965
3683	158,109524	4,3329
3688	159,033024	3,952
3692	159,043524	4,4785
3694	159,050824	1,1807
3698	159,068524	5,1021
3699	159,068624	5,6145
3714	159,072724	2,1017
3716	159,076724	6,3606
3717	159,090024	1,1585
3722	159,105524	3,6806
3727	159,125324	8,4768
3731	159,125724	7,5142
3732	159,125724	9,9146
3735	159,126024	6,3409
3736	159,126024	8,2303
3740	159,126124	5,0852
3739	159,126124	5,1902
3753	159,998124	1,5738
3756	160,033224	1,4639
3761	160,052924	5,8064
3762	160,053924	4,5848
3765	160,056224	4,1416
3773	160,074224	5,6152
3778	160,077224	5,1051
3782	160,082824	1,2608
3783	160,084424	4,7814
3786	160,085624	3,8451
3793	160,088724	4,3303
3794	160,089224	6,2388
3796	160,089524	5,7119
3803	160,125624	5,2569
3808	160,126524	5,1872
3813	160,999824	4,9206
3814	161,015024	1,237
3820	161,047724	4,2868
3823	161,048124	6,2372
3825	161,051424	1,432
3827	161,052124	1,262
3833	161,069024	4,4136
3847	161,084324	7,4621
3848	161,084524	5,5053
3853	161,105324	1,0607
3855	161,141624	1,2604
3859	161,999424	1,6441
3860	162,029824	8,9294
3861	162,030124	3,7931
3871	162,031724	3,5923
3872	162,032024	4,9535
3874	162,032124	6,7033
3876	162,032224	4,6491
3877	162,032424	4,7763
3878	162,033124	4,5346
3880	162,034024	4,0612
3883	162,035124	3,981
3885	162,035524	1,5267
3886	162,036124	2,3345
3895	162,051324	4,2873
3896	162,051924	1,265
3897	162,052224	3,1637
3899	162,052424	1,4527
3900	162,052924	1,0975
3901	162,052924	1,6414
3910	162,061824	5,1886
3913	162,065224	5,2187
3919	162,068124	5,8053
3921	162,068424	7,0014
3922	162,068424	8,6079
3923	162,068724	6,1646
3924	162,068924	8,3472
3927	162,078024	2,1082
3931	162,088124	7,4626
3936	162,104024	6,2695
3937	162,104224	6,0555
3938	162,104524	5,4207
3940	162,104624	5,7275
3939	162,104624	7,2567
3943	162,104724	4,9962
3944	162,104724	5,2563
3946	162,104924	7,1782
3949	162,109224	1,063
3953	162,977524	2,491
3955	163,027324	1,1774
3958	163,035224	3,59
3960	163,035324	4,9528
3961	163,035424	6,7092
3962	163,035624	3,7911
3968	163,056624	1,2621
3976	163,086324	2,2158
3981	163,099924	7,1569
3984	163,100224	2,7422
3990	164,039224	3,7915
3994	164,046124	4,3865
3996	164,047524	4,5352
3998	164,047724	1,5212
4000	164,047824	5,1657
4001	164,047924	10,7885
4003	164,048024	8,223
4004	164,048124	4,6273
4005	164,048124	4,9084
4006	164,048224	1,2619
4007	164,048224	5,3261
4011	164,048724	5,9036
4020	164,067424	1,0816
4027	164,083624	4,337
4029	164,083724	4,8076
4030	164,083724	6,5915
4031	164,083824	6,2264
4035	164,103224	7,1563
4043	164,120524	5,2561
4051	165,052224	4,5317
4052	165,052724	5,1677
4053	165,052924	1,5203
4055	165,065024	1,2383
4056	165,076024	2,0082
4063	165,079024	2,5932
4065	165,079024	3,2212
4064	165,079024	4,1456
4073	165,079324	4,6062
4074	165,079324	6,2344
4076	165,079424	5,6677
4079	165,079524	3,911
4078	165,079524	4,2421
4087	165,112324	2,0758
4098	166,058924	5,1951
4102	166,063224	3,5867
4103	166,063524	3,6789
4105	166,064224	4,4488
4108	166,066224	4,2534
4109	166,068424	1,2473
4110	166,073924	2,02
4119	166,082624	2,595
4126	166,099624	5,8532
4125	166,099624	6,3556
4127	166,099724	6,1565
4128	166,099724	8,8623
4131	166,109124	1,1486
4137	167,007124	3,1786
4143	167,058524	1,1016
4149	167,073624	5,0655
4152	167,073824	5,3398
4158	167,103124	6,358
4165	168,009824	4,3945
4167	168,010724	1,1806
4170	168,027824	1,2155
4177	168,042624	6,6695
4178	168,042824	5,4052
4180	168,043124	4,5354
4182	168,043924	5,1728
4183	168,044224	4,7029
4190	168,061424	3,1797
4197	168,078224	5,3419
4199	168,079624	8,225
4200	168,080324	5,0704
4201	168,087324	4,6325
4203	168,088524	4,9805
4204	168,088824	4,4201
4207	168,089924	2,337
4208	168,090024	3,947
4210	168,090524	1,2549
4213	168,093624	5,161
4218	168,126224	4,4009
4219	168,126224	6,6974
4220	168,126424	4,214
4221	168,126424	6,286
4223	168,126824	5,9684
4236	169,016924	1,1843
4239	169,032424	1,2208
4241	169,038424	1,5608
4244	169,053124	5,3646
4246	169,053224	4,6414
4247	169,053324	5,627
4249	169,053424	4,8767
4250	169,053624	5,4544
4252	169,057324	3,7451
4254	169,064924	3,1675
4255	169,073624	1,2746
4256	169,073824	4,1384
4259	169,074424	1,7188
4265	169,088924	5,0666
4267	169,090024	5,3437
4272	169,129824	4,2131
4273	169,967424	3,1084
4278	170,020824	1,5279
4280	170,022424	4,6261
4286	170,059024	1,4581
4289	170,061824	1,2625
4291	170,069524	1,0976
4293	170,077624	1,7175
4301	170,105624	3,6186
4304	170,105824	1,5039
4305	170,105824	5,6888
4307	170,105924	4,1751
4306	170,105924	5,9277
4308	170,106024	1,2648
4309	170,106024	6,1769
4311	170,106124	4,406
4314	170,106624	5,1894
4315	170,106724	3,1352
4327	170,141624	3,6043
4326	170,141624	5,6731
4328	170,141724	2,6035
4334	170,141924	4,6772
4333	170,141924	6,2087
4336	170,142024	1,8882
4337	170,142124	5,5862
4347	171,032424	4,2861
4351	171,053224	1,1774
4353	171,055124	1,4777
4368	171,090224	6,9364
4370	171,091124	1,1632
4382	171,947324	1,5558
4387	171,969524	3,1712
4388	171,977124	1,1838
4393	172,015924	1,0748
4398	172,031324	4,3682
4400	172,035124	4,2921
4403	172,045824	1,2105
4413	172,085424	4,6388
4414	172,085724	1,1806
4415	172,085824	4,1702
4419	172,086424	4,2686
4427	172,089724	5,262
4437	172,121024	2,9538
4439	172,121124	3,3243
4442	172,121324	1,4958
4445	172,121424	5,9461
4448	172,121524	4,7439
4449	172,121524	5,5348
4447	172,121524	6,0948
4451	172,121624	3,6189
4450	172,121624	5,834
4455	172,121824	1,2643
4457	172,121824	4,513
4456	172,121824	6,4289
4460	172,122024	3,8438
4459	172,122024	5,3509
4465	172,123924	5,016
4467	172,124124	4,338
4468	172,124224	4,6174
4471	172,124724	5,1989
4472	172,124824	6,5548
4473	172,124924	8,3468
4477	172,125624	7,2234
4483	172,991924	4,8186
4493	173,047924	2,1125
4497	173,069324	1,268
4498	173,070124	5,0316
4499	173,072924	1,1331
4501	173,084924	6,6364
4506	173,090324	5,2615
4507	173,104424	1,1738
4509	173,106024	3,7047
4510	173,111824	1,6621
4511	173,113124	1,2657
4513	173,118424	3,6175
4521	173,889724	1,0461
4524	173,962924	3,1771
4535	173,973824	2,1184
4537	173,984824	6,0875
4554	174,001024	3,6853
4557	174,002224	4,7428
4562	174,015824	1,1785
4564	174,016624	1,2528
4570	174,034324	4,7979
4571	174,052724	1,6997
4575	174,054024	1,2597
4576	174,054424	4,7454
4580	174,058624	3,6834
4582	174,068224	3,584
4583	174,068524	4,3292
4594	174,079824	1,5509
4595	174,079924	1,8699
4599	174,085524	6,6701
4600	174,087824	6,0492
4606	174,100524	5,1827
4608	174,100624	6,4458
4610	174,100724	5,0635
4616	174,104424	4,3308
4621	174,107924	1,6774
4624	174,111424	1,1215
4625	174,111624	1,2384
4632	174,141024	4,6054
4635	174,141224	5,1961
4639	174,987024	6,0905
4641	175,052424	3,7972
4645	175,066224	4,3871
4647	175,067724	4,7529
4651	175,071524	1,8758
4659	175,084624	1,5946
4662	175,085024	5,7001
4663	175,085124	4,8217
4667	175,085424	1,1127
4671	175,087324	5,8201
4674	175,100124	6,8103
4677	175,120824	1,2628
4679	175,929224	1,0438
4681	176,032324	1,153
4683	176,046624	6,3629
4684	176,046824	2,0382
4687	176,047624	4,8335
4689	176,047724	6,6203
4690	176,047824	5,01
4692	176,048224	5,1959
4696	176,050624	3,7185
4697	176,065424	4,7506
4699	176,068224	4,3802
4709	176,083824	6,3565
4710	176,084024	6,1562
4713	176,084324	5,7936
4712	176,084324	7,0015
4714	176,084424	8,8625
4715	176,084524	8,682
4721	176,089124	1,1108
4722	176,094224	6,6371
4723	176,094724	3,9974
4724	176,094824	5,106
4729	177,043224	3,9468
4735	177,052024	4,8349
4738	177,052424	5,0146
4746	177,079524	5,1033
4748	177,079724	5,6021
4752	177,082424	4,1417
4756	177,087724	6,3578
4758	177,087924	6,1615
4759	177,088024	7,0003
4762	177,116424	3,6814
4765	178,028024	6,8158
4766	178,028224	4,8891
4769	178,043524	4,5566
4771	178,045124	1,1336
4774	178,047524	1,2619
4775	178,048424	1,4492
4785	178,116924	3,7961
4790	178,135824	5,2553
4795	178,987624	1,3365
4797	179,046324	1,4924
4798	179,052424	1,2648
4805	179,081324	3,4917
4810	179,094924	5,3326
4814	179,124824	4,3938
4820	180,040924	6,9328
4822	180,043624	4,5188
4831	180,079624	4,2539
4832	180,079724	6,1551
4839	180,081724	5,3097
4845	180,114524	5,0035
4850	180,115324	5,4239
4851	180,115524	7,2586
4853	180,116424	10,7225
4855	180,136924	1,681
4862	181,021624	1,9385
4865	181,022824	3,1735
4870	181,036724	1,1833
4875	181,074024	1,2616
4877	181,074124	1,5201
4878	181,074224	10,7871
4881	181,074324	2,1127
4882	181,074324	3,3185
4886	181,074624	1,1628
4885	181,074624	4,0717
4887	181,074824	3,8118
4890	181,075424	8,2244
4897	181,967724	1,8937
4905	182,068224	1,1528
4907	182,076124	1,2638
4909	182,078124	1,5224
4910	182,078924	10,7858
4911	182,079424	1,0799
4915	182,082224	4,3848
4920	182,085724	5,0728
4921	182,085924	5,3478
4928	182,094224	4,8074
4950	182,142024	2,0789
4961	183,057324	1,0788
4969	183,089124	1,1991
4971	183,089924	2,9889
4972	183,090024	5,4012
4976	183,090424	4,4472
4983	183,162724	6,2948
4984	183,163224	7,4273
5001	184,005624	4,8028
5004	184,035324	3,1754
5011	184,037024	3,7759
5014	184,056924	1,0857
5019	184,066024	4,2854
5022	184,074024	4,7485
5025	184,077224	1,2213
5029	184,087124	4,3876
5034	184,101824	5,3437
5040	184,108524	7,036
5041	184,108724	5,0705
5052	184,120924	4,6738
5055	184,121024	3,5351
5058	184,121224	2,0957
5064	184,121324	2,5911
5063	184,121324	5,8875
5062	184,121324	6,1674
5066	184,121424	5,9635
5069	184,121624	6,5184
5071	184,122024	1,2637
5081	184,157124	4,6818
5083	184,157324	5,0715
5088	184,157624	3,5765
5089	184,157624	5,6201
5090	184,157624	7,0698
5093	184,157724	2,1268
5094	184,157724	3,1779
5092	184,157724	6,3805
5097	184,157824	5,3994
5095	184,157824	6,2084
5096	184,157824	6,631
5102	184,158024	3,8078
5106	184,158124	2,2228
5113	184,993924	4,7439
5116	185,015224	1,266
5117	185,015824	5,3026
5119	185,025324	1,1699
5125	185,050424	3,7866
5126	185,051224	4,8776
5130	185,068724	1,0974
5132	185,069924	1,6644
5133	185,070824	1,2644
5135	185,080224	3,8085
5137	185,080724	4,7387
5138	185,081224	6,8955
5149	185,114024	1,2451
5151	185,115224	1,5444
5157	185,116524	4,802
5158	185,116624	7,3002
5159	185,116824	4,9908
5160	185,116924	1,9571
5171	185,125024	5,9693
5172	185,125124	6,1684
5174	185,156324	6,6412
5193	185,999124	4,7412
5195	186,000024	4,404
5198	186,007124	3,097
5199	186,007924	2,6016
5201	186,016924	1,1979
5204	186,055624	1,2039
5205	186,059524	5,6298
5208	186,063724	3,9774
5210	186,064824	4,6274
5219	186,100224	2,0856
5222	186,100824	5,1737
5224	186,101124	1,2614
5225	186,101124	3,8893
5226	186,101324	4,1687
5227	186,101424	4,5702
5228	186,101524	1,5133
5230	186,101824	3,6215
5235	186,103124	3,7247
5243	186,104824	8,3466
5244	186,105024	6,5562
5247	186,105124	4,3303
5248	186,107724	5,3423
5250	186,112424	5,0439
5261	186,135224	4,6796
5263	186,136424	3,6199
5266	186,136524	6,2757
5268	186,136724	3,0028
5270	186,136924	5,7618
5273	186,137224	6,0217
5285	186,140624	4,2397
5286	186,140824	5,2666
5287	186,141024	6,784
5290	187,003424	4,7441
5298	187,027524	3,9457
5309	187,063524	5,0666
5308	187,063524	5,6246
5310	187,063624	4,0241
5312	187,063624	4,6862
5311	187,063624	4,8889
5313	187,063724	5,3431
5317	187,064424	5,8984
5321	187,066824	3,3838
5326	187,083424	3,7103
5327	187,084424	4,1377
5332	187,085324	1,6953
5333	187,085524	1,2643
5334	187,085924	1,1679
5336	187,099924	7,6643
5343	187,110324	6,5505
5344	187,119824	1,2134
5358	187,942524	3,1731
5376	188,027024	4,8109
5379	188,027524	1,8941
5381	188,041524	1,146
5387	188,068124	5,0661
5390	188,068524	5,3427
5392	188,069424	5,6309
5393	188,070424	4,0275
5398	188,076524	1,2631
5401	188,080824	3,8222
5406	188,084124	5,2024
5407	188,084224	4,3318
5409	188,084524	6,3001
5410	188,084824	5,817
5411	188,084824	5,9059
5429	188,117624	4,571
5430	188,117724	6,0113
5440	188,120524	5,0719
5439	188,120524	5,1749
5441	188,120824	5,2571
5444	188,127224	1,0547
5461	189,041624	4,2865
5480	189,100724	2,1065
5481	189,102824	1,1371
5483	189,111224	1,2194
5485	189,124324	5,256
5489	189,136724	1,6964
5497	189,997324	1,6979
5499	190,022324	6,0825
5502	190,029024	4,5005
5503	190,029824	1,1556
5509	190,046624	4,2868
5511	190,046924	1,2127
5514	190,062724	6,5561
5515	190,063124	8,6071
5516	190,063224	6,1602
5521	190,063624	8,3466
5522	190,063824	9,2518
5524	190,077124	5,0162
5528	190,078224	5,3299
5537	190,099024	5,4258
5544	190,108524	6,8278
5545	190,110024	4,2405
5548	190,113124	3,834
5553	190,135324	5,7689
5558	190,135924	5,5836
5561	190,136124	5,2914
5560	190,136124	6,882
5564	190,136224	4,5664
5563	190,136224	6,7012
5562	190,136224	7,223
5565	190,136324	7,042
5566	190,136424	5,6699
5569	190,136524	7,464
5576	191,029624	1,1431
5577	191,034924	1,4715
5582	191,051324	4,285
5583	191,056224	1,2336
5587	191,067124	6,1624
5592	191,069724	4,4775
5594	191,069924	5,5075
5596	191,079224	5,3363
5604	191,139424	5,6703
5607	191,139924	7,2232
5611	191,989324	6,0837
5621	192,028824	1,2525
5622	192,031124	1,1673
5625	192,042124	4,8092
5626	192,042524	5,8542
5627	192,043024	7,9054
5628	192,044624	4,7865
5630	192,062124	1,1846
5631	192,073824	5,5062
5636	192,079124	4,4037
5638	192,080024	5,3435
5642	192,080924	5,126
5645	192,086224	4,5602
5664	193,110524	7,0618
5666	193,110624	7,9344
5668	193,110724	5,7758
5669	193,110824	6,8921
5677	193,624224	1,1695
5679	194,004224	2,8133
5680	194,004324	2,6289
5682	194,004924	3,6391
5687	194,021824	6,4993
5689	194,023524	5,7755
5704	194,069324	1,942
5706	194,080824	4,7497
5707	194,093424	6,3555
5711	194,094424	6,156
5713	194,094624	8,8622
5714	194,094724	5,2092
5715	194,094724	5,5302
5718	194,095224	8,6795
5721	194,099624	7,9284
5724	194,106424	1,2606
5746	195,000924	2,612
5754	195,038124	4,379
5759	195,049324	1,2341
5766	195,068824	5,0701
5767	195,069124	5,3408
5777	195,097924	6,1565
5779	195,098424	6,3551
5780	195,099024	8,863
5782	195,109424	4,2922
5790	196,074724	4,5867
5796	196,101324	6,3495
5804	196,119224	5,3389
5805	196,119424	5,2447
5816	196,121824	3,6297
5819	196,121924	5,9717
5828	196,131424	1,2242
5839	196,979424	4,2925
5848	197,014724	4,8095
5856	197,068624	1,5728
5857	197,069824	3,5869
5866	197,106024	4,2535
5877	197,178024	7,3817
5881	197,178424	7,0376
5882	197,178424	8,8657
5884	197,178624	6,8678
5886	197,964624	1,974
5897	198,051324	4,3923
5898	198,051424	4,2666
5899	198,051524	3,9154
5906	198,068524	5,6758
5907	198,068724	8,2054
5909	198,069024	3,5828
5908	198,069024	8,4744
5919	198,101124	1,1412
5926	198,105524	4,3364
5934	198,137124	1,8837
5935	198,137124	5,5925
5938	198,137224	6,2085
5941	198,137324	4,6736
5943	198,137524	3,6041
5945	198,137724	2,602
5948	198,137924	5,6763
5961	198,173124	4,6792
5962	198,173224	3,8371
5964	198,173324	5,8597
5966	198,173424	6,8112
5968	198,173524	4,081
5969	198,173524	4,2836
5967	198,173524	4,3754
5970	198,173524	7,3439
5979	198,174224	7,1253
5982	198,178024	7,0397
5988	199,063824	5,9422
5989	199,064424	4,1669
5993	199,068524	3,9646
5994	199,072124	5,6764
5997	199,085424	3,8191
5998	199,085724	1,2651
6000	199,086824	3,9862
6001	199,090224	1,1708
6003	199,121124	7,8975
6004	199,121824	1,699
6005	199,122024	8,9018
6011	199,131324	6,657
6013	199,131524	6,8887
6014	199,131724	1,1569
6015	199,131724	1,2541
6018	199,132124	6,0442
6021	199,132524	4,6904
6022	199,132624	5,8118
6023	199,132824	2,1274
6038	199,942024	4,8195
6046	199,978424	1,895
6054	200,000124	3,1741
6061	200,027124	4,3908
6067	200,030524	2,1193
6068	200,042924	1,1321
6070	200,065624	1,4314
6075	200,080424	4,2303
6076	200,080824	1,1685
6080	200,086124	5,2015
6093	200,116124	1,4981
6097	200,116224	2,6387
6096	200,116224	5,5453
6098	200,116324	6,2394
6102	200,116424	1,2634
6103	200,116424	3,5867
6105	200,116624	2,7343
6104	200,116624	4,5002
6111	200,116824	5,0105
6113	200,116924	5,3458
6114	200,116924	5,9934
6117	200,117024	7,6175
6119	200,117124	5,1712
6120	200,117224	3,9904
6122	200,117324	5,827
6128	200,120224	6,5563
6130	200,120624	4,33
6131	200,120724	8,347
6142	200,952024	1,3537
6150	201,042424	2,1117
6164	201,098924	1,1952
6165	201,099624	4,651
6168	201,100524	2,984
6169	201,100624	3,5184
6173	201,101624	5,2718
6172	201,101624	5,3863
6175	201,102324	4,8172
6190	201,124624	8,347
6191	201,125424	6,5598
6196	201,911524	1,0487
6203	201,994124	4,2923
6205	201,994524	3,6914
6210	201,996224	1,5828
6216	202,007224	2,1288
6224	202,041024	4,7339
6226	202,045724	1,0476
6229	202,056824	3,6772
6230	202,058124	4,6793
6232	202,060224	4,2286
6237	202,073924	1,5571
6238	202,074524	1,8702
6239	202,074524	5,3867
6242	202,079824	6,0538
6243	202,079924	5,6422
6244	202,081124	4,7486
6246	202,090924	4,8117
6249	202,095224	4,4991
6255	202,096224	3,3665
6260	202,097824	3,6139
6264	202,099324	4,3307
6265	202,099724	5,8996
6268	202,111024	6,22
6276	202,131124	6,1718
6279	202,131524	3,4919
6280	202,131824	5,9746
6285	202,132424	2,0091
6291	202,134124	6,5564
6302	202,172524	9,5817
6306	203,040124	1,174
6309	203,069724	1,5426
6310	203,074924	1,8706
6313	203,079624	1,0742
6320	203,096924	5,215
6324	203,102224	4,3324
6327	203,116024	2,1113
6329	203,116724	6,4142
6332	203,118224	5,7001
6333	203,118424	1,2601
6345	203,148924	4,0176
6352	204,010624	4,7474
6358	204,014924	3,0927
6359	204,022424	3,1738
6366	204,042924	4,9024
6371	204,058724	1,5124
6374	204,070924	1,0683
6388	204,090724	4,026
6390	204,092424	2,1017
6393	204,093524	6,6347
6394	204,093724	1,6821
6404	204,111424	4,2046
6405	204,114624	6,5562
6408	204,115424	8,3471
6419	205,037624	3,9477
6421	205,038024	4,0073
6425	205,053524	3,3866
6430	205,073624	5,6242
6434	205,074124	5,2415
6435	205,074324	4,8518
6438	205,074724	4,0687
6437	205,074724	5,9017
6441	205,094724	1,0735
6445	205,131924	1,2044
6446	205,953524	2,3311
6448	206,041224	3,9508
6450	206,058124	11,2826
6451	206,058624	7,9118
6453	206,060324	4,5374
6459	206,078324	5,6254
6462	206,079124	1,2621
6465	206,079424	1,456
6470	206,095824	5,8107
6482	206,105524	3,9149
6483	206,106324	6,5474
6485	206,107024	5,4041
6486	206,107224	5,9229
6491	206,129524	6,391
6494	206,130724	5,7166
6496	206,131024	5,2564
6498	206,131124	5,1857
6499	206,131524	6,0168
6500	206,133924	1,2584
6505	207,053224	5,8071
6507	207,053824	5,5573
6509	207,066024	3,771
6512	207,081724	5,6266
6514	207,087524	5,2611
6518	207,110224	1,0998
6521	207,134724	5,2553
6522	207,135224	5,1841
6525	207,139124	1,258
6527	207,634924	1,257
6533	208,038024	4,5017
6534	208,038324	5,5099
6538	208,048024	1,1627
6541	208,057324	5,8077
6544	208,072424	8,225
6546	208,074024	6,1645
6549	208,077324	2,0459
6555	208,085824	2,8393
6556	208,092124	1,2598
6560	208,109624	7,2604
6563	208,110124	6,2646
6565	208,110524	5,0028
6566	208,111024	4,6941
6567	208,111224	5,423
6571	208,140924	1,2616
6584	208,146624	5,2962
6583	208,146624	7,2228
6586	208,146724	6,8686
6589	208,146824	5,6714
6588	208,146824	6,7125
6590	208,146924	4,5547
6596	208,156924	4,9682
6602	209,017224	4,3853
6606	209,037924	1,1777
6609	209,055024	1,2369
6611	209,069824	5,9971
6612	209,070124	4,6867
6624	209,105624	2,5367
6623	209,105624	4,4134
6628	209,105824	6,8532
6640	209,150524	7,2235
6643	210,007124	1,6724
6649	210,053324	1,2212
6652	210,061824	1,1442
6654	210,071224	7,181
6660	210,089124	5,1295
6661	210,096124	4,5443
6665	210,101524	6,5609
6669	210,104724	4,3297
6683	210,128624	9,4105
6687	210,134124	3,6141
6689	210,136324	5,9802
6697	210,145024	10,121
6707	210,992424	3,1031
6711	210,996624	1,3478
6712	211,030624	8,5945
6714	211,079524	2,1122
6719	211,084924	3,2189
6725	211,086424	6,1155
6727	211,096024	1,1342
6728	211,109924	6,0113
6733	211,978824	5,1151
6735	212,010624	1,1685
6739	212,062424	5,1578
6743	212,066824	5,7759
6744	212,066824	6,3427
6750	212,069124	5,1046
6751	212,069324	3,706
6764	212,104724	6,3559
6765	212,105224	8,8633
6767	212,105424	6,1537
6769	212,106824	5,2106
6775	212,115424	1,0622
6776	212,115624	6,0602
6778	212,116024	1,2587
6779	212,116324	1,1588
6780	212,116424	1,3927
6787	212,120324	9,3692
6788	212,120624	5,8368
6790	212,121324	7,2022
6791	212,121824	7,5128
6795	212,139924	9,7924
6797	212,141124	7,7397
6804	212,151824	2,2178
6805	212,151924	7,0675
6809	212,152324	3,5794
6810	212,152424	5,3926
6813	212,152524	5,6127
6814	212,152624	5,0715
6816	212,152724	2,1281
6817	212,152724	4,6881
6820	212,152824	3,1762
6819	212,152824	3,7986
6821	212,152824	3,9101
6818	212,152824	6,3816
6823	212,153024	6,2094
6822	212,153024	6,634
6834	212,989624	5,6318
6836	213,010724	3,941
6847	213,078324	5,0642
6849	213,079124	5,3391
6852	213,109724	6,3563
6857	213,111324	1,5553
6859	213,111624	5,8534
6860	213,111924	4,9896
6861	213,112024	3,8503
6862	213,112124	7,2992
6864	213,112524	4,0871
6866	213,115624	1,2504
6870	213,137224	7,9209
6871	213,138124	8,4982
6876	213,154124	5,0682
6881	213,155824	6,6373
6892	214,010924	1,3548
6893	214,012324	1,2505
6896	214,018124	4,3801
6900	214,036524	1,2087
6904	214,046024	1,1473
6910	214,083524	5,3405
6911	214,083724	5,0681
6918	214,095724	5,166
6930	214,129724	4,4073
6931	214,130924	4,1023
6933	214,131324	5,007
6934	214,131424	1,3818
6938	214,132124	1,2651
6941	214,132224	4,7667
6948	214,132424	5,6064
6947	214,132424	5,7517
6945	214,132424	6,0281
6946	214,132424	6,2787
6951	214,132524	3,5434
6950	214,132524	3,6706
6952	214,132924	6,1877
6956	214,133524	7,4253
6958	214,134324	6,9311
6960	214,134624	4,2418
6962	214,135624	5,2634
6963	214,136024	6,7849
6968	215,025724	1,5335
6972	215,071024	1,0644
6975	215,080624	1,2243
6978	215,082224	4,1366
6981	215,087024	5,0665
6987	215,095124	3,6624
6988	215,095224	6,6369
6994	215,101224	5,163
6998	215,115424	1,1839
6999	215,116124	3,7101
7005	215,129724	1,2523
7006	215,130524	4,2388
7011	215,133424	6,0264
7014	215,136824	5,2612
7020	215,189224	7,0384
7021	215,189324	10,305
7022	215,189524	6,8682
7025	215,973124	3,1678
7030	215,973424	5,03
7031	215,974524	1,4321
7039	216,021324	4,8221
7043	216,025724	1,0496
7048	216,045924	10,1145
7053	216,060124	4,8064
7057	216,069024	4,0913
7059	216,073024	1,1605
7060	216,073524	4,5023
7063	216,076124	3,9731
7064	216,076324	3,576
7071	216,096724	2,9829
7072	216,099724	6,6378
7081	216,113824	6,3854
7082	216,114124	7,1321
7083	216,114624	3,9096
7085	216,115024	7,697
7089	216,116224	5,7114
7093	216,118224	4,3343
7094	216,120424	6,2728
7095	216,120724	1,1606
7099	216,129224	4,209
7101	216,129524	5,3434
7102	216,130124	6,6994
7103	216,131224	6,9332
7107	216,136424	4,4317
7108	216,136524	4,1337
7112	216,146124	4,9904
7116	216,147724	2,3071
7120	216,152424	7,8926
7127	217,016724	8,218
7130	217,057524	1,2502
7131	217,058724	1,4804
7134	217,074324	5,9424
7139	217,078024	3,5731
7141	217,095024	4,6553
7142	217,097524	1,1981
7144	217,120324	6,3846
7152	217,133524	4,2123
7156	217,142124	1,2242
7161	217,977124	3,171
7163	217,988824	1,472
7171	218,031124	1,0504
7172	218,038924	3,9185
7180	218,076924	5,6185
7190	218,094824	5,8966
7192	218,094924	4,608
7193	218,095124	6,298
7194	218,095224	5,2016
7196	218,095424	5,6787
7198	218,095624	6,8054
7200	218,095924	5,761
7208	218,108424	4,2408
7209	218,112724	7,1096
7210	218,115724	6,8653
7211	218,116224	3,8347
7216	218,126924	3,1416
7218	218,127024	5,4399
7217	218,127024	5,9534
7220	218,127324	1,2264
7222	218,127624	6,1158
7227	218,130524	4,0425
7230	218,131524	6,5559
7229	218,131524	8,3469
7235	218,131924	5,3386
7236	218,132624	4,327
7237	218,132624	4,8358
7238	218,132724	3,8111
7240	218,133624	3,9426
7241	218,137324	5,5018
7247	218,140124	4,1394
7248	218,140224	4,6772
7250	218,141924	7,3014
7255	218,144024	9,7886
7257	219,025324	1,0495
7260	219,082524	4,6755
7264	219,085524	4,1839
7272	219,097624	5,2014
7273	219,098024	5,9005
7274	219,098324	4,6071
7275	219,098724	6,3006
7277	219,099624	6,8022
7282	219,111024	2,9838
